tick,ep,t,x,y,z,roll,pitch,yaw,u0,u1,u2,u3,goal,gates
1346,0,6.7300,-8.5701,11.8800,2.0880,0.0201,0.0088,1.5284,0.4170,-0.5830,0.4170,-0.5830,1,1
1347,0,6.7350,-8.5703,11.8837,2.0873,0.0202,0.0097,1.5330,0.4170,-0.5830,0.4170,-0.5830,1,1
1348,0,6.7400,-8.5706,11.8874,2.0866,0.0203,0.0107,1.5348,-0.4468,0.0940,-0.4489,0.0914,1,1
1349,0,6.7450,-8.5708,11.8912,2.0859,0.0203,0.0118,1.5314,-0.5830,0.4170,-0.5830,0.4170,1,1
1350,0,6.7500,-8.5710,11.8949,2.0852,0.0203,0.0130,1.5229,-0.5830,0.4170,-0.5830,0.4170,1,1
1351,0,6.7550,-8.5712,11.8986,2.0846,0.0202,0.0142,1.5134,-0.2244,-0.0199,-0.2251,-0.0221,1,1
1352,0,6.7600,-8.5714,11.9023,2.0839,0.0202,0.0153,1.5090,0.4170,-0.5830,0.4170,-0.5830,1,1
1353,0,6.7650,-8.5716,11.9061,2.0832,0.0203,0.0163,1.5097,0.4170,-0.5830,0.4170,-0.5830,1,1
1354,0,6.7700,-8.5718,11.9098,2.0826,0.0204,0.0173,1.5119,0.0800,-0.1974,0.0810,-0.1891,1,1
1355,0,6.7750,-8.5720,11.9135,2.0820,0.0204,0.0183,1.5089,-0.5830,0.4170,-0.5830,0.4170,1,1
1356,0,6.7800,-8.5721,11.9173,2.0813,0.0204,0.0195,1.5008,-0.5830,0.4170,-0.5830,0.4170,1,1
1357,0,6.7850,-8.5723,11.9210,2.0807,0.0203,0.0206,1.4908,-0.3290,0.0300,-0.3351,0.0369,1,1
1358,0,6.7900,-8.5725,11.9248,2.0801,0.0203,0.0216,1.4859,0.4170,-0.5830,0.4170,-0.5830,1,1
1359,0,6.7950,-8.5726,11.9286,2.0795,0.0205,0.0225,1.4862,0.4170,-0.5830,0.4170,-0.5830,1,1
1360,0,6.8000,-8.5728,11.9323,2.0789,0.0207,0.0233,1.4890,0.2170,-0.2828,0.2165,-0.2667,1,1
1361,0,6.8050,-8.5729,11.9361,2.0783,0.0211,0.0243,1.4937,0.1251,-0.2205,0.1511,-0.2419,1,1
1362,0,6.8100,-8.5731,11.9399,2.0778,0.0212,0.0256,1.4944,-0.5830,0.2113,-0.5715,0.1810,1,1
1363,0,6.8150,-8.5732,11.9436,2.0772,0.0212,0.0270,1.4900,-0.5830,0.4170,-0.5830,0.4170,1,1
1364,0,6.8200,-8.5733,11.9474,2.0766,0.0212,0.0284,1.4864,0.0173,-0.1340,0.0144,-0.1459,1,1
1365,0,6.8250,-8.5735,11.9512,2.0761,0.0213,0.0297,1.4879,0.4170,-0.5830,0.4170,-0.5830,1,1
1366,0,6.8300,-8.5736,11.9550,2.0755,0.0215,0.0309,1.4946,0.4170,-0.5830,0.4170,-0.5830,1,1
1367,0,6.8350,-8.5737,11.9588,2.0750,0.0217,0.0321,1.5003,-0.2247,-0.0310,-0.2355,-0.0339,1,1
1368,0,6.8400,-8.5738,11.9627,2.0745,0.0217,0.0334,1.5008,-0.5830,0.4170,-0.5830,0.4170,1,1
1369,0,6.8450,-8.5739,11.9665,2.0740,0.0215,0.0348,1.4962,-0.5830,0.4170,-0.5830,0.4170,1,1
1370,0,6.8500,-8.5740,11.9703,2.0735,0.0212,0.0361,1.4929,0.0765,-0.2021,0.0575,-0.1995,1,1
1371,0,6.8550,-8.5741,11.9742,2.0730,0.0211,0.0369,1.4926,0.2703,-0.3278,0.2357,-0.2932,1,1
1372,0,6.8600,-8.5742,11.9780,2.0725,0.0210,0.0374,1.4919,-0.1363,-0.1041,-0.1661,-0.0687,1,1
1373,0,6.8650,-8.5743,11.9819,2.0721,0.0206,0.0380,1.4860,-0.5830,0.4170,-0.5830,0.4170,1,1
1374,0,6.8700,-8.5743,11.9857,2.0716,0.0201,0.0387,1.4751,-0.5830,0.4170,-0.5830,0.4170,1,1
1375,0,6.8750,-8.5744,11.9896,2.0712,0.0198,0.0393,1.4692,0.4170,-0.5830,0.4170,-0.5827,1,1
1376,0,6.8800,-8.5744,11.9935,2.0708,0.0197,0.0398,1.4685,0.4170,-0.5830,0.4170,-0.5830,1,1
1377,0,6.8850,-8.5745,11.9974,2.0704,0.0198,0.0402,1.4730,0.4170,-0.5830,0.4170,-0.5830,1,1
1378,0,6.8900,-8.5745,12.0013,2.0700,0.0196,0.0407,1.4723,-0.5830,0.4170,-0.5830,0.4170,1,1
1379,0,6.8950,-8.5746,12.0052,2.0696,0.0193,0.0413,1.4664,-0.5830,0.4170,-0.5830,0.4170,1,1
1380,0,6.9000,-8.5746,12.0092,2.0692,0.0188,0.0420,1.4555,-0.5830,0.4170,-0.5830,0.4170,1,1
1381,0,6.9050,-8.5746,12.0131,2.0689,0.0186,0.0428,1.4488,0.3759,-0.4511,0.4104,-0.4449,1,1
1382,0,6.9100,-8.5747,12.0171,2.0685,0.0187,0.0434,1.4473,0.4170,-0.5830,0.4170,-0.5830,1,1
1383,0,6.9150,-8.5747,12.0210,2.0682,0.0189,0.0440,1.4509,0.4170,-0.5830,0.4170,-0.5830,1,1
1384,0,6.9200,-8.5747,12.0250,2.0679,0.0190,0.0446,1.4494,-0.5830,0.4170,-0.5830,0.4170,1,1
1385,0,6.9250,-8.5747,12.0290,2.0676,0.0188,0.0454,1.4428,-0.5830,0.4170,-0.5830,0.4170,1,1
1386,0,6.9300,-8.5747,12.0330,2.0674,0.0184,0.0463,1.4310,-0.5830,0.4170,-0.5830,0.4170,1,1
1387,0,6.9350,-8.5747,12.0370,2.0671,0.0182,0.0470,1.4243,0.4170,-0.5830,0.4170,-0.5830,1,1
1388,0,6.9400,-8.5747,12.0410,2.0668,0.0183,0.0477,1.4228,0.4170,-0.5830,0.4170,-0.5830,1,1
1389,0,6.9450,-8.5746,12.0450,2.0666,0.0186,0.0482,1.4265,0.4170,-0.5830,0.4170,-0.5830,1,1
1390,0,6.9500,-8.5746,12.0491,2.0664,0.0187,0.0489,1.4250,-0.5830,0.4170,-0.5830,0.4170,1,1
1391,0,6.9550,-8.5746,12.0531,2.0662,0.0185,0.0497,1.4183,-0.5830,0.4170,-0.5830,0.4170,1,1
1392,0,6.9600,-8.5745,12.0572,2.0659,0.0185,0.0503,1.4168,0.4170,-0.5830,0.4170,-0.5830,1,1
1393,0,6.9650,-8.5745,12.0613,2.0657,0.0188,0.0509,1.4205,0.4170,-0.5830,0.4170,-0.5830,1,1
1394,0,6.9700,-8.5744,12.0654,2.0656,0.0194,0.0513,1.4293,0.4170,-0.5830,0.4170,-0.5830,1,1
1395,0,6.9750,-8.5744,12.0695,2.0654,0.0197,0.0519,1.4329,-0.5830,0.4170,-0.5830,0.4170,1,1
1396,0,6.9800,-8.5743,12.0736,2.0652,0.0198,0.0526,1.4314,-0.5830,0.4170,-0.5830,0.4170,1,1
1397,0,6.9850,-8.5742,12.0777,2.0651,0.0195,0.0533,1.4248,-0.5830,0.4170,-0.5830,0.4170,1,1
1398,0,6.9900,-8.5741,12.0818,2.0649,0.0196,0.0540,1.4233,0.4170,-0.5830,0.4170,-0.5830,1,1
1399,0,6.9950,-8.5740,12.0860,2.0648,0.0199,0.0545,1.4269,0.4170,-0.5830,0.4170,-0.5830,1,1
1400,0,7.0000,-8.5740,12.0901,2.0647,0.0205,0.0550,1.4357,0.4170,-0.5830,0.4170,-0.5830,1,1
1401,0,7.0050,-8.5738,12.0943,2.0645,0.0209,0.0553,1.4420,-0.4789,-0.0097,-0.4997,0.0007,1,1
1402,0,7.0100,-8.5737,12.0985,2.0643,0.0210,0.0558,1.4432,-0.5830,0.4170,-0.5830,0.4170,1,1
1403,0,7.0150,-8.5736,12.1027,2.0642,0.0209,0.0563,1.4392,-0.5830,0.4170,-0.5830,0.4170,1,1
1404,0,7.0200,-8.5735,12.1069,2.0640,0.0209,0.0566,1.4385,0.2546,-0.4107,0.2330,-0.3977,1,1
1405,0,7.0250,-8.5734,12.1112,2.0639,0.0211,0.0568,1.4430,0.4170,-0.5830,0.4170,-0.5830,1,1
1406,0,7.0300,-8.5732,12.1154,2.0637,0.0217,0.0569,1.4526,0.4170,-0.5830,0.4170,-0.5830,1,1
1407,0,7.0350,-8.5731,12.1196,2.0636,0.0220,0.0570,1.4577,-0.5762,0.2914,-0.5830,0.2974,1,1
1408,0,7.0400,-8.5729,12.1239,2.0634,0.0220,0.0572,1.4577,-0.5830,0.4170,-0.5830,0.4170,1,1
1409,0,7.0450,-8.5728,12.1282,2.0633,0.0217,0.0575,1.4525,-0.5830,0.4170,-0.5830,0.4170,1,1
1410,0,7.0500,-8.5726,12.1325,2.0632,0.0217,0.0577,1.4525,0.4170,-0.5830,0.4170,-0.5830,1,1
1411,0,7.0550,-8.5724,12.1368,2.0631,0.0220,0.0578,1.4576,0.4170,-0.5830,0.4170,-0.5830,1,1
1412,0,7.0600,-8.5723,12.1411,2.0630,0.0222,0.0576,1.4578,-0.5614,0.3474,-0.5830,0.4029,1,1
1413,0,7.0650,-8.5721,12.1455,2.0629,0.0221,0.0575,1.4529,-0.5830,0.4170,-0.5830,0.4170,1,1
1414,0,7.0700,-8.5719,12.1498,2.0628,0.0218,0.0575,1.4429,-0.5830,0.4146,-0.5830,0.4170,2,2
1415,0,7.0750,-8.5717,12.1542,2.0628,0.0217,0.0574,1.4380,0.4170,-0.5830,0.4170,-0.5827,2,2
1416,0,7.0800,-8.5715,12.1586,2.0627,0.0219,0.0572,1.4382,0.4170,-0.5830,0.4170,-0.5830,2,2
1417,0,7.0850,-8.5712,12.1630,2.0627,0.0224,0.0568,1.4436,0.4170,-0.5830,0.4170,-0.5830,2,2
1418,0,7.0900,-8.5710,12.1674,2.0626,0.0227,0.0565,1.4439,-0.5830,0.4021,-0.5830,0.4170,2,2
1419,0,7.0950,-8.5708,12.1718,2.0626,0.0227,0.0564,1.4390,-0.5830,0.4170,-0.5830,0.4170,2,2
1420,0,7.1000,-8.5705,12.1762,2.0626,0.0225,0.0563,1.4290,-0.5830,0.4160,-0.5830,0.4170,2,2
1421,0,7.1050,-8.5703,12.1807,2.0626,0.0225,0.0582,1.4229,0.1609,-0.3810,0.3722,-0.5696,2,2
1422,0,7.1100,-8.5700,12.1851,2.0626,0.0228,0.0601,1.4219,0.4170,-0.5830,0.4170,-0.5830,2,2
1423,0,7.1150,-8.5698,12.1896,2.0626,0.0232,0.0620,1.4259,0.4170,-0.5396,0.4170,-0.5830,2,2
1424,0,7.1200,-8.5695,12.1941,2.0626,0.0228,0.0648,1.4252,-0.5830,0.4170,-0.5647,0.3005,2,2
1425,0,7.1250,-8.5692,12.1986,2.0626,0.0220,0.0677,1.4193,-0.5830,0.4170,-0.5830,0.4170,2,2
1426,0,7.1300,-8.5689,12.2031,2.0627,0.0207,0.0708,1.4083,-0.5830,0.4170,-0.5830,0.3911,2,2
1427,0,7.1350,-8.5686,12.2076,2.0627,0.0197,0.0739,1.4024,0.4160,-0.5683,0.4170,-0.5830,2,2
1428,0,7.1400,-8.5683,12.2122,2.0628,0.0191,0.0769,1.4017,0.4170,-0.5830,0.4170,-0.5830,2,2
1429,0,7.1450,-8.5680,12.2168,2.0628,0.0189,0.0798,1.4062,0.4170,-0.5830,0.4170,-0.5830,2,2
1430,0,7.1500,-8.5677,12.2213,2.0629,0.0183,0.0828,1.4055,-0.5830,0.4170,-0.5830,0.4158,2,2
1431,0,7.1550,-8.5674,12.2260,2.0630,0.0172,0.0859,1.3996,-0.5830,0.4170,-0.5830,0.4091,2,2
1432,0,7.1600,-8.5670,12.2306,2.0631,0.0164,0.0897,1.3986,0.3588,-0.5135,0.4170,-0.5830,2,2
1433,0,7.1650,-8.5667,12.2352,2.0632,0.0161,0.0933,1.4027,0.4170,-0.5830,0.4170,-0.5830,2,2
1434,0,7.1700,-8.5663,12.2399,2.0633,0.0162,0.0969,1.4120,0.4170,-0.5736,0.4170,-0.5830,2,2
1435,0,7.1750,-8.5660,12.2446,2.0635,0.0158,0.1006,1.4162,-0.5830,0.4170,-0.5830,0.4126,2,2
1436,0,7.1800,-8.5656,12.2493,2.0636,0.0149,0.1043,1.4151,-0.5830,0.4170,-0.5830,0.4170,2,2
1437,0,7.1850,-8.5652,12.2541,2.0638,0.0135,0.1082,1.4089,-0.5830,0.4170,-0.5830,0.4170,2,2
1438,0,7.1900,-8.5648,12.2588,2.0639,0.0125,0.1119,1.4079,0.4170,-0.5800,0.4170,-0.5830,2,2
1439,0,7.1950,-8.5644,12.2636,2.0641,0.0122,0.1156,1.4120,0.4170,-0.5830,0.4170,-0.5830,2,2
1440,0,7.2000,-8.5640,12.2685,2.0643,0.0125,0.1193,1.4213,0.4170,-0.5830,0.4170,-0.5830,2,2
1441,0,7.2050,-8.5636,12.2733,2.0644,0.0122,0.1226,1.4285,-0.4877,-0.1173,-0.5491,-0.1146,2,2
1442,0,7.2100,-8.5632,12.2782,2.0645,0.0113,0.1260,1.4305,-0.5830,0.4170,-0.5830,0.4170,2,2
1443,0,7.2150,-8.5628,12.2831,2.0646,0.0097,0.1294,1.4274,-0.5830,0.4170,-0.5830,0.4170,2,2
1444,0,7.2200,-8.5623,12.2881,2.0646,0.0084,0.1324,1.4268,0.1106,-0.4430,0.0550,-0.4105,2,2
1445,0,7.2250,-8.5619,12.2930,2.0647,0.0077,0.1353,1.4315,0.4170,-0.5830,0.4170,-0.5830,2,2
1446,0,7.2300,-8.5615,12.2980,2.0648,0.0078,0.1381,1.4414,0.4170,-0.5830,0.4170,-0.5830,2,2
1447,0,7.2350,-8.5610,12.3031,2.0648,0.0074,0.1407,1.4477,-0.5602,0.0937,-0.5830,0.1262,2,2
1448,0,7.2400,-8.5606,12.3081,2.0648,0.0063,0.1433,1.4488,-0.5830,0.4170,-0.5830,0.4170,2,2
1449,0,7.2450,-8.5601,12.3132,2.0649,0.0044,0.1460,1.4447,-0.5830,0.4170,-0.5830,0.4170,2,2
1450,0,7.2500,-8.5596,12.3184,2.0649,0.0032,0.1480,1.4453,0.3729,-0.5806,0.3193,-0.5259,2,2
1451,0,7.2550,-8.5592,12.3235,2.0649,0.0033,0.1494,1.4508,0.4170,-0.5830,0.4059,-0.4773,2,2
1452,0,7.2600,-8.5587,12.3288,2.0650,0.0030,0.1503,1.4513,-0.5650,0.3267,-0.5830,0.4170,2,2
1453,0,7.2650,-8.5582,12.3340,2.0651,0.0020,0.1512,1.4467,-0.5830,0.4170,-0.5830,0.4170,2,2
1454,0,7.2700,-8.5577,12.3393,2.0651,0.0004,0.1517,1.4373,-0.5746,0.3010,-0.5830,0.3484,2,2
1455,0,7.2750,-8.5572,12.3446,2.0652,-0.0003,0.1523,1.4332,0.4170,-0.5830,0.4170,-0.5779,2,2
1456,0,7.2800,-8.5568,12.3500,2.0652,-0.0002,0.1528,1.4342,0.4170,-0.5830,0.4170,-0.5830,2,2
1457,0,7.2850,-8.5563,12.3554,2.0653,0.0007,0.1533,1.4404,0.4170,-0.5830,0.4170,-0.5699,2,2
1458,0,7.2900,-8.5557,12.3609,2.0654,0.0008,0.1537,1.4414,-0.5830,0.4116,-0.5830,0.4170,2,2
1459,0,7.2950,-8.5552,12.3664,2.0655,0.0002,0.1542,1.4372,-0.5830,0.4170,-0.5830,0.4170,2,2
1460,0,7.3000,-8.5547,12.3719,2.0656,-0.0013,0.1546,1.4279,-0.5830,0.4152,-0.5830,0.4170,2,2
1461,0,7.3050,-8.5542,12.3774,2.0656,-0.0021,0.1547,1.4214,0.1135,-0.4722,0.0990,-0.4227,2,2
1462,0,7.3100,-8.5537,12.3830,2.0657,-0.0021,0.1548,1.4201,0.4170,-0.5830,0.4170,-0.5830,2,2
1463,0,7.3150,-8.5531,12.3887,2.0658,-0.0013,0.1549,1.4240,0.4170,-0.5830,0.4170,-0.5830,2,2
1464,0,7.3200,-8.5526,12.3943,2.0658,-0.0009,0.1548,1.4241,-0.5788,0.1362,-0.5830,0.1706,2,2
1465,0,7.3250,-8.5521,12.4000,2.0659,-0.0014,0.1547,1.4190,-0.5830,0.4170,-0.5830,0.4170,2,2
1466,0,7.3300,-8.5515,12.4058,2.0659,-0.0026,0.1545,1.4087,-0.5830,0.4170,-0.5830,0.4170,2,2
1467,0,7.3350,-8.5510,12.4116,2.0660,-0.0028,0.1541,1.4034,0.4092,-0.5792,0.4071,-0.5294,2,2
1468,0,7.3400,-8.5504,12.4174,2.0660,-0.0022,0.1538,1.4033,0.4170,-0.5830,0.4170,-0.5830,2,2
1469,0,7.3450,-8.5498,12.4233,2.0661,-0.0007,0.1533,1.4083,0.4170,-0.5830,0.4170,-0.5597,2,2
1470,0,7.3500,-8.5493,12.4292,2.0662,0.0000,0.1528,1.4081,-0.5830,0.4170,-0.5830,0.4170,2,2
1471,0,7.3550,-8.5487,12.4351,2.0663,-0.0000,0.1523,1.4028,-0.5830,0.4170,-0.5830,0.4170,2,2
1472,0,7.3600,-8.5481,12.4411,2.0664,0.0006,0.1520,1.4025,0.3983,-0.5601,0.4129,-0.5830,2,2
1473,0,7.3650,-8.5475,12.4471,2.0665,0.0021,0.1517,1.4074,0.4170,-0.5830,0.4170,-0.5830,2,2
1474,0,7.3700,-8.5469,12.4532,2.0666,0.0043,0.1513,1.4175,0.4170,-0.5814,0.4170,-0.5830,2,2
1475,0,7.3750,-8.5463,12.4592,2.0668,0.0057,0.1510,1.4224,-0.5830,0.4170,-0.5830,0.4170,2,2
1476,0,7.3800,-8.5457,12.4654,2.0669,0.0063,0.1508,1.4222,-0.5830,0.4170,-0.5830,0.4170,2,2
1477,0,7.3850,-8.5451,12.4716,2.0671,0.0062,0.1505,1.4167,-0.5830,0.4170,-0.5830,0.4170,2,2
1478,0,7.3900,-8.5445,12.4778,2.0672,0.0068,0.1502,1.4163,0.4170,-0.5759,0.4096,-0.5830,2,2
1479,0,7.3950,-8.5439,12.4840,2.0674,0.0081,0.1499,1.4212,0.4170,-0.5830,0.4170,-0.5830,2,2
1480,0,7.4000,-8.5432,12.4903,2.0676,0.0102,0.1495,1.4313,0.4170,-0.5830,0.4170,-0.5830,2,2
1481,0,7.4050,-8.5426,12.4966,2.0676,0.0116,0.1488,1.4387,-0.5071,-0.0303,-0.5830,-0.0240,2,2
1482,0,7.4100,-8.5419,12.5029,2.0677,0.0121,0.1480,1.4408,-0.5830,0.4170,-0.5830,0.4170,2,2
1483,0,7.4150,-8.5413,12.5093,2.0678,0.0119,0.1474,1.4378,-0.5830,0.4170,-0.5830,0.4170,2,2
1484,0,7.4200,-8.5406,12.5157,2.0679,0.0119,0.1461,1.4382,0.2007,-0.5020,0.1215,-0.4823,2,2
1485,0,7.4250,-8.5399,12.5222,2.0680,0.0126,0.1449,1.4437,0.4170,-0.5830,0.4170,-0.5830,2,2
1486,0,7.4300,-8.5392,12.5287,2.0680,0.0141,0.1435,1.4545,0.4170,-0.5830,0.4170,-0.5830,2,2
1487,0,7.4350,-8.5385,12.5352,2.0681,0.0148,0.1420,1.4606,-0.5639,0.3130,-0.5830,0.3212,2,2
1488,0,7.4400,-8.5378,12.5417,2.0682,0.0148,0.1407,1.4615,-0.5830,0.4170,-0.5830,0.4170,2,2
1489,0,7.4450,-8.5371,12.5483,2.0683,0.0141,0.1394,1.4572,-0.5830,0.4170,-0.5830,0.4170,2,2
1490,0,7.4500,-8.5364,12.5550,2.0684,0.0141,0.1380,1.4581,0.4170,-0.5830,0.4138,-0.5830,2,2
1491,0,7.4550,-8.5357,12.5616,2.0685,0.0149,0.1364,1.4642,0.4170,-0.5830,0.4170,-0.5658,2,2
1492,0,7.4600,-8.5350,12.5683,2.0686,0.0152,0.1343,1.4654,-0.5484,0.3312,-0.5830,0.4129,2,2
1493,0,7.4650,-8.5342,12.5750,2.0687,0.0149,0.1323,1.4614,-0.5830,0.4170,-0.5830,0.4170,2,2
1494,0,7.4700,-8.5335,12.5818,2.0689,0.0139,0.1303,1.4522,-0.5777,0.4067,-0.5830,0.4170,2,2
1495,0,7.4750,-8.5327,12.5886,2.0690,0.0137,0.1282,1.4482,0.4170,-0.5830,0.4170,-0.5702,2,2
1496,0,7.4800,-8.5320,12.5954,2.0692,0.0141,0.1259,1.4494,0.4170,-0.5830,0.4170,-0.5830,2,2
1497,0,7.4850,-8.5312,12.6023,2.0693,0.0152,0.1236,1.4557,0.4170,-0.5830,0.4170,-0.5751,2,2
1498,0,7.4900,-8.5304,12.6092,2.0695,0.0158,0.1212,1.4569,-0.5773,0.3978,-0.5830,0.4170,2,2
1499,0,7.4950,-8.5296,12.6161,2.0697,0.0157,0.1188,1.4530,-0.5830,0.4170,-0.5830,0.4170,2,2
1500,0,7.5000,-8.5288,12.6231,2.0699,0.0150,0.1166,1.4439,-0.5830,0.4170,-0.5830,0.4170,2,2
1501,0,7.5050,-8.5280,12.6300,2.0700,0.0147,0.1139,1.4376,0.0838,-0.5043,0.0476,-0.4705,2,2
1502,0,7.5100,-8.5272,12.6370,2.0701,0.0149,0.1112,1.4365,0.4170,-0.5830,0.4170,-0.5830,2,2
1503,0,7.5150,-8.5264,12.6441,2.0703,0.0157,0.1083,1.4406,0.4170,-0.5830,0.4170,-0.5830,2,2
1504,0,7.5200,-8.5256,12.6511,2.0704,0.0162,0.1055,1.4407,-0.5830,0.1634,-0.5830,0.1886,2,2
1505,0,7.5250,-8.5248,12.6582,2.0705,0.0162,0.1026,1.4357,-0.5830,0.4170,-0.5830,0.4170,2,2
1506,0,7.5300,-8.5240,12.6653,2.0706,0.0156,0.0999,1.4255,-0.5830,0.4170,-0.5830,0.4170,2,2
1507,0,7.5350,-8.5231,12.6724,2.0708,0.0157,0.0970,1.4204,0.4050,-0.5830,0.4088,-0.5666,2,2
1508,0,7.5400,-8.5223,12.6796,2.0709,0.0162,0.0941,1.4205,0.4170,-0.5830,0.4170,-0.5830,2,2
1509,0,7.5450,-8.5214,12.6868,2.0711,0.0173,0.0910,1.4256,0.4154,-0.5830,0.4170,-0.5750,2,2
1510,0,7.5500,-8.5206,12.6940,2.0712,0.0180,0.0880,1.4257,-0.5830,0.4170,-0.5830,0.4170,2,2
1511,0,7.5550,-8.5197,12.7012,2.0714,0.0181,0.0851,1.4205,-0.5830,0.4170,-0.5830,0.4170,2,2
1512,0,7.5600,-8.5188,12.7084,2.0716,0.0187,0.0825,1.4196,0.2301,-0.5503,0.2717,-0.5830,2,2
1513,0,7.5650,-8.5179,12.7157,2.0717,0.0197,0.0798,1.4239,0.4170,-0.5830,0.4170,-0.5830,2,2
1514,0,7.5700,-8.5170,12.7229,2.0719,0.0212,0.0770,1.4333,0.4170,-0.5830,0.4170,-0.5830,2,2
1515,0,7.5750,-8.5161,12.7302,2.0721,0.0222,0.0743,1.4375,-0.5830,0.4170,-0.5830,0.4136,2,2
1516,0,7.5800,-8.5152,12.7375,2.0723,0.0228,0.0718,1.4366,-0.5830,0.4170,-0.5830,0.4170,2,2
1517,0,7.5850,-8.5143,12.7449,2.0725,0.0230,0.0694,1.4305,-0.5830,0.4170,-0.5830,0.4065,2,2
1518,0,7.5900,-8.5134,12.7522,2.0727,0.0235,0.0669,1.4296,0.4170,-0.5738,0.4170,-0.5830,2,2
1519,0,7.5950,-8.5124,12.7596,2.0729,0.0243,0.0643,1.4339,0.4170,-0.5830,0.4170,-0.5830,2,2
1520,0,7.6000,-8.5115,12.7670,2.0732,0.0255,0.0616,1.4433,0.4170,-0.5824,0.4170,-0.5830,2,2
1521,0,7.6050,-8.5106,12.7744,2.0733,0.0263,0.0589,1.4512,-0.4818,-0.1908,-0.5018,-0.2173,2,2
1522,0,7.6100,-8.5096,12.7818,2.0734,0.0268,0.0564,1.4539,-0.5830,0.4170,-0.5830,0.4170,2,2
1523,0,7.6150,-8.5086,12.7892,2.0735,0.0271,0.0540,1.4515,-0.5830,0.4170,-0.5830,0.4170,2,2
1524,0,7.6200,-8.5077,12.7966,2.0736,0.0271,0.0516,1.4510,-0.0344,-0.4015,-0.0600,-0.4358,2,2
1525,0,7.6250,-8.5067,12.8040,2.0737,0.0274,0.0491,1.4557,0.4170,-0.5830,0.4170,-0.5830,2,2
1526,0,7.6300,-8.5057,12.8115,2.0738,0.0279,0.0464,1.4655,0.4170,-0.5830,0.4170,-0.5830,2,2
1527,0,7.6350,-8.5047,12.8189,2.0738,0.0281,0.0439,1.4726,-0.5718,-0.0469,-0.5830,-0.0763,2,2
1528,0,7.6400,-8.5037,12.8264,2.0738,0.0281,0.0415,1.4746,-0.5830,0.4170,-0.5830,0.4170,2,2
1529,0,7.6450,-8.5027,12.8339,2.0738,0.0278,0.0393,1.4715,-0.5830,0.4170,-0.5830,0.4170,2,2
1530,0,7.6500,-8.5017,12.8413,2.0738,0.0274,0.0370,1.4718,0.1962,-0.4806,0.1738,-0.5160,2,2
1531,0,7.6550,-8.5007,12.8488,2.0737,0.0269,0.0341,1.4762,0.2758,-0.5470,0.2042,-0.5232,2,2
1532,0,7.6600,-8.4996,12.8563,2.0737,0.0263,0.0311,1.4762,-0.5643,0.2506,-0.5830,0.2848,2,2
1533,0,7.6650,-8.4986,12.8638,2.0736,0.0255,0.0282,1.4710,-0.5830,0.4170,-0.5830,0.4170,2,2
1534,0,7.6700,-8.4975,12.8713,2.0735,0.0248,0.0253,1.4623,-0.5828,0.1050,-0.5830,0.1187,2,2
1535,0,7.6750,-8.4965,12.8788,2.0734,0.0242,0.0222,1.4588,0.4170,-0.5830,0.4170,-0.5830,2,2
1536,0,7.6800,-8.4954,12.8864,2.0733,0.0236,0.0191,1.4604,0.4170,-0.5830,0.4170,-0.5830,2,2
1537,0,7.6850,-8.4944,12.8939,2.0732,0.0233,0.0158,1.4668,0.3698,-0.5675,0.3760,-0.5503,2,2
1538,0,7.6900,-8.4933,12.9014,2.0731,0.0230,0.0125,1.4680,-0.5830,0.4170,-0.5830,0.4170,2,2
1539,0,7.6950,-8.4922,12.9089,2.0730,0.0225,0.0095,1.4641,-0.5830,0.4170,-0.5830,0.4170,2,2
1540,0,7.7000,-8.4911,12.9165,2.0730,0.0221,0.0065,1.4550,-0.5830,0.4170,-0.5830,0.4170,2,2
1541,0,7.7050,-8.4901,12.9240,2.0729,0.0217,0.0039,1.4483,0.0256,-0.3707,0.0712,-0.4043,2,2
1542,0,7.7100,-8.4890,12.9315,2.0728,0.0213,0.0011,1.4466,0.4170,-0.5830,0.4170,-0.5830,2,2
1543,0,7.7150,-8.4879,12.9391,2.0728,0.0210,-0.0017,1.4501,0.4170,-0.5830,0.4170,-0.5830,2,2
1544,0,7.7200,-8.4868,12.9466,2.0726,0.0207,-0.0041,1.4505,-0.5830,0.0454,-0.5423,0.0258,2,2
1545,0,7.7250,-8.4857,12.9541,2.0725,0.0205,-0.0065,1.4458,-0.5830,0.4170,-0.5830,0.4170,2,2
1546,0,7.7300,-8.4846,12.9617,2.0724,0.0204,-0.0087,1.4360,-0.5830,0.4170,-0.5830,0.4170,2,2
1547,0,7.7350,-8.4834,12.9692,2.0723,0.0202,-0.0107,1.4302,0.2778,-0.4849,0.3187,-0.5135,2,2
1548,0,7.7400,-8.4823,12.9767,2.0721,0.0201,-0.0127,1.4296,0.4170,-0.5830,0.4170,-0.5830,2,2
1549,0,7.7450,-8.4812,12.9842,2.0721,0.0198,-0.0149,1.4342,0.4170,-0.5830,0.4170,-0.5830,2,2
1550,0,7.7500,-8.4801,12.9917,2.0720,0.0196,-0.0169,1.4336,-0.5830,0.4170,-0.5830,0.4170,2,2
1551,0,7.7550,-8.4789,12.9992,2.0719,0.0196,-0.0189,1.4278,-0.5830,0.4170,-0.5830,0.4170,2,2
1552,0,7.7600,-8.4778,13.0067,2.0718,0.0196,-0.0201,1.4250,0.1006,-0.3973,0.1894,-0.4582,2,2
