tick,ep,t,x,y,z,roll,pitch,yaw,u0,u1,u2,u3,goal,gates
659,0,3.2950,-8.5244,6.5521,2.1662,0.0026,-0.0024,2.1618,-0.5830,0.4170,-0.5830,0.4170,0,0
660,0,3.3000,-8.5256,6.5539,2.1666,0.0025,-0.0029,2.1573,-0.5830,0.4170,-0.5830,0.4170,0,0
661,0,3.3050,-8.5268,6.5557,2.1671,0.0025,-0.0033,2.1475,-0.5830,0.4170,-0.5830,0.4170,0,0
662,0,3.3100,-8.5281,6.5575,2.1675,0.0024,-0.0036,2.1415,0.1326,-0.5709,0.1403,-0.5830,0,0
663,0,3.3150,-8.5293,6.5593,2.1679,0.0023,-0.0039,2.1406,0.4170,-0.5830,0.4170,-0.5830,0,0
664,0,3.3200,-8.5305,6.5611,2.1683,0.0022,-0.0043,2.1448,0.4170,-0.5830,0.4170,-0.5830,0,0
665,0,3.3250,-8.5317,6.5629,2.1686,0.0020,-0.0045,2.1455,-0.5830,0.1070,-0.5830,0.0895,0,0
666,0,3.3300,-8.5329,6.5647,2.1689,0.0018,-0.0048,2.1411,-0.5830,0.4170,-0.5830,0.4170,0,0
667,0,3.3350,-8.5341,6.5665,2.1693,0.0016,-0.0050,2.1315,-0.5830,0.4170,-0.5830,0.4170,0,0
668,0,3.3400,-8.5353,6.5683,2.1696,0.0015,-0.0051,2.1254,0.0706,-0.5758,0.0864,-0.5830,0,0
669,0,3.3450,-8.5365,6.5701,2.1699,0.0014,-0.0052,2.1243,0.4170,-0.5830,0.4170,-0.5830,0,0
670,0,3.3500,-8.5377,6.5719,2.1702,0.0012,-0.0053,2.1284,0.4170,-0.5830,0.4170,-0.5830,0,0
671,0,3.3550,-8.5389,6.5737,2.1705,0.0010,-0.0055,2.1377,0.4170,-0.5830,0.4170,-0.5830,0,0
672,0,3.3600,-8.5401,6.5755,2.1707,0.0009,-0.0057,2.1442,-0.5830,-0.0611,-0.5830,-0.0465,0,0
673,0,3.3650,-8.5413,6.5773,2.1709,0.0008,-0.0059,2.1456,-0.5830,0.4170,-0.5830,0.4170,0,0
674,0,3.3700,-8.5425,6.5791,2.1712,0.0008,-0.0061,2.1419,-0.5830,0.4170,-0.5830,0.4170,0,0
675,0,3.3750,-8.5437,6.5809,2.1713,0.0007,-0.0063,2.1407,-0.0641,-0.5830,-0.0750,-0.5830,0,0
676,0,3.3800,-8.5449,6.5827,2.1714,0.0005,-0.0066,2.1448,0.4170,-0.5830,0.4170,-0.5830,0,0
677,0,3.3850,-8.5461,6.5845,2.1716,0.0003,-0.0068,2.1539,0.4170,-0.5830,0.4170,-0.5830,0,0
678,0,3.3900,-8.5473,6.5863,2.1716,0.0002,-0.0071,2.1604,-0.5830,-0.0630,-0.5830,-0.0600,0,0
679,0,3.3950,-8.5485,6.5881,2.1716,0.0000,-0.0074,2.1618,-0.5830,0.4170,-0.5830,0.4170,0,0
680,0,3.4000,-8.5497,6.5898,2.1717,-0.0000,-0.0076,2.1580,-0.5830,0.4170,-0.5830,0.4170,0,0
681,0,3.4050,-8.5509,6.5916,2.1718,-0.0001,-0.0079,2.1490,-0.5830,0.4170,-0.5830,0.4170,0,0
682,0,3.4100,-8.5521,6.5934,2.1717,-0.0001,-0.0081,2.1424,-0.1325,-0.5727,-0.1205,-0.5830,0,0
683,0,3.4150,-8.5533,6.5952,2.1717,-0.0002,-0.0082,2.1409,0.4170,-0.5830,0.4170,-0.5830,0,0
684,0,3.4200,-8.5545,6.5970,2.1716,-0.0004,-0.0084,2.1446,0.4170,-0.5830,0.4170,-0.5830,0,0
685,0,3.4250,-8.5557,6.5988,2.1715,-0.0005,-0.0084,2.1457,-0.5830,-0.0872,-0.5830,-0.1019,0,0
686,0,3.4300,-8.5569,6.6005,2.1713,-0.0007,-0.0085,2.1418,-0.5830,0.4170,-0.5830,0.4170,0,0
687,0,3.4350,-8.5581,6.6023,2.1712,-0.0008,-0.0086,2.1326,-0.5830,0.4170,-0.5830,0.4170,0,0
688,0,3.4400,-8.5593,6.6041,2.1710,-0.0009,-0.0085,2.1262,-0.0617,-0.5776,-0.0438,-0.5830,0,0
689,0,3.4450,-8.5604,6.6059,2.1707,-0.0010,-0.0085,2.1249,0.4170,-0.5830,0.4170,-0.5830,0,0
690,0,3.4500,-8.5616,6.6076,2.1705,-0.0011,-0.0084,2.1288,0.4170,-0.5830,0.4170,-0.5830,0,0
691,0,3.4550,-8.5628,6.6094,2.1703,-0.0013,-0.0084,2.1378,0.4170,-0.5830,0.4170,-0.5830,0,0
692,0,3.4600,-8.5640,6.6112,2.1700,-0.0014,-0.0084,2.1444,-0.5830,-0.1095,-0.5830,-0.0923,0,0
693,0,3.4650,-8.5652,6.6129,2.1697,-0.0014,-0.0084,2.1457,-0.5830,0.4170,-0.5830,0.4170,0,0
694,0,3.4700,-8.5664,6.6147,2.1694,-0.0014,-0.0085,2.1420,-0.5830,0.4170,-0.5830,0.4170,0,0
695,0,3.4750,-8.5676,6.6165,2.1690,-0.0015,-0.0086,2.1411,-0.0229,-0.5830,-0.0314,-0.5823,0,0
696,0,3.4800,-8.5687,6.6182,2.1686,-0.0016,-0.0087,2.1453,0.4170,-0.5830,0.4170,-0.5830,0,0
697,0,3.4850,-8.5699,6.6200,2.1682,-0.0017,-0.0087,2.1547,0.4170,-0.5830,0.4170,-0.5830,0,0
698,0,3.4900,-8.5711,6.6217,2.1678,-0.0018,-0.0089,2.1606,-0.5830,0.1045,-0.5830,0.1119,0,0
699,0,3.4950,-8.5723,6.6235,2.1673,-0.0019,-0.0090,2.1612,-0.5830,0.4170,-0.5830,0.4170,0,0
700,0,3.5000,-8.5735,6.6253,2.1669,-0.0018,-0.0091,2.1568,-0.5830,0.4170,-0.5830,0.4170,0,0
701,0,3.5050,-8.5746,6.6270,2.1665,-0.0018,-0.0093,2.1472,-0.5830,0.4170,-0.5830,0.4170,0,0
702,0,3.5100,-8.5758,6.6288,2.1660,-0.0017,-0.0093,2.1412,0.1250,-0.5715,0.1426,-0.5830,0,0
703,0,3.5150,-8.5770,6.6305,2.1656,-0.0017,-0.0092,2.1404,0.4170,-0.5830,0.4170,-0.5830,0,0
704,0,3.5200,-8.5782,6.6322,2.1651,-0.0017,-0.0092,2.1448,0.4170,-0.5830,0.4170,-0.5830,0,0
705,0,3.5250,-8.5793,6.6340,2.1647,-0.0018,-0.0091,2.1446,-0.5830,0.2996,-0.5830,0.2862,0,0
706,0,3.5300,-8.5805,6.6357,2.1642,-0.0018,-0.0090,2.1393,-0.5830,0.4170,-0.5830,0.4170,0,0
707,0,3.5350,-8.5817,6.6375,2.1638,-0.0018,-0.0090,2.1289,-0.5830,0.4170,-0.5830,0.4170,0,0
708,0,3.5400,-8.5829,6.6392,2.1633,-0.0018,-0.0088,2.1236,0.4104,-0.5776,0.4170,-0.5830,0,0
709,0,3.5450,-8.5840,6.6409,2.1629,-0.0019,-0.0086,2.1234,0.4170,-0.5830,0.4170,-0.5830,0,0
710,0,3.5500,-8.5852,6.6427,2.1625,-0.0020,-0.0085,2.1283,0.4170,-0.5830,0.4170,-0.5830,0,0
711,0,3.5550,-8.5864,6.6444,2.1621,-0.0021,-0.0083,2.1384,0.4170,-0.5830,0.4170,-0.5830,0,0
712,0,3.5600,-8.5875,6.6461,2.1617,-0.0022,-0.0081,2.1434,-0.5830,0.4170,-0.5830,0.4170,0,0
713,0,3.5650,-8.5887,6.6479,2.1613,-0.0023,-0.0080,2.1432,-0.5830,0.4170,-0.5830,0.4170,0,0
714,0,3.5700,-8.5899,6.6496,2.1610,-0.0023,-0.0078,2.1379,-0.5830,0.4170,-0.5830,0.4170,0,0
715,0,3.5750,-8.5910,6.6513,2.1606,-0.0024,-0.0077,2.1377,0.4170,-0.5830,0.4170,-0.5830,0,0
716,0,3.5800,-8.5922,6.6530,2.1603,-0.0025,-0.0075,2.1426,0.4170,-0.5830,0.4170,-0.5830,0,0
717,0,3.5850,-8.5934,6.6547,2.1600,-0.0026,-0.0073,2.1527,0.4170,-0.5830,0.4170,-0.5830,0,0
718,0,3.5900,-8.5945,6.6564,2.1597,-0.0027,-0.0072,2.1577,-0.5830,0.4170,-0.5830,0.4170,0,0
719,0,3.5950,-8.5957,6.6582,2.1594,-0.0028,-0.0070,2.1575,-0.5830,0.4170,-0.5830,0.4170,0,0
720,0,3.6000,-8.5969,6.6599,2.1591,-0.0028,-0.0069,2.1522,-0.5830,0.4170,-0.5830,0.4170,0,0
721,0,3.6050,-8.5980,6.6616,2.1588,-0.0028,-0.0068,2.1417,-0.5830,0.4170,-0.5830,0.4170,0,0
722,0,3.6100,-8.5992,6.6633,2.1585,-0.0028,-0.0066,2.1363,0.4104,-0.5781,0.4170,-0.5830,0,0
723,0,3.6150,-8.6004,6.6650,2.1583,-0.0029,-0.0063,2.1361,0.4170,-0.5830,0.4170,-0.5830,0,0
724,0,3.6200,-8.6015,6.6667,2.1580,-0.0030,-0.0061,2.1410,0.4170,-0.5830,0.4170,-0.5830,0,0
725,0,3.6250,-8.6027,6.6684,2.1578,-0.0030,-0.0059,2.1408,-0.5830,0.4170,-0.5830,0.4170,0,0
726,0,3.6300,-8.6039,6.6701,2.1576,-0.0031,-0.0057,2.1354,-0.5830,0.4170,-0.5830,0.4170,0,0
727,0,3.6350,-8.6050,6.6718,2.1574,-0.0031,-0.0055,2.1249,-0.5830,0.4170,-0.5830,0.4170,0,0
728,0,3.6400,-8.6062,6.6735,2.1572,-0.0031,-0.0053,2.1196,0.4115,-0.5820,0.4170,-0.5830,0,0
729,0,3.6450,-8.6073,6.6752,2.1570,-0.0031,-0.0050,2.1193,0.4170,-0.5830,0.4170,-0.5830,0,0
730,0,3.6500,-8.6085,6.6769,2.1568,-0.0031,-0.0048,2.1242,0.4170,-0.5830,0.4170,-0.5830,0,0
731,0,3.6550,-8.6097,6.6786,2.1567,-0.0032,-0.0045,2.1343,0.4170,-0.5830,0.4170,-0.5830,0,0
732,0,3.6600,-8.6108,6.6803,2.1565,-0.0032,-0.0043,2.1392,-0.5830,0.4075,-0.5830,0.4170,0,0
733,0,3.6650,-8.6120,6.6820,2.1564,-0.0032,-0.0041,2.1390,-0.5830,0.4170,-0.5830,0.4170,0,0
734,0,3.6700,-8.6132,6.6836,2.1562,-0.0031,-0.0039,2.1337,-0.5830,0.4089,-0.5830,0.4170,0,0
735,0,3.6750,-8.6143,6.6853,2.1561,-0.0030,-0.0038,2.1335,0.4170,-0.5830,0.4170,-0.5830,0,0
736,0,3.6800,-8.6155,6.6870,2.1560,-0.0030,-0.0036,2.1385,0.4170,-0.5830,0.4170,-0.5830,0,0
737,0,3.6850,-8.6167,6.6887,2.1559,-0.0030,-0.0034,2.1486,0.4170,-0.5830,0.4170,-0.5830,0,0
738,0,3.6900,-8.6178,6.6904,2.1558,-0.0029,-0.0033,2.1535,-0.5830,0.4169,-0.5830,0.4170,0,0
739,0,3.6950,-8.6190,6.6921,2.1558,-0.0029,-0.0031,2.1533,-0.5830,0.4170,-0.5830,0.4170,0,0
740,0,3.7000,-8.6201,6.6938,2.1557,-0.0027,-0.0030,2.1480,-0.5830,0.4077,-0.5830,0.4170,0,0
741,0,3.7050,-8.6213,6.6954,2.1557,-0.0026,-0.0029,2.1376,-0.5830,0.4170,-0.5830,0.4170,0,0
742,0,3.7100,-8.6225,6.6971,2.1556,-0.0024,-0.0027,2.1322,0.4032,-0.5784,0.4168,-0.5830,0,0
743,0,3.7150,-8.6236,6.6988,2.1556,-0.0023,-0.0025,2.1320,0.4170,-0.5830,0.4170,-0.5830,0,0
744,0,3.7200,-8.6248,6.7005,2.1556,-0.0021,-0.0023,2.1369,0.4164,-0.5829,0.4170,-0.5830,0,0
745,0,3.7250,-8.6260,6.7021,2.1556,-0.0019,-0.0021,2.1367,-0.5830,0.4170,-0.5830,0.4170,0,0
746,0,3.7300,-8.6271,6.7038,2.1556,-0.0018,-0.0019,2.1313,-0.5830,0.4170,-0.5830,0.4170,0,0
747,0,3.7350,-8.6283,6.7055,2.1556,-0.0016,-0.0017,2.1208,-0.5830,0.4170,-0.5830,0.4170,0,0
748,0,3.7400,-8.6295,6.7072,2.1557,-0.0014,-0.0015,2.1155,0.4140,-0.5822,0.4170,-0.5830,0,0
749,0,3.7450,-8.6306,6.7088,2.1557,-0.0012,-0.0013,2.1153,0.4170,-0.5830,0.4170,-0.5830,0,0
750,0,3.7500,-8.6318,6.7105,2.1558,-0.0010,-0.0010,2.1202,0.4169,-0.5830,0.4170,-0.5830,0,0
751,0,3.7550,-8.6330,6.7122,2.1559,-0.0009,-0.0008,2.1302,0.4170,-0.5830,0.4170,-0.5830,0,0
752,0,3.7600,-8.6341,6.7139,2.1559,-0.0006,-0.0006,2.1352,-0.5830,0.4008,-0.5830,0.4170,0,0
753,0,3.7650,-8.6353,6.7155,2.1560,-0.0004,-0.0005,2.1350,-0.5830,0.4170,-0.5830,0.4170,0,0
754,0,3.7700,-8.6365,6.7172,2.1561,-0.0000,-0.0004,2.1297,-0.5830,0.4049,-0.5830,0.4170,0,0
755,0,3.7750,-8.6376,6.7189,2.1563,0.0003,-0.0003,2.1296,0.4170,-0.5830,0.4170,-0.5830,0,0
756,0,3.7800,-8.6388,6.7206,2.1564,0.0006,-0.0002,2.1346,0.4170,-0.5830,0.4170,-0.5830,0,0
757,0,3.7850,-8.6400,6.7222,2.1565,0.0009,-0.0002,2.1447,0.4170,-0.5830,0.4170,-0.5830,0,0
758,0,3.7900,-8.6411,6.7239,2.1567,0.0012,-0.0001,2.1497,-0.5830,0.4170,-0.5830,0.4170,0,0
759,0,3.7950,-8.6423,6.7256,2.1568,0.0016,0.0000,2.1496,-0.5830,0.4170,-0.5830,0.4170,0,0
760,0,3.8000,-8.6435,6.7273,2.1570,0.0019,0.0000,2.1443,-0.5830,0.4064,-0.5830,0.4170,0,0
761,0,3.8050,-8.6446,6.7289,2.1572,0.0023,0.0001,2.1339,-0.5830,0.4170,-0.5830,0.4170,0,0
762,0,3.8100,-8.6458,6.7306,2.1574,0.0026,0.0001,2.1284,0.3878,-0.5768,0.3803,-0.5830,0,0
763,0,3.8150,-8.6470,6.7323,2.1576,0.0029,0.0002,2.1281,0.4170,-0.5830,0.4170,-0.5830,0,0
764,0,3.8200,-8.6481,6.7339,2.1578,0.0032,0.0002,2.1330,0.4170,-0.5827,0.4170,-0.5830,0,0
765,0,3.8250,-8.6493,6.7356,2.1580,0.0035,0.0002,2.1326,-0.5830,0.4170,-0.5830,0.4170,0,0
766,0,3.8300,-8.6505,6.7373,2.1582,0.0038,0.0002,2.1272,-0.5830,0.4170,-0.5830,0.4170,0,0
767,0,3.8350,-8.6516,6.7390,2.1585,0.0041,0.0003,2.1166,-0.5830,0.4170,-0.5830,0.4170,0,0
768,0,3.8400,-8.6528,6.7407,2.1588,0.0044,0.0004,2.1111,0.4170,-0.5803,0.4170,-0.5830,0,0
769,0,3.8450,-8.6539,6.7423,2.1590,0.0047,0.0004,2.1108,0.4170,-0.5830,0.4170,-0.5830,0,0
770,0,3.8500,-8.6551,6.7440,2.1593,0.0050,0.0004,2.1157,0.4170,-0.5830,0.4170,-0.5830,0,0
771,0,3.8550,-8.6562,6.7457,2.1596,0.0052,0.0004,2.1256,0.4170,-0.5830,0.4170,-0.5830,0,0
772,0,3.8600,-8.6574,6.7474,2.1599,0.0056,0.0003,2.1309,-0.5830,0.3247,-0.5830,0.3414,0,0
773,0,3.8650,-8.6586,6.7490,2.1602,0.0060,0.0003,2.1310,-0.5830,0.4170,-0.5830,0.4170,0,0
774,0,3.8700,-8.6597,6.7507,2.1605,0.0064,0.0003,2.1260,-0.5830,0.4170,-0.5830,0.4170,0,0
775,0,3.8750,-8.6609,6.7524,2.1608,0.0065,0.0000,2.1258,0.3799,-0.5830,0.3432,-0.5830,0,0
776,0,3.8800,-8.6620,6.7541,2.1611,0.0067,-0.0003,2.1308,0.4170,-0.5830,0.4170,-0.5830,0,0
777,0,3.8850,-8.6632,6.7558,2.1615,0.0069,-0.0006,2.1409,0.4170,-0.5830,0.4170,-0.5830,0,0
778,0,3.8900,-8.6643,6.7575,2.1618,0.0071,-0.0009,2.1460,-0.5830,0.3881,-0.5830,0.3890,0,0
779,0,3.8950,-8.6655,6.7592,2.1621,0.0072,-0.0011,2.1460,-0.5830,0.4170,-0.5830,0.4170,0,0
780,0,3.9000,-8.6666,6.7608,2.1625,0.0074,-0.0013,2.1408,-0.5830,0.4170,-0.5830,0.4170,0,0
781,0,3.9050,-8.6678,6.7625,2.1629,0.0076,-0.0015,2.1305,-0.5830,0.4170,-0.5830,0.4170,0,0
782,0,3.9100,-8.6689,6.7642,2.1632,0.0077,-0.0017,2.1249,0.3376,-0.5713,0.3327,-0.5830,0,0
783,0,3.9150,-8.6700,6.7659,2.1636,0.0078,-0.0019,2.1244,0.4170,-0.5830,0.4170,-0.5830,0,0
784,0,3.9200,-8.6712,6.7676,2.1640,0.0079,-0.0021,2.1291,0.4170,-0.5830,0.4170,-0.5830,0,0
785,0,3.9250,-8.6723,6.7693,2.1644,0.0079,-0.0022,2.1291,-0.5830,0.3375,-0.5830,0.3189,0,0
786,0,3.9300,-8.6734,6.7710,2.1648,0.0079,-0.0023,2.1239,-0.5830,0.4170,-0.5830,0.4170,0,0
787,0,3.9350,-8.6746,6.7727,2.1652,0.0079,-0.0024,2.1136,-0.5830,0.4170,-0.5830,0.4170,0,0
788,0,3.9400,-8.6757,6.7744,2.1656,0.0079,-0.0024,2.1080,0.3277,-0.5753,0.3322,-0.5830,0,0
789,0,3.9450,-8.6768,6.7761,2.1660,0.0079,-0.0024,2.1075,0.4170,-0.5830,0.4170,-0.5830,0,0
790,0,3.9500,-8.6780,6.7777,2.1664,0.0079,-0.0025,2.1122,0.4170,-0.5830,0.4170,-0.5830,0,0
791,0,3.9550,-8.6791,6.7794,2.1668,0.0079,-0.0026,2.1220,0.4170,-0.5830,0.4170,-0.5830,0,0
792,0,3.9600,-8.6802,6.7811,2.1672,0.0079,-0.0028,2.1276,-0.5830,0.2184,-0.5830,0.2303,0,0
793,0,3.9650,-8.6813,6.7828,2.1676,0.0079,-0.0029,2.1281,-0.5830,0.4170,-0.5830,0.4170,0,0
794,0,3.9700,-8.6824,6.7845,2.1680,0.0080,-0.0030,2.1235,-0.5830,0.4170,-0.5830,0.4170,0,0
795,0,3.9750,-8.6836,6.7862,2.1684,0.0079,-0.0032,2.1229,0.2216,-0.5830,0.1984,-0.5830,0,0
796,0,3.9800,-8.6847,6.7879,2.1687,0.0078,-0.0035,2.1275,0.4170,-0.5830,0.4170,-0.5830,0,0
797,0,3.9850,-8.6858,6.7896,2.1691,0.0077,-0.0038,2.1372,0.4170,-0.5830,0.4170,-0.5830,0,0
798,0,3.9900,-8.6869,6.7913,2.1695,0.0076,-0.0041,2.1430,-0.5830,0.1905,-0.5830,0.1900,0,0
799,0,3.9950,-8.6880,6.7930,2.1698,0.0075,-0.0043,2.1436,-0.5830,0.4170,-0.5830,0.4170,0,0
800,0,4.0000,-8.6891,6.7947,2.1702,0.0075,-0.0045,2.1391,-0.5830,0.4170,-0.5830,0.4170,0,0
801,0,4.0050,-8.6902,6.7964,2.1706,0.0075,-0.0047,2.1294,-0.5830,0.4170,-0.5830,0.4170,0,0
802,0,4.0100,-8.6913,6.7981,2.1709,0.0074,-0.0048,2.1232,0.1021,-0.5722,0.1058,-0.5830,0,0
803,0,4.0150,-8.6924,6.7998,2.1712,0.0073,-0.0050,2.1222,0.4170,-0.5830,0.4170,-0.5830,0,0
804,0,4.0200,-8.6935,6.8015,2.1716,0.0071,-0.0051,2.1263,0.4170,-0.5830,0.4170,-0.5830,0,0
805,0,4.0250,-8.6946,6.8032,2.1718,0.0069,-0.0052,2.1270,-0.5830,0.0784,-0.5830,0.0621,0,0
806,0,4.0300,-8.6957,6.8049,2.1721,0.0067,-0.0053,2.1226,-0.5830,0.4170,-0.5830,0.4170,0,0
807,0,4.0350,-8.6968,6.8066,2.1724,0.0066,-0.0053,2.1131,-0.5830,0.4170,-0.5830,0.4170,0,0
808,0,4.0400,-8.6979,6.8083,2.1726,0.0065,-0.0052,2.1068,0.0478,-0.5768,0.0589,-0.5830,0,0
809,0,4.0450,-8.6990,6.8100,2.1728,0.0063,-0.0052,2.1057,0.4170,-0.5830,0.4170,-0.5830,0,0
810,0,4.0500,-8.7000,6.8117,2.1731,0.0061,-0.0052,2.1097,0.4170,-0.5830,0.4170,-0.5830,0,0
811,0,4.0550,-8.7011,6.8134,2.1733,0.0059,-0.0052,2.1189,0.4170,-0.5830,0.4170,-0.5830,0,0
812,0,4.0600,-8.7022,6.8151,2.1734,0.0057,-0.0053,2.1254,-0.5830,-0.0761,-0.5830,-0.0622,0,0
813,0,4.0650,-8.7033,6.8167,2.1736,0.0056,-0.0053,2.1268,-0.5830,0.4170,-0.5830,0.4170,0,0
814,0,4.0700,-8.7044,6.8184,2.1737,0.0056,-0.0054,2.1230,-0.5830,0.4170,-0.5830,0.4170,0,0
815,0,4.0750,-8.7054,6.8201,2.1737,0.0054,-0.0055,2.1218,-0.0699,-0.5830,-0.0850,-0.5830,0,0
816,0,4.0800,-8.7065,6.8218,2.1738,0.0052,-0.0057,2.1258,0.4170,-0.5830,0.4170,-0.5830,0,0
817,0,4.0850,-8.7076,6.8235,2.1739,0.0049,-0.0058,2.1349,0.4170,-0.5830,0.4170,-0.5830,0,0
818,0,4.0900,-8.7087,6.8252,2.1738,0.0047,-0.0060,2.1413,-0.5830,-0.0592,-0.5830,-0.0562,0,0
819,0,4.0950,-8.7097,6.8269,2.1738,0.0046,-0.0062,2.1426,-0.5830,0.4170,-0.5830,0.4170,0,0
820,0,4.1000,-8.7108,6.8286,2.1737,0.0044,-0.0063,2.1387,-0.5830,0.4170,-0.5830,0.4170,0,0
821,0,4.1050,-8.7119,6.8303,2.1737,0.0043,-0.0064,2.1297,-0.5830,0.4170,-0.5830,0.4170,0,0
822,0,4.1100,-8.7129,6.8320,2.1736,0.0042,-0.0064,2.1230,-0.1175,-0.5743,-0.1097,-0.5830,0,0
823,0,4.1150,-8.7140,6.8337,2.1735,0.0041,-0.0065,2.1216,0.4170,-0.5830,0.4170,-0.5830,0,0
824,0,4.1200,-8.7151,6.8354,2.1733,0.0039,-0.0066,2.1252,0.4170,-0.5830,0.4170,-0.5830,0,0
825,0,4.1250,-8.7161,6.8370,2.1731,0.0036,-0.0066,2.1262,-0.5830,-0.0596,-0.5830,-0.0717,0,0
826,0,4.1300,-8.7172,6.8387,2.1729,0.0034,-0.0066,2.1221,-0.5830,0.4170,-0.5830,0.4170,0,0
827,0,4.1350,-8.7182,6.8404,2.1727,0.0032,-0.0065,2.1128,-0.5830,0.4170,-0.5830,0.4170,0,0
828,0,4.1400,-8.7193,6.8421,2.1724,0.0031,-0.0064,2.1064,-0.0194,-0.5787,-0.0058,-0.5830,0,0
829,0,4.1450,-8.7203,6.8438,2.1721,0.0029,-0.0063,2.1052,0.4170,-0.5830,0.4170,-0.5830,0,0
830,0,4.1500,-8.7214,6.8455,2.1718,0.0027,-0.0062,2.1091,0.4170,-0.5830,0.4170,-0.5830,0,0
831,0,4.1550,-8.7225,6.8471,2.1716,0.0025,-0.0061,2.1182,0.4170,-0.5830,0.4170,-0.5830,0,0
832,0,4.1600,-8.7235,6.8488,2.1712,0.0023,-0.0061,2.1245,-0.5830,-0.0500,-0.5830,-0.0328,0,0
833,0,4.1650,-8.7246,6.8505,2.1708,0.0022,-0.0061,2.1256,-0.5830,0.4170,-0.5830,0.4170,0,0
834,0,4.1700,-8.7256,6.8522,2.1705,0.0022,-0.0061,2.1216,-0.5830,0.4170,-0.5830,0.4170,0,0
835,0,4.1750,-8.7267,6.8539,2.1700,0.0020,-0.0062,2.1208,0.0492,-0.5830,0.0372,-0.5821,0,0
836,0,4.1800,-8.7277,6.8555,2.1696,0.0018,-0.0063,2.1252,0.4170,-0.5830,0.4170,-0.5830,0,0
837,0,4.1850,-8.7287,6.8572,2.1692,0.0016,-0.0063,2.1347,0.4170,-0.5830,0.4170,-0.5830,0,0
838,0,4.1900,-8.7298,6.8589,2.1688,0.0015,-0.0064,2.1402,-0.5830,0.1836,-0.5830,0.1913,0,0
839,0,4.1950,-8.7308,6.8606,2.1683,0.0014,-0.0065,2.1406,-0.5830,0.4170,-0.5830,0.4170,0,0
840,0,4.2000,-8.7319,6.8622,2.1679,0.0013,-0.0066,2.1358,-0.5830,0.4170,-0.5830,0.4170,0,0
841,0,4.2050,-8.7329,6.8639,2.1675,0.0013,-0.0067,2.1259,-0.5830,0.4170,-0.5830,0.4170,0,0
842,0,4.2100,-8.7340,6.8656,2.1670,0.0012,-0.0067,2.1201,0.2107,-0.5726,0.2267,-0.5830,0,0
843,0,4.2150,-8.7350,6.8673,2.1666,0.0011,-0.0067,2.1195,0.4170,-0.5830,0.4170,-0.5830,0,0
844,0,4.2200,-8.7360,6.8689,2.1661,0.0010,-0.0066,2.1240,0.4170,-0.5830,0.4170,-0.5830,0,0
845,0,4.2250,-8.7371,6.8706,2.1657,0.0009,-0.0065,2.1235,-0.5830,0.3857,-0.5830,0.3744,0,0
846,0,4.2300,-8.7381,6.8723,2.1653,0.0008,-0.0064,2.1179,-0.5830,0.4170,-0.5830,0.4170,0,0
847,0,4.2350,-8.7391,6.8739,2.1649,0.0007,-0.0063,2.1072,-0.5830,0.4170,-0.5830,0.4170,0,0
848,0,4.2400,-8.7402,6.8756,2.1645,0.0006,-0.0062,2.1016,0.4170,-0.5830,0.4170,-0.5830,0,0
849,0,4.2450,-8.7412,6.8772,2.1641,0.0005,-0.0061,2.1011,0.4170,-0.5830,0.4170,-0.5830,0,0
850,0,4.2500,-8.7422,6.8789,2.1637,0.0003,-0.0060,2.1058,0.4170,-0.5830,0.4170,-0.5830,0,0
851,0,4.2550,-8.7433,6.8806,2.1633,0.0001,-0.0060,2.1156,0.4170,-0.5830,0.4170,-0.5830,0,0
852,0,4.2600,-8.7443,6.8822,2.1630,0.0000,-0.0060,2.1205,-0.5830,0.3550,-0.5830,0.3735,0,0
853,0,4.2650,-8.7453,6.8839,2.1626,-0.0000,-0.0060,2.1204,-0.5830,0.4170,-0.5830,0.4170,0,0
854,0,4.2700,-8.7464,6.8855,2.1623,-0.0000,-0.0060,2.1150,-0.5830,0.4170,-0.5830,0.4170,0,0
855,0,4.2750,-8.7474,6.8872,2.1620,-0.0001,-0.0060,2.1148,0.4170,-0.5830,0.4170,-0.5830,0,0
856,0,4.2800,-8.7484,6.8888,2.1616,-0.0001,-0.0060,2.1198,0.4170,-0.5830,0.4170,-0.5830,0,0
857,0,4.2850,-8.7494,6.8905,2.1613,-0.0002,-0.0060,2.1299,0.4170,-0.5830,0.4170,-0.5830,0,0
858,0,4.2900,-8.7505,6.8921,2.1610,-0.0003,-0.0060,2.1348,-0.5830,0.4170,-0.5830,0.4170,0,0
859,0,4.2950,-8.7515,6.8938,2.1608,-0.0004,-0.0060,2.1346,-0.5830,0.4170,-0.5830,0.4170,0,0
860,0,4.3000,-8.7525,6.8954,2.1605,-0.0004,-0.0060,2.1293,-0.5830,0.4170,-0.5830,0.4170,0,0
861,0,4.3050,-8.7535,6.8971,2.1602,-0.0003,-0.0060,2.1188,-0.5830,0.4170,-0.5830,0.4170,0,0
862,0,4.3100,-8.7546,6.8987,2.1600,-0.0003,-0.0059,2.1134,0.3983,-0.5738,0.4153,-0.5830,0,0
863,0,4.3150,-8.7556,6.9004,2.1598,-0.0003,-0.0057,2.1131,0.4170,-0.5830,0.4170,-0.5830,0,0
864,0,4.3200,-8.7566,6.9020,2.1595,-0.0004,-0.0056,2.1180,0.4170,-0.5804,0.4170,-0.5830,0,0
