tick,ep,t,x,y,z,roll,pitch,yaw,u0,u1,u2,u3,goal,gates
865,0,4.3250,-8.7576,6.9036,2.1593,-0.0004,-0.0055,2.1177,-0.5830,0.4170,-0.5830,0.4170,0,0
866,0,4.3300,-8.7587,6.9053,2.1591,-0.0004,-0.0053,2.1123,-0.5830,0.4170,-0.5830,0.4170,0,0
867,0,4.3350,-8.7597,6.9069,2.1589,-0.0003,-0.0052,2.1017,-0.5830,0.4170,-0.5830,0.4170,0,0
868,0,4.3400,-8.7607,6.9086,2.1588,-0.0003,-0.0050,2.0963,0.4128,-0.5792,0.4170,-0.5830,0,0
869,0,4.3450,-8.7617,6.9102,2.1586,-0.0003,-0.0048,2.0960,0.4170,-0.5830,0.4170,-0.5830,0,0
870,0,4.3500,-8.7627,6.9118,2.1584,-0.0003,-0.0046,2.1009,0.4170,-0.5830,0.4170,-0.5830,0,0
871,0,4.3550,-8.7637,6.9135,2.1583,-0.0004,-0.0044,2.1109,0.4170,-0.5830,0.4170,-0.5830,0,0
872,0,4.3600,-8.7648,6.9151,2.1582,-0.0004,-0.0042,2.1157,-0.5830,0.4159,-0.5830,0.4170,0,0
873,0,4.3650,-8.7658,6.9167,2.1581,-0.0004,-0.0041,2.1154,-0.5830,0.4170,-0.5830,0.4170,0,0
874,0,4.3700,-8.7668,6.9184,2.1580,-0.0004,-0.0039,2.1100,-0.5830,0.4054,-0.5830,0.4170,0,0
875,0,4.3750,-8.7678,6.9200,2.1579,-0.0003,-0.0038,2.1098,0.4170,-0.5830,0.4170,-0.5830,0,0
876,0,4.3800,-8.7688,6.9216,2.1578,-0.0003,-0.0037,2.1146,0.4170,-0.5830,0.4170,-0.5830,0,0
877,0,4.3850,-8.7698,6.9232,2.1577,-0.0002,-0.0036,2.1247,0.4170,-0.5830,0.4170,-0.5830,0,0
878,0,4.3900,-8.7709,6.9249,2.1577,-0.0002,-0.0035,2.1295,-0.5830,0.4170,-0.5830,0.4170,0,0
879,0,4.3950,-8.7719,6.9265,2.1576,-0.0001,-0.0033,2.1293,-0.5830,0.4170,-0.5830,0.4170,0,0
880,0,4.4000,-8.7729,6.9281,2.1576,-0.0000,-0.0033,2.1239,-0.5830,0.4088,-0.5830,0.4170,0,0
