count,mean,netvar,bb
6, 17.333333333333332, 74, 0x80013802-0x8001380c
33, 5, 0, 0x8001e8a4-0x8001e8a8
2, 43.5, 43, 0x8001a93a-0x8001a942
28, 8.392857142857142, 11, 0x8000f3ce-0x8000f3de
33, 5.787878787878788, 92, 0x8001e70e-0x8001e714
162, 14.851851851851851, 300, 0x8000c246-0x8000c266
14, 8.357142857142858, 5, 0x8000f94e-0x8000f964
92, 8.304347826086957, 212, 0x800155fc-0x80015602
2, 7, 0, 0x80020584-0x80020588
33, 14.93939393939394, 361, 0x8001e604-0x8001e608
33, 8, 0, 0x8001c948-0x8001c954
4, 9, 0, 0x800109b0-0x800109ba
1, 3, 0, 0x80000098-0x800000a0
2, 4, 0, 0x80026810-0x8002681c
2, 9, 0, 0x80019d9e-0x80019db0
4, 12.5, 34, 0x80028510-0x80028510
4, 6.25, 9, 0x8001bd92-0x8001bd96
1, 161, 0, 0x8000b9c6-0x8000ba44
2, 21, 0, 0x8001a548-0x8001a548
196, 20.581632653061224, 114, 0x8001650c-0x80016534
2, 6, 0, 0x80025c5e-0x80025c68
2, 8, 0, 0x80019dd4-0x80019de2
6, 57.666666666666664, 190, 0x800145c0-0x800145cc
4288, 3.091651119402985, 393, 0x8000ca98-0x8000ca9e
322, 3.9782608695652173, 959, 0x80010b4c-0x80010b4c
2, 10, 0, 0x80024c4e-0x80024c56
4, 8.5, 6, 0x80000306-0x80000318
33, 5.181818181818182, 72, 0x8001cb1a-0x8001cb22
2, 45, 16, 0x8000fd6c-0x80000058
6, 14.5, 75, 0x80013fe6-0x80013fea
2, 1, 0, 0x8001ad18-0x8001ad18
17, 2.411764705882353, 24, 0x8001f4ea-0x8001f4ea
2, 7, 0, 0x8001d6ce-0x8001d6e4
41, 8.585365853658537, 188, 0x8001a5ce-0x8001a5ce
33, 14.030303030303031, 199, 0x8001ca24-0x8001ca40
72, 1, 0, 0x800267f0-0x800267f0
1, 155, 0, 0x8000b050-0x8000b0b8
20, 8, 20, 0x8001940c-0x80019418
4, 21.25, 33, 0x80013212-0x8001322c
8, 5.875, 15, 0x800226d6-0x800226de
2, 9, 0, 0x800234e0-0x800234fa
1, 90, 0, 0x8001ec5c-0x8001ec86
1, 156, 0, 0x8000b0bc-0x8000b13a
91, 7.34065934065934, 31, 0x800110c2-0x800110d4
2, 4.5, 3, 0x80018ac4-0x80018ac8
2, 5, 0, 0x8001abaa-0x8001abac
2, 42, 40, 0x80023780-0x8002378c
33, 9.272727272727273, 9, 0x8001c934-0x8001c944
2, 5, 0, 0x8001a826-0x8001a828
2, 46, 40, 0x80018bcc-0x80018bdc
2, 41, 40, 0x80020bfc-0x80020c06
21, 3.2857142857142856, 27, 0x8001025a-0x8001025a
2, 18, 24, 0x8000fdac-0x8000fdb0
2, 5, 0, 0x8001aee0-0x8001aee4
2, 9, 0, 0x80022752-0x8002275e
2, 65.5, 53, 0x80021d42-0x80021d52
17, 30.41176470588235, 398, 0x80016704-0x8001670e
180, 25.43888888888889, 3139, 0x80016786-0x80016794
1, 102, 0, 0x8001031e-0x80010336
4, 5, 0, 0x80021d98-0x80021da0
2, 96, 0, 0x8002636a-0x800263a8
2, 2, 0, 0x80019d70-0x80019d74
33, 24.545454545454547, 216, 0x8001e528-0x8001e544
1, 239, 0, 0x8000cfa0-0x8000d024
1, 93, 0, 0x8001eb36-0x8001eb66
2, 3, 0, 0x8001e4ee-0x8001e4f4
4, 15, 0, 0x80019d12-0x80019d2e
3, 9.333333333333334, 4, 0x8000ccf2-0x8000ccfe
2, 8, 0, 0x8001c422-0x8001c426
2, 16, 14, 0x80023736-0x80023742
33, 4.515151515151516, 116, 0x8001a1da-0x8001a1da
2, 4, 0, 0x8001f626-0x8001f626
6, 4, 0, 0x80013fee-0x80013ff6
220, 4, 0, 0x80026ab4-0x80026ab4
1, 4, 0, 0x800160e4-0x800160ee
1, 80, 0, 0x80000428-0x80000442
6, 38.333333333333336, 104, 0x80012ebc-0x80012ec0
2, 1, 0, 0x80017694-0x80017694
6, 7.5, 15, 0x80010a24-0x80010a2c
3052, 16.083551769331585, 255, 0x8000c69e-0x8000c6c2
2, 21, 0, 0x8001a2cc-0x8001a2cc
2, 67.5, 69, 0x8001f7e8-0x8001f7fc
3, 7, 0, 0x8001ebbc-0x8001ebc4
33, 1.0909090909090908, 3, 0x8001e59c-0x8001e59c
2, 43, 40, 0x80020d58-0x80020d5e
308, 43.98701298701299, 8928, 0x80010700-0x80010710
2, 11, 0, 0x8001d902-0x8001d91c
6, 5.333333333333333, 2, 0x80012eae-0x80012eb8
2, 41, 40, 0x8001d37a-0x8001d380
2, 69, 4, 0x8001f380-0x8001f380
2, 133.5, 51, 0x8001d9de-0x8001da1e
2, 47.5, 37, 0x8001a532-0x8001a544
28, 12.857142857142858, 164, 0x8000f2e0-0x8000f2ee
2, 4, 0, 0x80025296-0x80025296
6, 71.66666666666667, 316, 0x8001baf6-0x8001bb20
2, 24, 0, 0x80026ce4-0x80026d14
6, 81.5, 249, 0x80014478-0x800144a0
2, 45, 40, 0x8001ae70-0x8001ae7e
2, 30.5, 59, 0x8000e0a2-0x8000e0a2
16735, 6.644876008365701, 27527, 0x8000c50e-0x8000c518
6, 71.5, 333, 0x80021f7c-0x80021f96
2, 27.5, 17, 0x80025dc2-0x80025de4
1, 4, 0, 0x8000de44-0x8000de44
2, 48, 40, 0x8000f4b8-0x8000f4ce
4, 4.25, 9, 0x8001ce8c-0x8001ce90
2, 20.5, 21, 0x8001eaca-0x8001ead6
6, 28.166666666666668, 91, 0x80022682-0x80022696
1, 7, 0, 0x8000e096-0x8000e09e
2, 8, 0, 0x8001d3a8-0x8001d3b4
3, 4.666666666666667, 8, 0x8000cc06-0x8000cc0a
2, 5, 0, 0x80024976-0x80024978
263, 14.996197718631178, 3155, 0x80016700-0x80016702
70, 16.6, 42, 0x8000c7e4-0x8000c804
2, 8.5, 3, 0x8001d718-0x8001d72a
2, 5, 4, 0x80013102-0x8001310a
11272, 15.26818665720369, 3023, 0x8000c348-0x8000c368
33, 20.424242424242426, 608, 0x8001e70a-0x8001e70a
2, 5, 0, 0x80020c4c-0x80020c50
43359, 10.015867524620033, 688, 0x8000c49a-0x8000c4ac
1, 422, 0, 0x80000564-0x800005dc
2, 24, 34, 0x8001ed0a-0x8001ed16
2, 39.5, 37, 0x8001c200-0x8001c200
2, 93, 110, 0x8000ce3a-0x8000ce82
69, 2.260869565217391, 18, 0x8000fb60-0x8000fb62
33, 1.9090909090909092, 30, 0x8001c75e-0x8001c75e
415, 16.226506024096384, 509, 0x8001138a-0x80011394
197, 2.279187817258883, 252, 0x800166ba-0x800166ba
1, 10, 0, 0x8001ec9a-0x8001eca6
253, 5, 0, 0x8000fc40-0x8000fc48
9152, 17.021634615384617, 198, 0x8000cac6-0x8000cae8
2, 10, 0, 0x800207d6-0x800207e6
33, 4, 33, 0x8001e6b4-0x8001e6b8
2, 8, 0, 0x80020fa4-0x80020fba
4, 123.75, 107, 0x80025be4-0x80025c12
2, 71, 8, 0x800268ba-0x800268c4
2, 6, 0, 0x8001fcd4-0x8001fce2
42, 24.142857142857142, 132, 0x8000ca6a-0x8000ca94
2, 2.5, 3, 0x8001e908-0x8001e908
1, 159, 0, 0x8000acf0-0x8000ad3c
14449, 3.0282372482524744, 408, 0x8000c376-0x8000c378
1, 1, 0, 0x8001bc1c-0x8001bc1c
2, 8, 0, 0x8001ae90-0x8001aea2
2, 19.5, 27, 0x8001a24c-0x8001a25a
4, 52.5, 106, 0x80024e02-0x80024e32
2, 105, 34, 0x8001d8f8-0x8001d8fe
95, 8.073684210526316, 197, 0x80016598-0x800165a2
70, 2.9, 133, 0x8002754a-0x8002754a
28, 12.392857142857142, 67, 0x8000f394-0x8000f3ac
253, 4, 0, 0x8000fb9c-0x8000fba6
92, 7.456521739130435, 134, 0x800155ae-0x800155b2
2, 82.5, 5, 0x8001b9e4-0x8001ba0c
33, 13.969696969696969, 197, 0x8001c04e-0x8001c058
2, 5, 0, 0x80020838-0x8002083c
16735, 3.003824320286824, 64, 0x8000c4fa-0x8000c502
16, 6.9375, 63, 0x80027c58-0x80027c5e
6, 13, 6, 0x800136d0-0x800136ea
6, 1.5, 3, 0x8001373e-0x8001373e
2, 9, 0, 0x80021e8a-0x80021e9a
2, 4, 0, 0x8001d7da-0x8001d7e4
2, 1, 0, 0x8001b57e-0x8001b57e
4, 8.25, 17, 0x8001ce86-0x8001ce86
2, 23, 0, 0x800130f2-0x800130fe
33, 4, 0, 0x8001ca7e-0x8001ca7e
6, 3.5, 9, 0x8001ccec-0x8001ccf0
2, 4.5, 3, 0x8001adc8-0x8001adca
519, 10.820809248554914, 3021, 0x8001132a-0x80011334
2, 41.5, 43, 0x8001fb4a-0x8001fb4e
2, 5, 0, 0x8001d370-0x8001d378
33, 15.303030303030303, 340, 0x800258ee-0x800258f8
2, 5, 0, 0x8001ba4c-0x8001ba4e
306, 5.117647058823529, 36, 0x80010642-0x8001064a
2, 66, 6, 0x8002683e-0x80026844
6, 16, 0, 0x8001721e-0x8001723a
33, 3.090909090909091, 3, 0x8001cafa-0x8001cafc
2, 4, 0, 0x80026016-0x8002601e
1, 2, 0, 0x800167f4-0x800167f8
2, 1, 0, 0x80026b30-0x80026b30
197, 35.53299492385787, 4636, 0x800166cc-0x800166ea
322, 23.86024844720497, 1887, 0x80016af0-0x80016b14
253, 8.561264822134387, 901, 0x8000fe62-0x8000fe6e
2, 104, 40, 0x8002347e-0x80023496
112, 6.4375, 273, 0x800106dc-0x800106e4
2, 16, 18, 0x800142fa-0x80014302
24, 8.5, 60, 0x80010896-0x800108a6
8, 24.5, 108, 0x800210ae-0x800210b8
4, 4, 0, 0x80016488-0x80016488
2, 13, 0, 0x8001fd06-0x8001fd1a
2, 4, 0, 0x8001ce8a-0x8001ce8a
2, 4, 0, 0x800205c8-0x800205c8
1, 204, 0, 0x8000b738-0x8000b7b4
207, 7.806763285024155, 374, 0x8001740e-0x8001741a
18, 3.8333333333333335, 33, 0x8001443e-0x8001443e
72, 4.611111111111111, 44, 0x8002815e-0x80028166
4, 44.5, 46, 0x80020fc6-0x80020fe0
4, 18.25, 17, 0x800108dc-0x800108f6
203, 4.463054187192118, 94, 0x800167fc-0x80016806
113, 20.76991150442478, 652, 0x800104b4-0x800104d2
2, 55, 40, 0x8000df9e-0x8000dfbe
180, 4.966666666666667, 354, 0x8001670c-0x8001670e
12, 10.666666666666666, 68, 0x8001ec8a-0x8001ec96
93, 23.150537634408604, 758, 0x80016826-0x8001684c
2, 7, 0, 0x8001c36a-0x8001c372
28, 12.714285714285714, 244, 0x8000f8ec-0x8000f8f6
40, 3.75, 30, 0x80025688-0x8002568a
33, 6.363636363636363, 12, 0x8001c90a-0x8001c918
4608, 5.010416666666667, 48, 0x8000c71a-0x8000c724
5, 18.6, 48, 0x80016834-0x8001684c
2, 11, 0, 0x8000f49c-0x8000f4b6
69, 40.43478260869565, 306, 0x8000fc06-0x8000fc48
66, 6.090909090909091, 204, 0x8001cbe2-0x8001cbe8
2, 137, 18, 0x8000021a-0x8000fd88
12, 14.25, 111, 0x800151e6-0x800151ec
2, 4, 0, 0x80024aae-0x80024aae
2, 8, 0, 0x8001c0ee-0x8001c0fc
2, 57, 40, 0x8001b9da-0x8001b9e2
2, 2, 0, 0x8001aeb6-0x8001aeba
448, 77.04017857142857, 4946, 0x8000cd2e-0x8000cd74
6, 4.5, 15, 0x80010aea-0x80010aec
1, 31, 0, 0x8001ea1c-0x8001ea46
42, 25.261904761904763, 389, 0x8000f2bc-0x8000f2dc
2, 42.5, 57, 0x8000cf7a-0x8000cf94
14449, 25.236486954114472, 32315, 0x8000c396-0x8000c3e4
97, 59.04123711340206, 4369, 0x80015384-0x800153a8
35, 15, 0, 0x800220a0-0x800220b6
2, 44, 40, 0x80024a30-0x80024a36
2, 2.5, 1, 0x8002058a-0x8002058c
3, 5.333333333333333, 4, 0x8001eafa-0x8001eb02
4, 7.5, 6, 0x80021dec-0x80021df6
2, 66, 6, 0x80019d78-0x80019d80
62, 58.38709677419355, 1698, 0x8000ce90-0x8000cede
12, 3.25, 15, 0x80027fe6-0x80027fe8
305, 48.459016393442624, 2275, 0x80010672-0x800106cc
2, 4, 0, 0x80020dd4-0x80020ddc
2, 46, 40, 0x8001c376-0x8001c390
2, 5, 0, 0x8001cee8-0x8001cef4
2, 7, 0, 0x80020788-0x8002078e
34, 11.411764705882353, 48, 0x800002a2-0x800002b4
57, 3.526315789473684, 30, 0x800135ba-0x800135be
1, 1, 0, 0x800149d4-0x800149d4
2, 4.5, 3, 0x80019ed2-0x80019ed8
2, 2, 0, 0x80016636-0x8001663a
2, 7, 0, 0x8001d9ac-0x8001d9ba
325, 4.098461538461539, 357, 0x80013d00-0x80013d04
6, 8, 0, 0x80021f9a-0x80021fac
2, 81, 82, 0x80025db4-0x80025dc0
2, 4, 0, 0x8001d0ba-0x8001d0ba
2, 56, 40, 0x8001cffe-0x8001d02a
72, 20.27777777777778, 380, 0x800204b8-0x800204d4
4, 2.5, 6, 0x8000be84-0x8000be84
1, 5, 0, 0x8000d02a-0x8000d02a
4, 3, 4, 0x80014dda-0x80014dde
2, 5.5, 3, 0x8001d95e-0x8001d966
1, 26, 0, 0x8001696c-0x80016974
2, 8, 0, 0x80021e54-0x80021e64
1, 8, 0, 0x8001bbc2-0x8001bbcc
28902, 1.1527921943118122, 4416, 0x8000c372-0x8000c372
2, 19, 0, 0x80013418-0x80013438
98, 8.020408163265307, 296, 0x80016812-0x8001681e
2, 96, 42, 0x8001d304-0x8001d33e
4, 2, 4, 0x80000302-0x80000302
78, 8.564102564102564, 356, 0x80019338-0x8001933c
2, 6, 0, 0x80024c3a-0x80024c3e
3, 22.666666666666668, 62, 0x8000ccbe-0x8000ccc2
6, 6, 6, 0x8001274c-0x80012758
2, 1, 0, 0x8001e4ec-0x8001e4ec
202, 23.504950495049506, 304, 0x800167ca-0x800167f2
2, 4.5, 3, 0x8001fc6e-0x8001fc74
6016, 9.003490691489361, 21, 0x8000c9c0-0x8000c9d0
302, 101.91721854304636, 4807, 0x8001074e-0x8001077a
1, 2, 0, 0x8000e5e8-0x8000e5ec
2560, 3.012109375, 31, 0x8000c94a-0x8000c950
2, 13, 0, 0x8001fd56-0x8001fd72
2, 4.5, 3, 0x80024cf2-0x80024cf8
2, 53, 40, 0x80025098-0x800250c2
51, 4.980392156862745, 152, 0x80026bb0-0x80026bb2
14449, 1.0002076268253859, 3, 0x8000c37c-0x8000c37c
2, 1, 0, 0x80024c10-0x80024c10
194, 12.211340206185566, 1011, 0x80010568-0x80010570
72, 2.611111111111111, 44, 0x8002815a-0x8002815a
78, 6.076923076923077, 6, 0x8001934e-0x80019358
1, 149, 0, 0x8000b8f2-0x8000b970
33, 3.3636363636363638, 12, 0x8001c9e6-0x8001c9e8
4480, 3.3761160714285716, 6165, 0x8000c6c0-0x8000c6c2
3, 24, 0, 0x8001eca0-0x8001eca6
6, 7.666666666666667, 4, 0x800225ce-0x800225e0
4, 17.25, 41, 0x800283e0-0x800283ee
8, 13.375, 3, 0x8001a7d4-0x8001a7f8
38, 22.526315789473685, 96, 0x80017910-0x8001793c
448, 2.0200892857142856, 9, 0x8000c94c-0x8000c950
3, 36, 12, 0x8000cbe6-0x8000cbf2
92, 10.304347826086957, 120, 0x80015696-0x800156ae
1, 3, 0, 0x80010178-0x8001017c
2, 5, 0, 0x8002682a-0x80026836
3, 10, 0, 0x8000fe0c-0x8000fe1c
2, 38, 12, 0x80010ffe-0x8001101a
2, 4.5, 3, 0x8001d28a-0x8001d28c
2, 16, 12, 0x8001d924-0x8001d93c
12, 8.333333333333334, 16, 0x8001778c-0x80017798
220, 8.854545454545455, 188, 0x80021c82-0x80021c8e
1, 219, 0, 0x8000aee0-0x8000af5e
84, 7.238095238095238, 272, 0x80027082-0x80027086
2, 7, 0, 0x8001a9da-0x8001a9e0
2, 11.5, 3, 0x8001ab80-0x8001ab8c
2, 5, 0, 0x8001cde6-0x8001cdf0
2, 22, 0, 0x8001104e-0x8001105a
10, 7, 0, 0x80026aac-0x80026ab2
2, 67, 62, 0x8000ce86-0x8000cede
2, 132, 6, 0x8001fbea-0x8001fc04
2, 46, 46, 0x8001fc78-0x8001fc82
2, 5, 0, 0x8001ba92-0x8001ba98
2, 3, 0, 0x8001d54a-0x8001d550
91, 13.10989010989011, 829, 0x8001574a-0x80015750
207, 19.444444444444443, 2783, 0x800173f2-0x800173f8
6, 22, 108, 0x80012634-0x80012634
2, 6.5, 3, 0x80020bd4-0x80020be0
6, 18, 6, 0x80017842-0x8001786a
2, 43, 40, 0x8001cdbe-0x8001cdc2
6, 8.333333333333334, 20, 0x80010b12-0x80010b1e
2, 10, 0, 0x80022762-0x80022772
2, 7, 0, 0x8001cd90-0x8001cd9e
2, 45, 40, 0x80024956-0x8002495e
2, 4, 0, 0x8002591a-0x8002591a
2, 102, 80, 0x8001c512-0x8001c542
2, 1, 0, 0x80025cb0-0x80025cb0
1, 5, 0, 0x8001995e-0x80019960
17, 18.764705882352942, 132, 0x8000cb78-0x8000cb90
3, 7, 0, 0x8000cd92-0x8000cd9a
4, 5, 0, 0x800111a4-0x800111a8
208, 20.91346153846154, 606, 0x800173ba-0x800173d8
2, 5.5, 3, 0x800233ca-0x800233d0
4, 26.75, 79, 0x800002ec-0x800002fe
2, 17.5, 17, 0x8001a8e6-0x8001a8f0
28, 12.821428571428571, 51, 0x8000f2f2-0x8000f30a
6, 17.666666666666668, 34, 0x80016b82-0x80016b94
2, 4, 0, 0x8001b5f2-0x8001b5f2
2, 51, 40, 0x80018a88-0x80018aa0
4, 16, 48, 0x800283b0-0x800283b6
2, 92.5, 15, 0x80026d86-0x80026dce
6, 38.333333333333336, 74, 0x8001368a-0x800136b8
14, 1.3571428571428572, 5, 0x8001531a-0x8001531a
1, 30, 0, 0x80016132-0x80016142
2, 48, 40, 0x800256a4-0x800256b8
1, 55, 0, 0x800112b6-0x800112ec
6, 27.5, 117, 0x80012666-0x8001267a
6, 8.5, 9, 0x80012f5e-0x80012f6e
207, 1.1159420289855073, 24, 0x8001631c-0x8001631c
72, 18.194444444444443, 374, 0x80026850-0x80026868
6, 30.666666666666668, 112, 0x80012f38-0x80012f44
2, 41, 40, 0x8001eac8-0x8001eac8
4, 2, 0, 0x800193f4-0x800193f6
2, 14, 0, 0x80021112-0x80021128
2, 18, 12, 0x8000f3e2-0x8000f3f8
68, 3.0294117647058822, 138, 0x800203be-0x800203be
2, 10.5, 5, 0x80023790-0x800237a0
2, 4, 0, 0x80020bd2-0x80020bd2
33, 8.484848484848484, 148, 0x8001bb86-0x8001bb86
2, 6.5, 3, 0x8001cdd6-0x8001cde0
1, 24, 0, 0x8001742c-0x80017438
2, 4, 0, 0x8001ce94-0x8001ce94
2, 62.5, 9, 0x8001a2ce-0x8001a2dc
35679, 23.641525827517587, 22889, 0x8000c4b4-0x8000c4f2
33, 8.212121212121213, 7, 0x8001c082-0x8001c08c
108, 6.305555555555555, 141, 0x800164fe-0x80016506
6, 4.5, 9, 0x80014452-0x80014458
2, 7.5, 3, 0x8002024e-0x80020258
2, 6, 0, 0x8001d52a-0x8001d52e
4, 33.25, 129, 0x8000f71e-0x8000f71e
33, 5.090909090909091, 69, 0x8001c964-0x8001c96a
84, 2.6785714285714284, 57, 0x8000c77e-0x8000c780
1, 125, 0, 0x800291f4-0x80029206
111, 20.972972972972972, 885, 0x80014fb0-0x80014fc4
1, 2, 0, 0x80010456-0x8001045a
33, 3.3636363636363638, 45, 0x800198fa-0x800198fa
2, 5.5, 3, 0x80024ab0-0x80024ab4
14, 11.785714285714286, 39, 0x8000c878-0x8000c888
72, 3.25, 18, 0x80020326-0x8002032c
322, 20.03105590062112, 654, 0x80016b38-0x80016b5a
2, 8.5, 3, 0x8001d666-0x8001d67c
2, 8.5, 3, 0x8001ae14-0x8001ae26
6, 27.166666666666668, 103, 0x80012ede-0x80012ef0
2, 22, 0, 0x8001cefa-0x8001cf04
2, 65, 0, 0x8002014a-0x80020158
1000, 36.344, 344, 0x8000c310-0x8000c368
106, 11.971698113207546, 527, 0x8000ffc8-0x8000ffd0
97, 4.195876288659794, 19, 0x80015358-0x8001535c
2, 43, 40, 0x8001fcfc-0x8001fd04
1, 62, 0, 0x8000d33c-0x8000d340
4, 5, 0, 0x800109a0-0x800109a2
33, 23.636363636363637, 417, 0x8001f146-0x8001f156
69, 20.507246376811594, 518, 0x8001cfc0-0x8001cfd8
33, 5, 0, 0x8001efe2-0x8001efe2
26, 1.5769230769230769, 15, 0x8000f932-0x8000f932
14449, 5.023877084919372, 345, 0x8000c3e8-0x8000c3f2
33, 19.848484848484848, 490, 0x8001c074-0x8001c07e
1, 2, 0, 0x8000e0e2-0x8000e0e4
1, 10, 0, 0x800195e8-0x800195f4
2, 144, 12, 0x80024ca6-0x80024cd6
1, 22, 0, 0x800160c0-0x800160cc
208, 9, 0, 0x8001734e-0x8001735c
2, 4, 0, 0x8001eac6-0x8001eac6
97, 5.092783505154639, 397, 0x800153b6-0x800153b6
92, 6, 0, 0x8001564e-0x80015654
2, 2.5, 1, 0x8001c572-0x8001c572
14, 3.4285714285714284, 20, 0x800153ce-0x800153d2
2, 6, 4, 0x8001525e-0x80015262
2, 1, 0, 0x8001aa08-0x8001aa08
2, 49, 40, 0x80025a58-0x80025a6a
2, 13.5, 17, 0x8001a96a-0x8001a96c
4, 31.75, 91, 0x80013ef4-0x80013f00
4, 110, 236, 0x8001cea8-0x8001cec4
6, 136, 66, 0x80026252-0x80026286
2, 60, 52, 0x8001d5ba-0x8001d5e2
2, 5, 0, 0x80020c72-0x80020c74
2, 4, 0, 0x80018ab4-0x80018abc
2, 6, 0, 0x8002086a-0x80020870
1, 25, 0, 0x8001ec3a-0x8001ec48
2, 41, 40, 0x8001a986-0x8001a98e
2, 43, 40, 0x80026d16-0x80026d1a
146, 4.027397260273973, 150, 0x80021c92-0x80021c96
2, 6, 0, 0x8001ade4-0x8001adea
194, 46.29896907216495, 1416, 0x80000450-0x80000498
3, 67.33333333333333, 127, 0x8000fd04-0x8000fd30
111, 10.684684684684685, 520, 0x80015308-0x80015312
6, 19.5, 15, 0x8001721c-0x8001723a
34, 12.5, 85, 0x8000028a-0x8000029c
33, 3.909090909090909, 30, 0x8001ca4c-0x8001ca50
4, 8, 0, 0x8001942e-0x80019436
1, 5, 0, 0x8001bbd0-0x8001bbd2
1, 2, 0, 0x800160f2-0x800160f6
2, 3, 0, 0x80025298-0x8002529a
2, 23, 0, 0x800125d2-0x800125d6
33, 20.727272727272727, 420, 0x8001f1d0-0x8001f1dc
28, 34.42857142857143, 628, 0x8000f3ae-0x8000f3ca
6, 83.16666666666667, 127, 0x800144be-0x800144fa
33, 8.090909090909092, 3, 0x8001c748-0x8001c75a
2, 43, 40, 0x80020c3c-0x80020c48
33, 29.21212121212121, 469, 0x8001e634-0x8001e64a
6, 4, 0, 0x80012f18-0x80012f24
2, 57, 40, 0x8001c100-0x8001c130
2, 90, 68, 0x80014a3c-0x80014a54
6, 34, 138, 0x80010abe-0x80010acc
2, 2.5, 3, 0x8001a79c-0x8001a79c
2, 13, 0, 0x8001f4c2-0x8001f4e6
22, 22.545454545454547, 144, 0x80019388-0x800193aa
2, 115, 34, 0x80020766-0x80020784
14, 17.071428571428573, 169, 0x8001765e-0x80017668
100, 6.33, 133, 0x80014996-0x8001499c
1, 111, 0, 0x8000b29a-0x8000b318
1, 41, 0, 0x80010484-0x800104b0
2, 2, 0, 0x800165f8-0x800165fc
2, 1, 0, 0x8001535e-0x8001535e
2, 8, 0, 0x8001f4a4-0x8001f4ac
2, 6, 0, 0x80021f26-0x80021f34
2, 41.5, 43, 0x8001d2fe-0x8001d302
28, 26.285714285714285, 372, 0x8000f7fa-0x8000f810
1, 7, 0, 0x8000d32e-0x8000d336
