dispatch_id,name,op,shape,cycles
173,detect.cv2_0_2,conv2d_s8,N=1;IC=64;IH=20;IW=20;OC=64;OH=20;OW=20;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,1267966
174,detect.cv3_0_0.conv,conv2d_s8,N=1;IC=64;IH=20;IW=20;OC=80;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,9775165
175,detect.cv3_0_0.bn,batchnorm2d_s8,N=1;C=80;H=20;W=20,41652
176,detect.cv3_0_0.act,silu_s8,n=32000,473130
177,detect.cv3_0_1.conv,conv2d_s8,N=1;IC=80;IH=20;IW=20;OC=80;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,12130518
178,detect.cv3_0_1.bn,batchnorm2d_s8,N=1;C=80;H=20;W=20,41679
179,detect.cv3_0_1.act,silu_s8,n=32000,473857
180,detect.cv3_0_2,conv2d_s8,N=1;IC=80;IH=20;IW=20;OC=80;OH=20;OW=20;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,2227583
181,cat_13,cat2_c1_s8,N=1;H=20;W=20;C_inputs=64|80;C_total=144,88985
182,detect.cv2_1_0.conv,conv2d_s8,N=1;IC=128;IH=10;IW=10;OC=64;OH=10;OW=10;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,3810612
183,detect.cv2_1_0.bn,batchnorm2d_s8,N=1;C=64;H=10;W=10,9923
184,detect.cv2_1_0.act,silu_s8,n=6400,151278
185,detect.cv2_1_1.conv,conv2d_s8,N=1;IC=64;IH=10;IW=10;OC=64;OH=10;OW=10;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,1927939
186,detect.cv2_1_1.bn,batchnorm2d_s8,N=1;C=64;H=10;W=10,9764
187,detect.cv2_1_1.act,silu_s8,n=6400,151299
188,detect.cv2_1_2,conv2d_s8,N=1;IC=64;IH=10;IW=10;OC=64;OH=10;OW=10;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,354396
189,detect.cv3_1_0.conv,conv2d_s8,N=1;IC=128;IH=10;IW=10;OC=80;OH=10;OW=10;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,5682030
190,detect.cv3_1_0.bn,batchnorm2d_s8,N=1;C=80;H=10;W=10,12065
191,detect.cv3_1_0.act,silu_s8,n=8000,171526
192,detect.cv3_1_1.conv,conv2d_s8,N=1;IC=80;IH=10;IW=10;OC=80;OH=10;OW=10;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,3564542
193,detect.cv3_1_1.bn,batchnorm2d_s8,N=1;C=80;H=10;W=10,12021
194,detect.cv3_1_1.act,silu_s8,n=8000,170902
195,detect.cv3_1_2,conv2d_s8,N=1;IC=80;IH=10;IW=10;OC=80;OH=10;OW=10;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,636205
196,cat_14,cat2_c1_s8,N=1;H=10;W=10;C_inputs=64|80;C_total=144,22714
197,detect.cv2_2_0.conv,conv2d_s8,N=1;IC=256;IH=5;IW=5;OC=64;OH=5;OW=5;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,2435339
198,detect.cv2_2_0.bn,batchnorm2d_s8,N=1;C=64;H=5;W=5,3784
199,detect.cv2_2_0.act,silu_s8,n=1600,90925
200,detect.cv2_2_1.conv,conv2d_s8,N=1;IC=64;IH=5;IW=5;OC=64;OH=5;OW=5;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,622145
201,detect.cv2_2_1.bn,batchnorm2d_s8,N=1;C=64;H=5;W=5,3705
202,detect.cv2_2_1.act,silu_s8,n=1600,90843
203,detect.cv2_2_2,conv2d_s8,N=1;IC=64;IH=5;IW=5;OC=64;OH=5;OW=5;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,105314
204,detect.cv3_2_0.conv,conv2d_s8,N=1;IC=256;IH=5;IW=5;OC=80;OH=5;OW=5;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,3646664
205,detect.cv3_2_0.bn,batchnorm2d_s8,N=1;C=80;H=5;W=5,4576
206,detect.cv3_2_0.act,silu_s8,n=2000,96090
207,detect.cv3_2_1.conv,conv2d_s8,N=1;IC=80;IH=5;IW=5;OC=80;OH=5;OW=5;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,1156574
208,detect.cv3_2_1.bn,batchnorm2d_s8,N=1;C=80;H=5;W=5,4553
209,detect.cv3_2_1.act,silu_s8,n=2000,95179
210,detect.cv3_2_2,conv2d_s8,N=1;IC=80;IH=5;IW=5;OC=80;OH=5;OW=5;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,191775
211,cat_15,cat2_c1_s8,N=1;H=5;W=5;C_inputs=64|80;C_total=144,7363
