count,mean,netvar,bb
1, 124, 0, 0x80004df6-0x80004e04
1, 2, 0, 0x80005372-0x80005376
2, 8, 0, 0x80005c20-0x80005c2a
128, 9.2578125, 33, 0x800041c0-0x800041d2
1, 61, 0, 0x800043be-0x800043c4
15, 20.333333333333332, 80, 0x800077a2-0x800077bc
1, 16, 0, 0x80004c9a-0x80004cb8
1, 72, 0, 0x800031b2-0x800031d6
1, 5, 0, 0x80006f14-0x80006f1a
14, 8.142857142857142, 58, 0x800078bc-0x800078c4
1, 5, 0, 0x80003748-0x8000374c
1, 9, 0, 0x80005d84-0x80005d8e
2, 41.5, 67, 0x80005c12-0x80005c1c
15, 27.6, 114, 0x8000745c-0x80007484
2, 2.5, 3, 0x8000487a-0x8000487a
1, 7, 0, 0x800053f4-0x80005400
2, 8, 0, 0x80007202-0x8000720c
14, 7, 0, 0x80007550-0x8000755a
1, 17, 0, 0x80005f8e-0x80005fae
14, 29.285714285714285, 116, 0x80004628-0x8000464c
8, 2.75, 6, 0x80000286-0x80000288
1, 2, 0, 0x80005fc6-0x80005fca
1, 13, 0, 0x80003c26-0x80003c34
1, 5, 0, 0x8000609a-0x800060a4
14, 9.071428571428571, 57, 0x80007876-0x80007880
2, 2.5, 3, 0x80004978-0x80004978
1, 5, 0, 0x80003498-0x8000349c
14, 46.642857142857146, 191, 0x80000238-0x800037ea
1, 16, 0, 0x8000a268-0x8000a298
14, 5, 0, 0x8000790c-0x80007916
15, 3.6, 39, 0x80003e2a-0x80003e2a
1, 2, 0, 0x800060a8-0x800060ac
15, 12.8, 57, 0x800075b2-0x800075bc
14, 13.142857142857142, 58, 0x8000637e-0x8000638c
4, 41.75, 91, 0x800051ea-0x80005214
1, 66, 0, 0x80005f0a-0x80005f18
15, 4, 0, 0x8000774c-0x80007756
15, 16.2, 63, 0x8000761c-0x8000763a
14, 24.928571428571427, 167, 0x8000632a-0x8000633e
1, 131, 0, 0x80003162-0x80003182
1, 7, 0, 0x800048d6-0x800048e0
29, 20.275862068965516, 124, 0x8000472e-0x8000475c
1, 75, 0, 0x800003d6-0x80000408
1, 65, 0, 0x80003cd8-0x80003ce0
15, 20.133333333333333, 77, 0x80003b56-0x80003b74
1, 121, 0, 0x80005dfe-0x80005e16
14, 9.214285714285714, 17, 0x80000268-0x80000272
3, 2, 0, 0x800041e2-0x800041e4
1, 8, 0, 0x800043ae-0x800043ba
3, 7, 0, 0x80003422-0x8000342a
7, 2, 0, 0x800002be-0x800002c0
1, 91, 0, 0x800060b0-0x800060e4
15, 2.2, 3, 0x8000770c-0x80007710
2, 11.5, 1, 0x8000028a-0x800002a4
1, 63, 0, 0x80004a26-0x80004a2a
1, 63, 0, 0x80005406-0x8000540a
1, 25, 0, 0x80005bee-0x80005c10
11975433, 23.500005302522254, 233521007, 0x800037e6-0x800037ea
1, 4, 0, 0x80005870-0x8000587a
2, 2.5, 3, 0x800049a8-0x800049a8
1, 3, 0, 0x800058a6-0x800058ac
1, 7, 0, 0x800040c0-0x800040c6
1, 6, 0, 0x80005be6-0x80005bea
3, 4, 3, 0x8000498c-0x80004990
4, 68, 192, 0x80003e44-0x80003e7c
1, 5, 0, 0x80004a2e-0x80004a2e
100, 21.68, 368, 0x80007226-0x80007236
1, 8, 0, 0x80006ee4-0x80006ef2
1, 5, 0, 0x80004cd8-0x80004cda
1, 4, 0, 0x80005390-0x80005390
29, 5.0344827586206895, 1, 0x80004712-0x8000471c
1, 79, 0, 0x800038d2-0x800038f6
1, 16, 0, 0x80005f64-0x80005f74
2, 1, 0, 0x8000a234-0x8000a234
14, 58.92857142857143, 55, 0x80004664-0x800046dc
5, 16.6, 58, 0x80004996-0x8000499e
1, 63, 0, 0x80004c7a-0x80004c80
14, 5.428571428571429, 6, 0x80007884-0x80007894
1, 2, 0, 0x80004cd0-0x80004cd4
1, 4, 0, 0x80005bd8-0x80005be2
1, 6, 0, 0x80007262-0x80007266
1, 11, 0, 0x80003198-0x800031b0
14, 5.214285714285714, 3, 0x80004656-0x80004660
1, 131, 0, 0x8000583e-0x80005866
1, 64, 0, 0x800032d2-0x800032da
14, 2, 0, 0x80007548-0x8000754c
6, 10.5, 27, 0x8000a24c-0x8000a258
14, 10.285714285714286, 60, 0x80006680-0x8000668a
15, 10.066666666666666, 76, 0x800075fa-0x80007606
1, 66, 0, 0x80004388-0x80004398
3, 25.333333333333332, 1, 0x80004196-0x800041d2
1, 134, 0, 0x80005baa-0x80005bce
1, 1, 0, 0x800037ec-0x800037ec
15, 29.666666666666668, 115, 0x8000771a-0x80007742
15, 8.666666666666666, 55, 0x800074bc-0x800074c2
14, 5, 0, 0x80007522-0x8000752c
14, 11.714285714285714, 66, 0x80006714-0x80006724
1, 251, 0, 0x8000407e-0x8000409a
1, 64, 0, 0x80000208-0x80000212
14, 26.071428571428573, 57, 0x80006628-0x80006646
1, 5, 0, 0x80005d58-0x80005d5e
1, 67, 0, 0x800002aa-0x800002bc
14, 2.2857142857142856, 4, 0x80007586-0x8000758a
15, 11.2, 3, 0x800074ca-0x800074e4
30, 9.133333333333333, 64, 0x80005108-0x80005110
15, 4, 0, 0x800074c4-0x800074c8
2, 2, 0, 0x80004982-0x80004984
1, 6, 0, 0x80004d12-0x80004d18
1, 61, 0, 0x80003d06-0x80003d06
1, 4, 0, 0x80007b4e-0x80007b4e
1, 5, 0, 0x80004a7c-0x80004a80
1, 32, 0, 0x80006f08-0x80006f12
1, 228, 0, 0x80003208-0x80003246
14, 5, 0, 0x80007898-0x800078a8
14, 70.5, 483, 0x800037e6-0x80000058
2, 5, 0, 0x800049a0-0x800049a4
29, 27.517241379310345, 131, 0x800046e0-0x80004708
4, 53, 84, 0x800051d4-0x800051e6
1, 66, 0, 0x80006036-0x80006048
1, 82, 0, 0x800049aa-0x800049c4
1, 74, 0, 0x800071dc-0x800071fe
5, 70, 255, 0x80004948-0x80004974
1, 64, 0, 0x80005670-0x80005674
1, 5, 0, 0x80003c1c-0x80003c24
1, 341, 0, 0x80004178-0x800041d2
1, 4, 0, 0x80005394-0x80005398
14, 9, 0, 0x800001e8-0x800001f6
1, 63, 0, 0x80004cc2-0x80004ccc
8, 4.5, 12, 0x8000027c-0x80000284
1, 6, 0, 0x80004c90-0x80004c96
30, 7.933333333333334, 58, 0x80005114-0x8000511a
1, 6, 0, 0x80005d9a-0x80005da6
3, 4, 0, 0x800038fa-0x80003904
15, 6.6, 24, 0x800074ac-0x800074b8
4, 20.75, 59, 0x80003e80-0x80003e8c
14, 39, 14, 0x800078c8-0x800078f6
1, 10, 0, 0x80006ef4-0x80006ef8
1, 58, 0, 0x80005d5e-0x80005d5e
1, 9, 0, 0x800048e2-0x800048ea
1, 62, 0, 0x8000724a-0x8000724c
1, 5, 0, 0x800049ea-0x800049ea
14, 40.857142857142854, 180, 0x80007836-0x8000786c
1, 9, 0, 0x8000540e-0x8000541e
1, 67, 0, 0x800071aa-0x800071b0
14, 5, 0, 0x80007578-0x8000757e
1, 70, 0, 0x80004cfe-0x80004d0e
14, 18.142857142857142, 16, 0x80007598-0x800075b0
1, 67, 0, 0x8000399c-0x800039aa
14, 10.714285714285714, 66, 0x80006520-0x8000652a
1, 63, 0, 0x8000686a-0x8000686e
2, 36, 60, 0x8000486c-0x80004876
1, 76, 0, 0x80004b7e-0x80004bb0
1, 63, 0, 0x80004bfe-0x80004c04
15, 28.866666666666667, 133, 0x800047a6-0x800047ca
14, 3, 0, 0x800001de-0x800001e4
4, 3.75, 3, 0x8000589c-0x800058a2
3, 4, 6, 0x800038f6-0x800038f6
14, 12.071428571428571, 57, 0x80006670-0x8000667e
4, 7, 0, 0x800041d6-0x800041de
2, 4, 0, 0x8000a248-0x8000a248
1, 10, 0, 0x80005d2a-0x80005d3c
1024, 6.0224609375, 1047, 0x800041ee-0x800041fa
1, 66, 0, 0x8000448c-0x8000449c
14, 1, 0, 0x80007410-0x80007410
1, 66, 0, 0x80005378-0x8000538c
15, 6, 0, 0x80007714-0x80007718
1, 66, 0, 0x80003d96-0x80003d9e
15, 5.4, 6, 0x80003b82-0x80003b8a
2, 28.5, 1, 0x800037ce-0x800037ea
3, 8, 0, 0x8000340e-0x80003418
2, 15.5, 17, 0x80000278-0x80000284
1, 12, 0, 0x80004d1c-0x80004d34
1, 61, 0, 0x800003c0-0x800003c6
1, 251, 0, 0x8000527c-0x8000529c
14, 6, 0, 0x800001fa-0x800001fe
3, 1, 0, 0x8000342c-0x8000342c
14, 8, 0, 0x800001d0-0x800001da
1, 67, 0, 0x800040c8-0x800040d6
1, 70, 0, 0x800053d2-0x800053f0
14, 15.071428571428571, 57, 0x80007530-0x80007546
14, 16.071428571428573, 57, 0x8000570e-0x80005722
2, 73.5, 125, 0x8000487c-0x80004892
5, 25.8, 114, 0x80004988-0x8000498a
30, 3.5, 15, 0x80005136-0x8000513a
1, 224, 0, 0x80000374-0x800003bc
1, 67, 0, 0x80005362-0x8000536e
16, 12.0625, 17, 0x8000724e-0x8000725e
4, 35.75, 83, 0x800051a8-0x800051d0
1, 5, 0, 0x800003ca-0x800003d2
1, 79, 0, 0x80007164-0x80007178
1, 62, 0, 0x80005fb8-0x80005fc2
1, 68, 0, 0x800034a0-0x800034b8
15, 4, 0, 0x800047d4-0x800047de
3, 98.33333333333333, 172, 0x80004ab4-0x80004b1a
15, 22.133333333333333, 17, 0x80000216-0x80000234
15, 4, 0, 0x80003b96-0x80003b9a
15, 1.2666666666666666, 4, 0x80007662-0x80007662
1, 4, 0, 0x80007210-0x80007210
14, 22, 112, 0x800057dc-0x80005800
1, 0, 0, 0x800002f2-0x800002f2
15, 1.2666666666666666, 4, 0x8000760a-0x8000760a
1, 6, 0, 0x80004c1a-0x80004c1e
4, 2.75, 3, 0x80007b5c-0x80007b5e
1, 4, 0, 0x8000439e-0x800043aa
29, 6.827586206896552, 24, 0x8000511c-0x80005128
15, 1, 0, 0x80007260-0x80007260
15, 12.8, 57, 0x80003e1e-0x80003e26
15, 22, 0, 0x8000769a-0x800076bc
3, 41.333333333333336, 37, 0x80004b1e-0x80004b66
3, 5, 0, 0x80004992-0x80004992
1, 76, 0, 0x80004c22-0x80004c58
15, 11.333333333333334, 65, 0x80007488-0x8000749e
15, 8.8, 57, 0x80007672-0x80007680
1, 11, 0, 0x8000324a-0x8000326a
1, 65, 0, 0x800041fe-0x80004202
2, 35, 56, 0x8000a236-0x8000a244
1, 15, 0, 0x8000409c-0x800040bc
1, 66, 0, 0x80005ed6-0x80005ee4
2, 73.5, 5, 0x8000379a-0x800037cc
14, 5, 0, 0x800078ac-0x800078b8
15, 10.8, 57, 0x80003b78-0x80003b7e
1, 70, 0, 0x800058b0-0x800058ca
14, 21.785714285714285, 39, 0x80007982-0x800079a4
1, 65, 0, 0x80005d74-0x80005d82
4, 20.5, 66, 0x80007b50-0x80007b5a
2, 90.5, 109, 0x80006eaa-0x80006ee0
14, 6, 0, 0x8000758e-0x80007594
14, 5.214285714285714, 3, 0x80007568-0x80007574
1, 196, 0, 0x80004b68-0x80004b7a
1, 131, 0, 0x80003436-0x80003442
14, 25.142857142857142, 58, 0x800074f4-0x80007518
3, 6, 0, 0x80003404-0x8000340c
1, 115, 0, 0x80003c0a-0x80003c12
14, 19.571428571428573, 120, 0x800001b8-0x800001cc
1, 67, 0, 0x800045ac-0x800045ba
2, 44.5, 43, 0x80005d18-0x80005d22
