count,mean,netvar,bb
1, 22, 0, 0x80006568-0x8000656e
3, 7, 0, 0x80003e2c-0x80003e34
1344, 3.345982142857143, 465, 0x800026b6-0x800026ba
125, 2.024, 3, 0x80002a64-0x80002a68
2, 8, 0, 0x80003b82-0x80003b8a
4480, 4.000669642857143, 3, 0x80002784-0x8000278c
10, 56, 190, 0x80002a7e-0x80002ac2
2, 69, 64, 0x80002bfa-0x80002c08
1, 79, 0, 0x80003032-0x8000304a
1, 3, 0, 0x8000380e-0x80003812
8064, 4.073288690476191, 591, 0x8000278e-0x80002794
3008, 3.011968085106383, 36, 0x800026bc-0x800026c2
70, 12.042857142857143, 3, 0x800024ea-0x800024fe
1, 127, 0, 0x80000fd8-0x80001056
1, 51, 0, 0x80003cee-0x80003d06
1, 72, 0, 0x80003a26-0x80003a46
1, 6, 0, 0x800038b4-0x800038ba
1, 51, 0, 0x80003436-0x80003442
1, 101, 0, 0x800074fc-0x80007520
1, 186, 0, 0x80000b6e-0x80000bec
4288, 3.1203358208955225, 516, 0x8000277a-0x80002780
1, 81, 0, 0x80003872-0x800038a6
1000, 36.342, 342, 0x80001ff2-0x8000204a
1, 8, 0, 0x800001d0-0x800001da
1, 17, 0, 0x8000634a-0x80006364
14453, 2.093267833667751, 1348, 0x80002156-0x80002158
17, 22.352941176470587, 57, 0x80002836-0x80002856
2, 14, 0, 0x80002ac6-0x80002ada
2, 96, 126, 0x80002b68-0x80002bc0
2, 8.5, 3, 0x80002c4c-0x80002c58
1, 32, 0, 0x8000765c-0x80007666
43359, 1.0000922530501164, 4, 0x80002192-0x80002192
42, 22.642857142857142, 69, 0x8000274c-0x80002776
2, 91, 114, 0x80002b1c-0x80002b64
1, 104, 0, 0x800009f6-0x80000a74
7360, 1.0028532608695653, 21, 0x800023a8-0x800023a8
1, 34, 0, 0x8000472e-0x8000475c
3, 75.66666666666667, 62, 0x800028f4-0x8000294c
1, 5, 0, 0x80007714-0x80007718
1, 20, 0, 0x8000637e-0x80006382
1, 23, 0, 0x80007490-0x800074a6
4, 3.75, 7, 0x80001b66-0x80001b66
1, 97, 0, 0x800016cc-0x8000171c
2, 28.5, 35, 0x80007256-0x80007266
1, 6, 0, 0x80001a52-0x80001a56
3, 4, 6, 0x80000526-0x80000526
1, 46, 0, 0x80005e06-0x80005e1e
84, 334.1547619047619, 685, 0x80002466-0x800024c2
2, 73, 40, 0x80003d14-0x80003d6e
1, 8, 0, 0x8000011c-0x80000124
1, 5, 0, 0x8000743e-0x8000744a
14526, 17.516797466611592, 36559, 0x800021a6-0x800021d4
42, 3, 0, 0x80002582-0x80002584
1, 31, 0, 0x80006688-0x80006692
1, 52, 0, 0x800077aa-0x800077c4
1, 215, 0, 0x80000cbe-0x80000d0a
1000, 15.589, 1589, 0x80001dc8-0x80001de0
1, 22, 0, 0x80007602-0x8000760e
3, 2, 0, 0x80002994-0x80002998
832, 2.1117788461538463, 93, 0x80002ec2-0x80002ec4
10, 5.2, 2, 0x80001b5a-0x80001b5e
1, 1, 0, 0x80005d66-0x80005d66
1, 1, 0, 0x80007678-0x80007678
1, 3, 0, 0x800001de-0x800001e4
18912, 3.4579631979695433, 27573, 0x80002048-0x8000204a
1, 281, 0, 0x80000488-0x80000500
42, 2, 0, 0x800025ba-0x800025bc
1, 78, 0, 0x80000538-0x80000568
1, 24, 0, 0x80005678-0x8000567c
1, 88, 0, 0x80003b00-0x80003b04
3136, 14.966836734693878, 6168, 0x8000240a-0x80002422
1, 24, 0, 0x80007300-0x80007310
3, 16.666666666666668, 5, 0x8000052a-0x80000534
1, 225, 0, 0x800015e4-0x8000164a
1, 6, 0, 0x8000301e-0x80003022
1, 30, 0, 0x80000106-0x80000118
1, 5, 0, 0x80007058-0x8000705a
4608, 5.004557291666667, 21, 0x800023fc-0x80002406
1, 4, 0, 0x80003ae6-0x80003ae6
1, 145, 0, 0x800010c8-0x80001146
162, 16.265432098765434, 529, 0x80001f28-0x80001f48
1, 94, 0, 0x800039c0-0x800039d8
1, 23, 0, 0x80007762-0x80007768
1, 219, 0, 0x80000f6a-0x80000fd4
3008, 4.02094414893617, 63, 0x80002400-0x80002406
1000, 16.063, 3063, 0x800020f6-0x8000211a
1, 30, 0, 0x8000707e-0x8000708e
1, 4, 0, 0x80003852-0x80003858
2592, 6.96875, 7695, 0x80002f3a-0x80002f42
1, 5, 0, 0x80007616-0x80007622
1, 5, 0, 0x80003c1c-0x80003c24
2, 6, 0, 0x80002bc4-0x80002bc8
84, 37.42857142857143, 288, 0x8000235e-0x800023a4
16735, 3.03824320286824, 640, 0x800021dc-0x800021e4
1, 5, 0, 0x8000636e-0x8000637a
42, 14.380952380952381, 58, 0x8000256c-0x8000257e
3392, 12.409198113207546, 1388, 0x800027b2-0x800027ca
62, 60.935483870967744, 1794, 0x80002b72-0x80002bc0
1, 51, 0, 0x80006f3c-0x80006f60
43359, 10.464632486911599, 20146, 0x80002160-0x80002174
1, 4, 0, 0x80007036-0x80007036
7168, 1.0803571428571428, 576, 0x800023ac-0x800023ac
4480, 5.175, 784, 0x800027ce-0x800027d8
3, 5, 0, 0x80001c76-0x80001c78
1, 4, 0, 0x80002fa0-0x80002fa0
1, 6, 0, 0x8000020c-0x80000212
2, 4, 0, 0x80003b96-0x80003b9a
2, 18.5, 25, 0x80003b8c-0x80003b92
1, 39, 0, 0x80006630-0x8000664e
1, 1, 0, 0x8000766a-0x8000766a
1, 1, 0, 0x80007038-0x80007038
1, 7, 0, 0x8000768c-0x8000769e
26, 12, 0, 0x80001da6-0x80001db6
28, 11.214285714285714, 6, 0x8000260c-0x80002622
1, 116, 0, 0x80000920-0x8000099e
7, 42.57142857142857, 221, 0x80002f7c-0x80002f9a
10, 1.8, 8, 0x80001b6a-0x80001b6a
61495, 5.008325880152858, 512, 0x8000033c-0x80000348
1, 65, 0, 0x80009a3a-0x80009a42
3, 7.333333333333333, 4, 0x8000511c-0x80005122
1, 179, 0, 0x80000a9e-0x80000b1c
3, 2, 0, 0x800029a0-0x800029a4
3008, 8.074135638297872, 223, 0x80002636-0x8000264a
864, 18.06365740740741, 55, 0x80002df6-0x80002e24
1, 113, 0, 0x80000844-0x800008c2
2, 6.5, 3, 0x80002c20-0x80002c2e
3, 20.333333333333332, 34, 0x80003e1e-0x80003e26
70, 31.114285714285714, 8, 0x80001f82-0x80001fbc
32, 32.78125, 57, 0x80002db2-0x80002df2
3904, 10.95107581967213, 7617, 0x80002684-0x8000269e
10, 57.9, 179, 0x80001b6e-0x80001bd4
1, 6, 0, 0x80007092-0x80007098
1, 33, 0, 0x80007272-0x8000728c
43359, 2.2049401508337367, 8886, 0x8000213a-0x8000213c
1, 4, 0, 0x8000766e-0x80007676
1, 109, 0, 0x8000198c-0x80001a08
1, 49, 0, 0x8000729c-0x800072e8
1, 8, 0, 0x80005c28-0x80005c32
3, 1, 0, 0x800028f0-0x800028f0
2560, 3.021484375, 55, 0x8000262c-0x80002632
1, 97, 0, 0x800017f4-0x80001872
5184, 8.991512345679013, 5140, 0x80002f1e-0x80002f32
10, 9.3, 73, 0x800028bc-0x800028be
1, 21, 0, 0x800003c0-0x800003c6
1, 2, 0, 0x80009a22-0x80009a26
3, 2, 0, 0x80002984-0x80002988
2592, 1.001543209876543, 4, 0x80002e32-0x80002e32
3, 13.666666666666666, 17, 0x80003cd8-0x80003ce0
1, 10, 0, 0x800033ac-0x800033bc
974, 18.56365503080082, 549, 0x80001efa-0x80001f24
1, 7, 0, 0x800003ca-0x800003d2
1, 155, 0, 0x80001874-0x80000058
28906, 10.035840309970249, 1036, 0x80002144-0x80002158
3, 28.666666666666668, 50, 0x80006f62-0x80006f66
1, 70, 0, 0x80003a0a-0x80003a10
1, 6, 0, 0x800001fa-0x800001fe
1, 29, 0, 0x80007624-0x80007642
1, 26, 0, 0x80005d7c-0x80005d8a
1, 47, 0, 0x80006332-0x80006346
1728, 2.501736111111111, 2595, 0x80002e24-0x80002e24
3, 6, 3, 0x80003ce4-0x80003cec
1, 13, 0, 0x80000224-0x80000234
10, 19.3, 53, 0x80001c7a-0x80001ca6
832, 25.006009615384617, 5, 0x80002db8-0x80002df2
28906, 1.0314467584584515, 909, 0x80002140-0x80002140
28, 12.607142857142858, 45, 0x800025f0-0x80002608
4, 4, 4, 0x80001c72-0x80001c78
1, 17, 0, 0x800074aa-0x800074b2
1, 73, 0, 0x80003816-0x8000384e
1, 49, 0, 0x80007042-0x8000704c
2, 16.5, 17, 0x80003d70-0x80003d78
20, 20.5, 330, 0x80001a46-0x80001a4c
1, 22, 0, 0x800073d8-0x800073dc
1, 146, 0, 0x800009a0-0x800009f2
1750, 11.072, 126, 0x80002762-0x80002776
2592, 4.637345679012346, 6836, 0x80002e36-0x80002e3a
23266, 27.139946703343934, 3256, 0x80002074-0x800020c6
7168, 1, 0, 0x800023b0-0x800023b0
1, 173, 0, 0x8000147a-0x800014f8
1, 75, 0, 0x80000504-0x80000526
1, 54, 0, 0x8000385c-0x80003870
14449, 5.076406671741989, 1104, 0x800020ca-0x800020d4
2592, 12, 0, 0x80002f10-0x80002f32
1, 167, 0, 0x80001148-0x800011b0
1, 26, 0, 0x80005d20-0x80005d2a
2, 13, 12, 0x80003d7e-0x80003d86
7680, 3.0010416666666666, 8, 0x8000266e-0x80002676
128, 5.265625, 162, 0x80002a5a-0x80002a60
1, 6, 0, 0x800001e8-0x800001f6
29990, 3.0125708569523173, 377, 0x8000204e-0x80002050
14, 9.642857142857142, 9, 0x8000255a-0x8000256a
1, 8, 0, 0x80003010-0x80003018
1, 9, 0, 0x80003ae8-0x80003af4
1, 10, 0, 0x80009c8c-0x80009ca0
1, 4, 0, 0x800047d4-0x800047de
7680, 7.015625, 120, 0x8000265e-0x8000266a
1, 26, 0, 0x80006528-0x80006532
1, 189, 0, 0x80000238-0x80000058
1, 44, 0, 0x8000018a-0x80000196
1, 109, 0, 0x800011b4-0x80001232
2, 49.5, 69, 0x80003b56-0x80003b74
3, 43.333333333333336, 58, 0x80005110-0x80005118
1, 7, 0, 0x800038ac-0x800038b2
1, 1, 0, 0x80007612-0x80007612
4, 13, 28, 0x80003d96-0x80003d9e
1, 231, 0, 0x80001234-0x800012a0
1, 67, 0, 0x80001a5a-0x80001a70
1, 4, 0, 0x80007754-0x8000775e
448, 2.0200892857142856, 9, 0x8000262e-0x80002632
1, 6, 0, 0x80004712-0x8000471c
2592, 4.979166666666667, 5130, 0x80002f46-0x80002f4c
10, 138.5, 745, 0x80001a9a-0x80001b4e
14449, 3.039033843172538, 564, 0x80002058-0x8000205a
33470, 8.030594562294592, 34494, 0x800021d8-0x800021e4
448, 77.02455357142857, 4939, 0x80002a10-0x80002a56
1, 6, 0, 0x8000702e-0x80007032
43359, 1.0002075693627621, 9, 0x80002178-0x80002178
812, 3.3694581280788176, 300, 0x80001d62-0x80001d64
2592, 1, 0, 0x80002e28-0x80002e28
2, 6, 0, 0x80002c34-0x80002c38
1, 6, 0, 0x80000530-0x80000534
3, 32, 60, 0x800029a8-0x800029c6
2, 1, 0, 0x80007268-0x80007268
1, 92, 0, 0x80002ffc-0x8000300c
21, 4.904761904761905, 82, 0x80001a4e-0x80001a4e
