dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,dronet_kcov$dispatch_0_gemmini_q31_conv2d_s8_N1xIC3xIH112xIW112xOC32xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.278528,ms,1278528.000000,0,,spike,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=32;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,1278528,1,,
1,dronet_kcov$dispatch_1_gemmini_q31_maxpool2d_s8_N1xC32xIH56xIW56xOH27xOW27xKH3xKW3xSH2xSW2xPH0xPW0xDH1xDW1,,,1.304755,ms,1304755.000000,0,,spike,maxpool2d_s8,N=1;C=32;IH=56;IW=56;OH=27;OW=27;KH=3;KW=3;SH=2;SW=2;PH=0;PW=0;DH=1;DW=1,1304755,1,,
2,dronet_kcov$dispatch_2_gemmini_q31_batchnorm2d_s8_N1xC32xH27xW27,,,0.376410,ms,376410.000000,0,,spike,batchnorm2d_s8,N=1;C=32;H=27;W=27,376410,1,,
3,dronet_kcov$dispatch_3_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH3xKW3xSH2xSW2xPH1xPW1,,,0.253721,ms,253721.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,253721,1,,
4,dronet_kcov$dispatch_4_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC32xOH14xOW14xKH3xKW3xSH1xSW1xPH1xPW1,,,0.112804,ms,112804.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=32;OH=14;OW=14;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,112804,1,,
5,dronet_kcov$dispatch_5_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH1xKW1xSH2xSW2xPH0xPW0,,,0.253733,ms,253733.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,253733,1,,
6,dronet_kcov$dispatch_6_gemmini_q31_add_s8_n6272,,,0.169041,ms,169041.000000,0,,spike,add_s8,n=6272,169041,1,,
7,dronet_kcov$dispatch_7_gemmini_q31_batchnorm2d_s8_N1xC32xH14xW14,,,0.145363,ms,145363.000000,0,,spike,batchnorm2d_s8,N=1;C=32;H=14;W=14,145363,1,,
8,dronet_kcov$dispatch_8_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH3xKW3xSH2xSW2xPH1xPW1,,,0.083943,ms,83943.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,83943,1,,
9,dronet_kcov$dispatch_9_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC64xOH7xOW7xKH3xKW3xSH1xSW1xPH1xPW1,,,0.057990,ms,57990.000000,0,,spike,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=64;OH=7;OW=7;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,57990,1,,
