dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles
0,dronet$dispatch_0_gemmini_q31_conv2d_s8_N1xIC3xIH112xIW112xOC32xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,3.968350,ms,3968350.000000,0,,firesim,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=32;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,3968350
1,dronet$dispatch_1_gemmini_q31_maxpool2d_s8_N1xC32xIH56xIW56xOH27xOW27xKH3xKW3xSH2xSW2xPH0xPW0xDH1xDW1,,,1.356942,ms,1356942.000000,0,,firesim,maxpool2d_s8,N=1;C=32;IH=56;IW=56;OH=27;OW=27;KH=3;KW=3;SH=2;SW=2;PH=0;PW=0;DH=1;DW=1,1356942
2,dronet$dispatch_2_gemmini_q31_batchnorm2d_s8_N1xC32xH27xW27,,,1.865394,ms,1865394.000000,0,,firesim,batchnorm2d_s8,N=1;C=32;H=27;W=27,1865394
3,dronet$dispatch_3_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH3xKW3xSH2xSW2xPH1xPW1,,,0.680081,ms,680081.000000,0,,firesim,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,680081
4,dronet$dispatch_4_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC32xOH14xOW14xKH3xKW3xSH1xSW1xPH1xPW1,,,0.326436,ms,326436.000000,0,,firesim,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=32;OH=14;OW=14;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,326436
5,dronet$dispatch_5_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH1xKW1xSH2xSW2xPH0xPW0,,,0.587163,ms,587163.000000,0,,firesim,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,587163
6,dronet$dispatch_6_gemmini_q31_add_s8_n6272,,,0.505556,ms,505556.000000,0,,firesim,add_s8,n=6272,505556
7,dronet$dispatch_7_gemmini_q31_batchnorm2d_s8_N1xC32xH14xW14,,,0.516513,ms,516513.000000,0,,firesim,batchnorm2d_s8,N=1;C=32;H=14;W=14,516513
8,dronet$dispatch_8_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH3xKW3xSH2xSW2xPH1xPW1,,,0.201088,ms,201088.000000,0,,firesim,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,201088
9,dronet$dispatch_9_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC64xOH7xOW7xKH3xKW3xSH1xSW1xPH1xPW1,,,0.190338,ms,190338.000000,0,,firesim,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=64;OH=7;OW=7;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,190338
10,dronet$dispatch_10_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH1xKW1xSH2xSW2xPH0xPW0,,,0.160896,ms,160896.000000,0,,firesim,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,160896
11,dronet$dispatch_11_gemmini_q31_add_s8_n3136,,,0.253467,ms,253467.000000,0,,firesim,add_s8,n=3136,253467
12,dronet$dispatch_12_gemmini_q31_batchnorm2d_s8_N1xC64xH7xW7,,,0.263206,ms,263206.000000,0,,firesim,batchnorm2d_s8,N=1;C=64;H=7;W=7,263206
13,dronet$dispatch_13_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC128xOH4xOW4xKH3xKW3xSH2xSW2xPH1xPW1,,,0.159641,ms,159641.000000,0,,firesim,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=128;OH=4;OW=4;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,159641
14,dronet$dispatch_14_gemmini_q31_conv2d_s8_N1xIC128xIH4xIW4xOC128xOH4xOW4xKH3xKW3xSH1xSW1xPH1xPW1,,,0.196290,ms,196290.000000,0,,firesim,conv2d_s8,N=1;IC=128;IH=4;IW=4;OC=128;OH=4;OW=4;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,196290
15,dronet$dispatch_15_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC128xOH4xOW4xKH1xKW1xSH2xSW2xPH0xPW0,,,0.106610,ms,106610.000000,0,,firesim,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=128;OH=4;OW=4;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,106610
16,dronet$dispatch_16_gemmini_q31_add_s8_n2048,,,0.165367,ms,165367.000000,0,,firesim,add_s8,n=2048,165367
17,dronet$dispatch_17_gemmini_q31_relu_s8_n2048,,,0.022624,ms,22624.000000,0,,firesim,relu_s8,n=2048,22624
18,dronet$dispatch_18_gemmini_q31_linear_s8_M1xK2048xN1,,,0.009692,ms,9692.000000,0,,firesim,linear_s8,M=1;K=2048;N=1,9692
19,dronet$dispatch_19_gemmini_q31_linear_s8_M1xK2048xN1,,,0.008964,ms,8964.000000,0,,firesim,linear_s8,M=1;K=2048;N=1,8964
20,dronet$dispatch_20_gemmini_q31_sigmoid_s8_n1,,,0.000816,ms,816.000000,0,,firesim,sigmoid_s8,n=1,816
