dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,dronet_kcov$dispatch_0_gemmini_q31_conv2d_s8_N1xIC3xIH112xIW112xOC32xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,3.463538,ms,3463538.000000,0,,spike,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=32;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,3463538,1,,
1,dronet_kcov$dispatch_1_gemmini_q31_maxpool2d_s8_N1xC32xIH56xIW56xOH27xOW27xKH3xKW3xSH2xSW2xPH0xPW0xDH1xDW1,,,1.241944,ms,1241944.000000,0,,spike,maxpool2d_s8,N=1;C=32;IH=56;IW=56;OH=27;OW=27;KH=3;KW=3;SH=2;SW=2;PH=0;PW=0;DH=1;DW=1,1241944,1,,
2,dronet_kcov$dispatch_2_gemmini_q31_batchnorm2d_s8_N1xC32xH27xW27,,,0.376256,ms,376256.000000,0,,spike,batchnorm2d_s8,N=1;C=32;H=27;W=27,376256,1,,
3,dronet_kcov$dispatch_3_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH3xKW3xSH2xSW2xPH1xPW1,,,0.549976,ms,549976.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,549976,1,,
4,dronet_kcov$dispatch_4_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC32xOH14xOW14xKH3xKW3xSH1xSW1xPH1xPW1,,,0.304597,ms,304597.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=32;OH=14;OW=14;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,304597,1,,
5,dronet_kcov$dispatch_5_gemmini_q31_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH1xKW1xSH2xSW2xPH0xPW0,,,0.504641,ms,504641.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,504641,1,,
6,dronet_kcov$dispatch_6_gemmini_q31_add_s8_n6272,,,0.169041,ms,169041.000000,0,,spike,add_s8,n=6272,169041,1,,
7,dronet_kcov$dispatch_7_gemmini_q31_batchnorm2d_s8_N1xC32xH14xW14,,,0.145378,ms,145378.000000,0,,spike,batchnorm2d_s8,N=1;C=32;H=14;W=14,145378,1,,
8,dronet_kcov$dispatch_8_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH3xKW3xSH2xSW2xPH1xPW1,,,0.205581,ms,205581.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,205581,1,,
9,dronet_kcov$dispatch_9_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC64xOH7xOW7xKH3xKW3xSH1xSW1xPH1xPW1,,,0.164465,ms,164465.000000,0,,spike,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=64;OH=7;OW=7;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,164465,1,,
10,dronet_kcov$dispatch_10_gemmini_q31_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH1xKW1xSH2xSW2xPH0xPW0,,,0.181688,ms,181688.000000,0,,spike,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,181688,1,,
11,dronet_kcov$dispatch_11_gemmini_q31_add_s8_n3136,,,0.086143,ms,86143.000000,0,,spike,add_s8,n=3136,86143,1,,
12,dronet_kcov$dispatch_12_gemmini_q31_batchnorm2d_s8_N1xC64xH7xW7,,,0.052126,ms,52126.000000,0,,spike,batchnorm2d_s8,N=1;C=64;H=7;W=7,52126,1,,
13,dronet_kcov$dispatch_13_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC128xOH4xOW4xKH3xKW3xSH2xSW2xPH1xPW1,,,0.131183,ms,131183.000000,0,,spike,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=128;OH=4;OW=4;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,131183,1,,
14,dronet_kcov$dispatch_14_gemmini_q31_conv2d_s8_N1xIC128xIH4xIW4xOC128xOH4xOW4xKH3xKW3xSH1xSW1xPH1xPW1,,,0.122343,ms,122343.000000,0,,spike,conv2d_s8,N=1;IC=128;IH=4;IW=4;OC=128;OH=4;OW=4;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,122343,1,,
15,dronet_kcov$dispatch_15_gemmini_q31_conv2d_s8_N1xIC64xIH7xIW7xOC128xOH4xOW4xKH1xKW1xSH2xSW2xPH0xPW0,,,0.108760,ms,108760.000000,0,,spike,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=128;OH=4;OW=4;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,108760,1,,
16,dronet_kcov$dispatch_16_gemmini_q31_add_s8_n2048,,,0.057669,ms,57669.000000,0,,spike,add_s8,n=2048,57669,1,,
17,dronet_kcov$dispatch_17_gemmini_q31_relu_s8_n2048,,,0.003610,ms,3610.000000,0,,spike,relu_s8,n=2048,3610,1,,
18,dronet_kcov$dispatch_18_gemmini_q31_linear_s8_M1xK2048xN1,,,0.002585,ms,2585.000000,0,,spike,linear_s8,M=1;K=2048;N=1,2585,1,,
19,dronet_kcov$dispatch_19_gemmini_q31_linear_s8_M1xK2048xN1,,,0.002586,ms,2586.000000,0,,spike,linear_s8,M=1;K=2048;N=1,2586,1,,
20,dronet_kcov$dispatch_20_gemmini_q31_sigmoid_s8_n1,,,0.001197,ms,1197.000000,0,,spike,sigmoid_s8,n=1,1197,1,,
