cell_id,family,pair,arm,solver,ok,solver_status,timed_out,returncode,makespan_pred_ms,num_operations,num_periodic_operations,total_busy_ms,wall_s,build_s,solve_s,mosek_time_s,mip_rel_gap,mip_best_obj,mip_best_bound,num_period_misses,worst_late_ms,util_CPU_P,util_CPU_E,busy_CPU_P_ms,busy_CPU_E_ms,n_CPU_P,n_CPU_E,hw_CPU_P,hw_CPU_E,failure_reason,error
shard__networks_tight_loop_hetero__greedy,tight_loop,hetero,shard,greedy,True,heuristic,,0,77.07119900000001,308,308,140.54782100000006,3.0578114986419678,,,,,,,4,63.42670200000002,0.9023583115659065,0.9212518414304157,69.54583699999999,71.00198400000002,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_hetero__greedy_periodic,tight_loop,hetero,shard,greedy_periodic,True,heuristic,,0,77.07119900000001,308,308,140.54782100000006,3.102720260620117,,,,,,,4,63.42670200000002,0.9023583115659065,0.9212518414304157,69.54583699999999,71.00198400000002,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_hetero__decomposed,tight_loop,hetero,shard,decomposed,True,heuristic,,0,71.08095500000002,308,308,140.70180200000013,4.278042554855347,,,,,,,28,56.608955000000016,0.9863402932613943,0.9931182269568551,70.11000999999999,70.59179200000003,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_hetero__milp,tight_loop,hetero,shard,milp,False,infeasible,False,1,,,,,213.45330595970154,200.0,0.1391,0.07,,,,,,,,,,0,0,,,milp_proved_infeasible,run failed (rc=1) or no schedule json
shard__networks_tight_loop_quad__greedy,tight_loop,quad,shard,greedy,True,heuristic,,0,43.365896,308,308,140.47523500000008,5.438992500305176,,,,,,,4,32.511230000000005,0.8380550928775921,0.7815959227499877,72.68602,67.789215,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_quad__greedy_periodic,tight_loop,quad,shard,greedy_periodic,True,heuristic,,0,43.365896,308,308,140.47523500000008,5.450730323791504,,,,,,,4,32.511230000000005,0.8380550928775921,0.7815959227499877,72.68602,67.789215,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_quad__decomposed,tight_loop,quad,shard,decomposed,True,heuristic,,0,46.59276300000001,308,308,140.35258100000007,8.264057874679565,,,,,,,28,32.72339800000001,0.7919984483427177,0.714164440086972,73.802792,66.54978899999999,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_quad__milp,tight_loop,quad,shard,milp,False,,True,-9,,,,,1200.5495858192444,,,,,,,,,,,,,0,0,,,wall_clock_timeout,run failed (rc=-9) or no schedule json
shard__networks_tight_loop_rvvpair__greedy,tight_loop,rvvpair,shard,greedy,True,heuristic,,0,71.528877,308,308,140.16581200000002,3.697716236114502,,,,,,,4,60.674327000000005,,0.9797847937693753,,140.16581200000002,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_rvvpair__greedy_periodic,tight_loop,rvvpair,shard,greedy_periodic,True,heuristic,,0,71.528877,308,308,140.16581200000002,3.6752982139587402,,,,,,,4,60.674327000000005,,0.9797847937693753,,140.16581200000002,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_rvvpair__decomposed,tight_loop,rvvpair,shard,decomposed,True,heuristic,,0,70.55112,308,308,140.16581200000002,5.438680171966553,,,,,,,28,56.079119999999996,,0.9933634788505131,,140.16581200000002,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_tight_loop_rvvpair__milp,tight_loop,rvvpair,shard,milp,False,infeasible,False,1,,,,,959.3891825675964,920.3,0.2915,0.15,,,,,,,,,,0,0,,,milp_proved_infeasible,run failed (rc=1) or no schedule json
shard__networks_vint_intro_gempair__greedy,vint_intro,gempair,shard,greedy,True,heuristic,,0,4086.6037580000007,669,64,5270.669515000005,4.636830568313599,,,,,,,0,0.0,0.6448716130946209,,5270.6695150000005,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_gempair__greedy_periodic,vint_intro,gempair,shard,greedy_periodic,True,heuristic,,0,4086.6037580000007,669,64,5270.669515000005,4.657354831695557,,,,,,,1,1.8954130000000031,0.644871613094621,,5270.669515000001,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_gempair__decomposed,vint_intro,gempair,shard,decomposed,True,heuristic,,0,4086.6037580000007,669,64,5270.669515000005,3.330904006958008,,,,,,,0,0.0,0.6448716130946209,,5270.6695150000005,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_gempair__milp,vint_intro,gempair,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_intro_hetero__greedy,vint_intro,hetero,shard,greedy,True,heuristic,,0,4472.2742219999955,669,64,5195.750968000007,4.151636600494385,,,,,,,0,0.0,0.9814908167766652,0.18027850014962718,4389.4960790000005,806.2548889999999,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_hetero__greedy_periodic,vint_intro,hetero,shard,greedy_periodic,True,heuristic,,0,4472.389936999995,669,64,5195.799998000007,4.137113332748413,,,,,,,0,0.0,0.9814912956683018,0.18025892539700542,4389.611794,806.1882039999999,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_hetero__decomposed,vint_intro,hetero,shard,decomposed,True,heuristic,,0,4472.2742219999955,669,64,5195.750968000007,3.347716808319092,,,,,,,0,0.0,0.9814908167766652,0.18027850014962718,4389.4960790000005,806.2548889999999,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_hetero__milp,vint_intro,hetero,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_intro_quad__greedy,vint_intro,quad,shard,greedy,True,heuristic,,0,3844.6859930000014,669,64,5098.141806000006,5.648869037628174,,,,,,,0,0.0,0.5894512429951779,0.07356022468802954,4532.509875000002,565.6319310000001,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_quad__greedy_periodic,vint_intro,quad,shard,greedy_periodic,True,heuristic,,0,3844.6859930000014,669,64,5098.141806000006,5.648385047912598,,,,,,,0,0.0,0.5894512429951779,0.07356022468802952,4532.509875000002,565.631931,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_quad__decomposed,vint_intro,quad,shard,decomposed,True,heuristic,,0,3844.6859930000014,669,64,5098.141806000006,3.3039889335632324,,,,,,,0,0.0,0.5894512429951779,0.07356022468802954,4532.509875000002,565.6319310000001,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_quad__milp,vint_intro,quad,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_intro_rvvpair__greedy,vint_intro,rvvpair,shard,greedy,True,heuristic,,0,12234.593211999992,669,64,17023.27126799999,4.7313549518585205,,,,,,,0,0.0,,0.6957023814777569,,17023.271267999986,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_rvvpair__greedy_periodic,vint_intro,rvvpair,shard,greedy_periodic,True,heuristic,,0,12234.593211999992,669,64,17023.27126799999,4.803879976272583,,,,,,,0,0.0,,0.695702381477757,,17023.27126799999,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_rvvpair__decomposed,vint_intro,rvvpair,shard,decomposed,True,heuristic,,0,12234.593211999992,669,64,17023.27126799999,3.324676990509033,,,,,,,0,0.0,,0.6957023814777569,,17023.271267999986,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_intro_rvvpair__milp,vint_intro,rvvpair,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_multi_gempair__greedy,vint_multi,gempair,shard,greedy,True,heuristic,,0,4106.564548000001,801,196,5282.87553500001,5.957803726196289,,,,,,,0,0.0,0.6432232433279168,,5282.875535000003,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_gempair__greedy_periodic,vint_multi,gempair,shard,greedy_periodic,True,heuristic,,0,4106.564548000001,801,196,5282.87553500001,5.982371807098389,,,,,,,3,6.497405999999998,0.643223243327917,,5282.875535000005,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_gempair__decomposed,vint_multi,gempair,shard,decomposed,True,heuristic,,0,4106.569822000001,801,196,5282.87553500001,4.0540032386779785,,,,,,,0,0.0,0.6432224172468972,,5282.875535000003,,2,0,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_gempair__milp,vint_multi,gempair,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_multi_hetero__greedy,vint_multi,hetero,shard,greedy,True,heuristic,,0,4546.946558999996,801,196,5210.4709119999925,5.113149404525757,,,,,,,0,0.0,0.9673761795800333,0.17855127841629007,4398.607790999995,811.8631210000004,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_hetero__greedy_periodic,vint_multi,hetero,shard,greedy_periodic,True,heuristic,,0,4546.946558999996,801,196,5213.679462000001,5.090730905532837,,,,,,,7,101.44220599999998,0.9675852280013575,0.17904787937051303,4399.558322999999,814.1211390000007,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_hetero__decomposed,vint_multi,hetero,shard,decomposed,True,heuristic,,0,4546.672447999997,801,196,5213.597382999994,3.936016321182251,,,,,,,0,0.0,0.967692034409777,0.17899214894136156,4399.778710999998,813.8186720000003,1,1,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_hetero__milp,vint_multi,hetero,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_multi_quad__greedy,vint_multi,quad,shard,greedy,True,heuristic,,0,4010.631018000003,801,196,5105.692298999996,7.723150014877319,,,,,,,0,0.0,0.568561117506422,0.06795870644213914,4560.577707000001,545.1145919999998,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_quad__greedy_periodic,vint_multi,quad,shard,greedy_periodic,True,heuristic,,0,4010.631018000003,801,196,5112.740289999994,7.991497993469238,,,,,,,0,0.0,0.5682800758212254,0.06911841173019116,4558.323398,554.4168919999998,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_quad__decomposed,vint_multi,quad,shard,decomposed,True,heuristic,,0,4010.540059000003,801,196,5105.974515999995,4.233630657196045,,,,,,,0,0.0,0.5685525634840686,0.06801688113994715,4560.405662999999,545.5688529999996,2,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_quad__milp,vint_multi,quad,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
shard__networks_vint_multi_rvvpair__greedy,vint_multi,rvvpair,shard,greedy,True,heuristic,,0,12334.900277999994,801,196,17063.371575999954,5.918812990188599,,,,,,,0,0.0,,0.6916704307060155,,17063.371576000012,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_rvvpair__greedy_periodic,vint_multi,rvvpair,shard,greedy_periodic,True,heuristic,,0,12334.900277999994,801,196,17063.371575999954,6.0530006885528564,,,,,,,0,0.0,,0.6916704307060152,,17063.371576000005,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_rvvpair__decomposed,vint_multi,rvvpair,shard,decomposed,True,heuristic,,0,12334.900277999994,801,196,17063.371575999954,3.8112664222717285,,,,,,,0,0.0,,0.6916704307060151,,17063.371576,0,2,gemmini_q31,V256D128_rvv,,
shard__networks_vint_multi_rvvpair__milp,vint_multi,rvvpair,shard,milp,False,,,,,,,,,,,,,,,,,,,,,0,0,,,not_attempted_budget,not_attempted_budget
