arm,family,pair,num_operations,ops_consistent,greedy_makespan_ms,greedy_periodic_makespan_ms,decomposed_makespan_ms,milp_makespan_ms,greedy_improvement_pct,greedy_periodic_improvement_pct,decomposed_improvement_pct,milp_improvement_pct,greedy_wall_s,greedy_periodic_wall_s,decomposed_wall_s,milp_wall_s,greedy_status,greedy_periodic_status,decomposed_status,milp_status,greedy_period_misses,greedy_periodic_period_misses,decomposed_period_misses,milp_period_misses,greedy_comparable,greedy_periodic_comparable,decomposed_comparable,milp_comparable,greedy_ops,greedy_periodic_ops,decomposed_ops,milp_ops,best_solver,best_improvement_pct
shard,scale_ladder,gempair,211,True,73.72996300000001,73.72996300000001,73.72996300000001,,0.0,0.0,0.0,,2.1922154426574707,2.213900566101074,1.7201814651489258,1200.7569918632507,heuristic,heuristic,heuristic,FAILED,0,0,0,,True,True,True,,211,211,211,,greedy,0.0
shard,scale_ladder,hetero,211,True,68.528527,68.528527,68.528527,118.16260436698428,0.0,0.0,0.0,-72.42834413613514,2.061197519302368,2.0799524784088135,1.7399325370788574,531.8345265388489,heuristic,heuristic,heuristic,optimal_inaccurate,0,0,0,0,True,True,True,True,211,211,211,211,greedy,0.0
shard,scale_ladder,quad,211,True,56.632367,56.632367,56.632367,,0.0,0.0,0.0,,2.6818978786468506,2.7377867698669434,1.7179460525512695,571.1667151451111,heuristic,heuristic,heuristic,FAILED,0,0,0,,True,True,True,,211,211,211,,greedy,0.0
shard,scale_ladder,rvvpair,211,True,74.792667,74.792667,74.792667,,0.0,0.0,0.0,,2.223867416381836,2.2183938026428223,1.7159450054168701,1200.838460445404,heuristic,heuristic,heuristic,FAILED,0,0,0,,True,True,True,,211,211,211,,greedy,0.0
shard,tight_loop,gempair,308,True,71.89040300000002,71.89040300000002,71.05814200000005,,0.0,0.0,1.1576802539275985,,3.705648422241211,3.699420690536499,6.258405685424805,956.4325349330902,heuristic,heuristic,heuristic,infeasible,4,4,28,,True,True,True,,308,308,308,,decomposed,1.1576802539275985
shard,tight_loop,hetero,308,True,77.07119900000001,77.07119900000001,71.08095500000002,,0.0,0.0,7.772350862220256,,3.0578114986419678,3.102720260620117,4.278042554855347,213.45330595970154,heuristic,heuristic,heuristic,infeasible,4,4,28,,True,True,True,,308,308,308,,decomposed,7.772350862220256
shard,tight_loop,quad,308,True,43.365896,43.365896,46.59276300000001,,0.0,0.0,-7.44102462451142,,5.438992500305176,5.450730323791504,8.264057874679565,1200.5495858192444,heuristic,heuristic,heuristic,FAILED,4,4,28,,True,True,True,,308,308,308,,greedy,0.0
shard,tight_loop,rvvpair,308,True,71.528877,71.528877,70.55112,,0.0,0.0,1.3669402358994074,,3.697716236114502,3.6752982139587402,5.438680171966553,959.3891825675964,heuristic,heuristic,heuristic,infeasible,4,4,28,,True,True,True,,308,308,308,,decomposed,1.3669402358994074
shard,vint_intro,gempair,669,True,4086.6037580000007,4086.6037580000007,4086.6037580000007,,0.0,0.0,0.0,,4.636830568313599,4.657354831695557,3.330904006958008,,heuristic,heuristic,heuristic,FAILED,0,1,0,,True,True,True,,669,669,669,,greedy,0.0
shard,vint_intro,hetero,669,True,4472.2742219999955,4472.389936999995,4472.2742219999955,,0.0,-0.0025873860648053374,0.0,,4.151636600494385,4.137113332748413,3.347716808319092,,heuristic,heuristic,heuristic,FAILED,0,0,0,,True,True,True,,669,669,669,,greedy,0.0
