entry_id,network,instance,dispatch_id,op,name,kind,hart,actual_start_ms,actual_end_ms,actual_duration_ms
35,yolov8_nano,0,35,,,gemmini_q31,0,365.492000,365.973000,0.481000
36,yolov8_nano,0,36,,,gemmini_q31,0,365.973000,367.667000,1.694000
37,yolov8_nano,0,37,,,gemmini_q31,0,367.667000,368.136000,0.469000
38,yolov8_nano,0,38,,,gemmini_q31,0,368.136000,369.795000,1.659000
39,yolov8_nano,0,39,,,gemmini_q31,0,369.796000,370.008000,0.212000
40,yolov8_nano,0,40,,,gemmini_q31,0,370.008000,370.489000,0.481000
41,yolov8_nano,0,41,,,gemmini_q31,0,370.489000,372.203000,1.714000
42,yolov8_nano,0,42,,,gemmini_q31,0,372.203000,372.670000,0.467000
43,yolov8_nano,0,43,,,gemmini_q31,0,372.670000,374.387000,1.717000
44,yolov8_nano,0,44,,,gemmini_q31,0,374.387000,374.598000,0.211000
45,yolov8_nano,0,45,,,gemmini_q31,0,374.598000,374.884000,0.286000
46,yolov8_nano,0,46,,,gemmini_q31,0,374.885000,375.868000,0.983000
47,yolov8_nano,0,47,,,gemmini_q31,0,375.868000,379.259000,3.391000
48,yolov8_nano,0,48,,,gemmini_q31,0,379.259000,379.763000,0.504000
49,yolov8_nano,0,49,,,gemmini_q31,0,379.764000,381.485000,1.721000
50,yolov8_nano,0,50,,,gemmini_q31,0,381.486000,381.819000,0.333000
51,yolov8_nano,0,51,,,gemmini_q31,0,381.820000,383.571000,1.751000
52,yolov8_nano,0,52,,,gemmini_q31,0,383.571000,383.818000,0.247000
53,yolov8_nano,0,53,,,gemmini_q31,0,383.818000,384.646000,0.828000
54,yolov8_nano,0,54,,,gemmini_q31,0,384.647000,384.882000,0.235000
55,yolov8_nano,0,55,,,gemmini_q31,0,384.882000,385.710000,0.828000
56,yolov8_nano,0,56,,,gemmini_q31,0,385.711000,385.821000,0.110000
57,yolov8_nano,0,57,,,gemmini_q31,0,385.821000,385.931000,0.110000
58,yolov8_nano,0,58,,,gemmini_q31,0,385.931000,386.303000,0.372000
59,yolov8_nano,0,59,,,gemmini_q31,0,386.303000,388.015000,1.712000
60,yolov8_nano,0,60,,,gemmini_q31,0,388.015000,388.199000,0.184000
61,yolov8_nano,0,61,,,gemmini_q31,0,388.199000,389.107000,0.908000
62,yolov8_nano,0,62,,,gemmini_q31,0,389.107000,390.399000,1.292000
63,yolov8_nano,0,63,,,gemmini_q31,0,390.400000,391.669000,1.269000
64,yolov8_nano,0,64,,,gemmini_q31,0,391.669000,392.901000,1.232000
65,yolov8_nano,0,65,,,gemmini_q31,0,392.901000,393.030000,0.129000
66,yolov8_nano,0,66,,,gemmini_q31,0,393.030000,393.445000,0.415000
67,yolov8_nano,0,67,,,gemmini_q31,0,393.445000,395.160000,1.715000
68,yolov8_nano,0,68,,,gemmini_q31,0,395.160000,395.933000,0.773000
69,yolov8_nano,0,69,,,gemmini_q31,0,395.933000,396.331000,0.398000
70,yolov8_nano,0,70,,,gemmini_q31,0,396.331000,397.621000,1.290000
71,yolov8_nano,0,71,,,gemmini_q31,0,397.622000,401.017000,3.395000
72,yolov8_nano,0,72,,,gemmini_q31,0,401.017000,401.500000,0.483000
73,yolov8_nano,0,73,,,gemmini_q31,0,401.500000,403.197000,1.697000
74,yolov8_nano,0,74,,,gemmini_q31,0,403.197000,403.671000,0.474000
75,yolov8_nano,0,75,,,gemmini_q31,0,403.671000,405.363000,1.692000
76,yolov8_nano,0,76,,,gemmini_q31,0,405.363000,405.573000,0.210000
77,yolov8_nano,0,77,,,gemmini_q31,0,405.573000,406.368000,0.795000
78,yolov8_nano,0,78,,,gemmini_q31,0,406.369000,409.671000,3.302000
79,yolov8_nano,0,79,,,gemmini_q31,0,409.672000,410.860000,1.188000
80,yolov8_nano,0,80,,,gemmini_q31,0,410.861000,411.698000,0.837000
81,yolov8_nano,0,81,,,gemmini_q31,0,411.698000,413.552000,1.854000
82,yolov8_nano,0,82,,,gemmini_q31,0,413.552000,420.385000,6.833000
83,yolov8_nano,0,83,,,gemmini_q31,0,420.385000,421.457000,1.072000
84,yolov8_nano,0,84,,,gemmini_q31,0,421.457000,424.839000,3.382000
85,yolov8_nano,0,85,,,gemmini_q31,0,424.839000,425.890000,1.051000
86,yolov8_nano,0,86,,,gemmini_q31,0,425.890000,429.283000,3.393000
87,yolov8_nano,0,87,,,gemmini_q31,0,429.283000,429.701000,0.418000
88,yolov8_nano,0,88,,,gemmini_q31,0,429.701000,431.144000,1.443000
89,yolov8_nano,0,89,,,gemmini_q31,0,431.145000,437.900000,6.755000
90,yolov8_nano,0,90,,,gemmini_q31,0,437.901000,438.528000,0.627000
91,yolov8_nano,0,91,,,gemmini_q31,0,438.529000,440.226000,1.697000
92,yolov8_nano,0,92,,,gemmini_q31,0,440.226000,440.439000,0.213000
93,yolov8_nano,0,93,,,gemmini_q31,0,440.439000,441.238000,0.799000
94,yolov8_nano,0,94,,,gemmini_q31,0,441.238000,444.566000,3.328000
95,yolov8_nano,0,95,,,gemmini_q31,0,444.566000,445.049000,0.483000
96,yolov8_nano,0,96,,,gemmini_q31,0,445.049000,446.724000,1.675000
97,yolov8_nano,0,97,,,gemmini_q31,0,446.724000,447.196000,0.472000
98,yolov8_nano,0,98,,,gemmini_q31,0,447.196000,448.909000,1.713000
99,yolov8_nano,0,99,,,gemmini_q31,0,448.909000,449.119000,0.210000
100,yolov8_nano,0,100,,,gemmini_q31,0,449.119000,449.923000,0.804000
101,yolov8_nano,0,101,,,gemmini_q31,0,449.923000,453.271000,3.348000
102,yolov8_nano,0,102,,,gemmini_q31,0,453.272000,453.599000,0.327000
103,yolov8_nano,0,103,,,gemmini_q31,0,453.599000,454.442000,0.843000
104,yolov8_nano,0,104,,,gemmini_q31,0,454.442000,454.550000,0.108000
105,yolov8_nano,0,105,,,gemmini_q31,0,454.550000,454.916000,0.366000
106,yolov8_nano,0,106,,,gemmini_q31,0,454.917000,456.624000,1.707000
107,yolov8_nano,0,107,,,gemmini_q31,0,456.624000,456.872000,0.248000
108,yolov8_nano,0,108,,,gemmini_q31,0,456.872000,457.741000,0.869000
109,yolov8_nano,0,109,,,gemmini_q31,0,457.741000,457.983000,0.242000
110,yolov8_nano,0,110,,,gemmini_q31,0,457.983000,458.852000,0.869000
111,yolov8_nano,0,111,,,gemmini_q31,0,458.853000,458.958000,0.105000
112,yolov8_nano,0,112,,,gemmini_q31,0,458.958000,459.328000,0.370000
113,yolov8_nano,0,113,,,gemmini_q31,0,459.329000,461.016000,1.687000
114,yolov8_nano,0,114,,,gemmini_q31,0,461.016000,462.918000,1.902000
115,yolov8_nano,0,115,,,gemmini_q31,0,462.918000,469.700000,6.782000
116,yolov8_nano,0,116,,,gemmini_q31,0,469.701000,471.551000,1.850000
117,yolov8_nano,0,117,,,gemmini_q31,0,471.552000,478.490000,6.938000
118,yolov8_nano,0,118,,,gemmini_q31,0,478.490000,479.815000,1.325000
119,yolov8_nano,0,119,,,gemmini_q31,0,479.815000,481.987000,2.172000
120,yolov8_nano,0,120,,,gemmini_q31,0,481.988000,490.424000,8.436000
121,yolov8_nano,0,121,,,gemmini_q31,0,490.424000,492.610000,2.186000
122,yolov8_nano,0,122,,,gemmini_q31,0,492.610000,501.414000,8.804000
123,yolov8_nano,0,123,,,gemmini_q31,0,501.415000,503.134000,1.719000
124,yolov8_nano,0,124,,,gemmini_q31,0,503.134000,503.731000,0.597000
125,yolov8_nano,0,125,,,gemmini_q31,0,503.732000,504.366000,0.634000
126,yolov8_nano,0,126,,,gemmini_q31,0,504.367000,506.090000,1.723000
127,yolov8_nano,0,127,,,gemmini_q31,0,506.090000,506.563000,0.473000
128,yolov8_nano,0,128,,,gemmini_q31,0,506.563000,508.334000,1.771000
129,yolov8_nano,0,129,,,gemmini_q31,0,508.335000,508.671000,0.336000
130,yolov8_nano,0,130,,,gemmini_q31,0,508.671000,509.377000,0.706000
131,yolov8_nano,0,131,,,gemmini_q31,0,509.377000,511.446000,2.069000
132,yolov8_nano,0,132,,,gemmini_q31,0,511.446000,512.003000,0.557000
133,yolov8_nano,0,133,,,gemmini_q31,0,512.003000,514.125000,2.122000
134,yolov8_nano,0,134,,,gemmini_q31,0,514.125000,514.558000,0.433000
135,yolov8_nano,0,135,,,gemmini_q31,0,514.558000,514.709000,0.151000
136,yolov8_nano,0,136,,,gemmini_q31,0,514.709000,514.966000,0.257000
137,yolov8_nano,0,137,,,gemmini_q31,0,514.966000,515.405000,0.439000
138,yolov8_nano,0,138,,,gemmini_q31,0,515.405000,515.526000,0.121000
139,yolov8_nano,0,139,,,gemmini_q31,0,515.526000,515.967000,0.441000
140,yolov8_nano,0,140,,,gemmini_q31,0,515.967000,516.052000,0.085000
141,yolov8_nano,0,141,,,gemmini_q31,0,516.052000,516.325000,0.273000
142,yolov8_nano,0,142,,,gemmini_q31,0,516.325000,516.854000,0.529000
143,yolov8_nano,0,143,,,gemmini_q31,0,516.854000,516.998000,0.144000
144,yolov8_nano,0,144,,,gemmini_q31,0,516.999000,517.542000,0.543000
145,yolov8_nano,0,145,,,gemmini_q31,0,517.542000,517.650000,0.108000
146,yolov8_nano,0,146,,,gemmini_q31,0,517.650000,517.690000,0.040000
147,dronet,0,0,,,rvv,2,517.720000,519.244000,1.524000
148,dronet,0,1,,,rvv,2,519.244000,519.468000,0.224000
149,dronet,0,2,,,rvv,2,519.468000,519.500000,0.032000
150,dronet,0,3,,,rvv,2,519.500000,520.344000,0.844000
151,dronet,0,4,,,rvv,2,520.344000,521.181000,0.837000
152,dronet,0,5,,,rvv,2,521.181000,521.362000,0.181000
153,dronet,0,6,,,rvv,2,521.362000,521.374000,0.012000
154,dronet,0,7,,,rvv,2,521.374000,521.383000,0.009000
155,dronet,0,8,,,rvv,2,521.384000,521.965000,0.581000
156,dronet,0,9,,,rvv,2,521.965000,523.072000,1.107000
157,dronet,0,10,,,rvv,2,523.072000,523.185000,0.113000
158,dronet,0,11,,,rvv,2,523.186000,523.192000,0.006000
159,dronet,0,12,,,rvv,2,523.192000,523.198000,0.006000
160,dronet,0,13,,,rvv,2,523.198000,523.852000,0.654000
161,dronet,0,14,,,rvv,2,523.852000,525.146000,1.294000
162,dronet,0,15,,,rvv,2,525.146000,525.237000,0.091000
163,dronet,0,16,,,rvv,2,525.237000,525.241000,0.004000
164,dronet,0,17,,,rvv,2,525.242000,525.242000,0.000000
165,dronet,0,18,,,rvv,2,525.242000,525.245000,0.003000
166,dronet,0,19,,,rvv,2,525.245000,525.247000,0.002000
167,dronet,0,20,,,rvv,2,525.247000,525.248000,0.001000
