arm,hart,variant,dir,group,N,C,H,W,bytes,cold,warm,err
C,3,rvv_seg,h2n,spec,1,7,5,3,105,361,102,0
C,3,rvv_seg,n2h,csweep,1,2,112,56,12544,6370,6264,0
C,3,rvv_seg,h2n,csweep,1,2,112,56,12544,6456,6279,0
C,3,rvv_seg,n2h,csweep,1,3,112,37,12432,4504,4436,0
C,3,rvv_seg,h2n,csweep,1,3,112,37,12432,4964,4766,0
C,3,rvv_seg,n2h,csweep,1,4,56,56,12544,3344,3142,0
C,3,rvv_seg,h2n,csweep,1,4,56,56,12544,4151,3949,0
C,3,rvv_seg,n2h,csweep,1,7,56,32,12544,3501,3270,0
C,3,rvv_seg,h2n,csweep,1,7,56,32,12544,4685,4351,0
C,3,rvv_seg,n2h,csweep,1,8,56,28,12544,2787,2248,0
C,3,rvv_seg,h2n,csweep,1,8,56,28,12544,3789,3493,0
C,3,rvv_seg,n2h,csweep,1,16,28,28,12544,15356,14757,0
C,3,rvv_seg,h2n,csweep,1,16,28,28,12544,15269,15035,0
C,3,rvv_seg,n2h,csweep,1,32,28,14,12544,14829,14298,0
C,3,rvv_seg,h2n,csweep,1,32,28,14,12544,15080,14854,0
C,3,rvv_seg,n2h,csweep,1,64,14,14,12544,14720,14303,0
C,3,rvv_seg,h2n,csweep,1,64,14,14,12544,15262,15171,0
C,3,rvv_seg,n2h,csweep,1,128,14,7,12544,14687,14304,0
C,3,rvv_seg,h2n,csweep,1,128,14,7,12544,15212,15070,0
D,0,ref_scalar,n2h,spec,1,3,112,112,37632,345419,335449,0
D,0,ref_scalar,h2n,spec,1,3,112,112,37632,288137,286586,0
D,0,ref_scalar,n2h,spec,1,32,56,56,100352,2055932,2034655,0
D,0,ref_scalar,h2n,spec,1,32,56,56,100352,1419405,1402095,0
D,0,ref_scalar,n2h,spec,1,32,27,27,23328,374411,367610,0
D,0,ref_scalar,h2n,spec,1,32,27,27,23328,270700,269843,0
D,0,ref_scalar,n2h,spec,1,32,14,14,6272,60782,60196,0
D,0,ref_scalar,h2n,spec,1,32,14,14,6272,53866,53678,0
D,0,ref_scalar,n2h,spec,1,64,7,7,3136,31156,30974,0
D,0,ref_scalar,h2n,spec,1,64,7,7,3136,27998,27953,0
D,0,ref_scalar,n2h,spec,1,128,4,4,2048,24307,24256,0
D,0,ref_scalar,h2n,spec,1,128,4,4,2048,22619,22146,0
D,0,ref_scalar,n2h,spec,1,1,1,1,1,183,177,0
D,0,ref_scalar,h2n,spec,1,1,1,1,1,184,175,0
D,0,ref_scalar,n2h,spec,1,7,5,3,105,1534,1516,0
D,0,ref_scalar,h2n,spec,1,7,5,3,105,1499,1455,0
D,0,ref_scalar,n2h,csweep,1,2,112,56,12544,101102,98080,0
D,0,ref_scalar,h2n,csweep,1,2,112,56,12544,86934,85472,0
D,0,ref_scalar,n2h,csweep,1,3,112,37,12432,104442,100796,0
D,0,ref_scalar,h2n,csweep,1,3,112,37,12432,88758,87402,0
D,0,ref_scalar,n2h,csweep,1,4,56,56,12544,104767,100555,0
D,0,ref_scalar,h2n,csweep,1,4,56,56,12544,87732,86953,0
D,0,ref_scalar,n2h,csweep,1,7,56,32,12544,108940,104005,0
D,0,ref_scalar,h2n,csweep,1,7,56,32,12544,91083,90350,0
D,0,ref_scalar,n2h,csweep,1,8,56,28,12544,111789,104847,0
D,0,ref_scalar,h2n,csweep,1,8,56,28,12544,91702,91285,0
D,0,ref_scalar,n2h,csweep,1,16,28,28,12544,111431,104693,0
D,0,ref_scalar,h2n,csweep,1,16,28,28,12544,92454,91846,0
D,0,ref_scalar,n2h,csweep,1,32,28,14,12544,121045,113923,0
D,0,ref_scalar,h2n,csweep,1,32,28,14,12544,100679,99702,0
D,0,ref_scalar,n2h,csweep,1,64,14,14,12544,121803,114550,0
D,0,ref_scalar,h2n,csweep,1,64,14,14,12544,101608,100453,0
D,0,ref_scalar,n2h,csweep,1,128,14,7,12544,121184,117766,0
D,0,ref_scalar,h2n,csweep,1,128,14,7,12544,106858,104563,0
D,0,gem_tb32,n2h,spec,1,3,112,112,37632,292202,289797,0
D,0,gem_tb32,h2n,spec,1,3,112,112,37632,292404,290367,0
D,0,gem_tb32,n2h,spec,1,32,56,56,100352,790140,774978,0
D,0,gem_tb32,h2n,spec,1,32,56,56,100352,788412,779390,0
D,0,gem_tb32,n2h,spec,1,32,27,27,23328,183903,175396,0
D,0,gem_tb32,h2n,spec,1,32,27,27,23328,178399,175150,0
D,0,gem_tb32,n2h,spec,1,32,14,14,6272,49418,47571,0
D,0,gem_tb32,h2n,spec,1,32,14,14,6272,48815,48314,0
D,0,gem_tb32,n2h,spec,1,64,7,7,3136,24481,24049,0
D,0,gem_tb32,h2n,spec,1,64,7,7,3136,24293,24220,0
D,0,gem_tb32,n2h,spec,1,128,4,4,2048,16093,16123,0
D,0,gem_tb32,h2n,spec,1,128,4,4,2048,16254,16227,0
D,0,gem_tb32,n2h,spec,1,1,1,1,1,276,221,0
D,0,gem_tb32,h2n,spec,1,1,1,1,1,322,222,0
D,0,gem_tb32,n2h,spec,1,7,5,3,105,1028,980,0
D,0,gem_tb32,h2n,spec,1,7,5,3,105,1073,1062,0
D,0,gem_tb32,n2h,csweep,1,2,112,56,12544,93130,91098,0
D,0,gem_tb32,h2n,csweep,1,2,112,56,12544,91943,90788,0
D,0,gem_tb32,n2h,csweep,1,3,112,37,12432,90525,89004,0
D,0,gem_tb32,h2n,csweep,1,3,112,37,12432,89843,89012,0
D,0,gem_tb32,n2h,csweep,1,4,56,56,12544,90364,87993,0
D,0,gem_tb32,h2n,csweep,1,4,56,56,12544,88684,87765,0
D,0,gem_tb32,n2h,csweep,1,7,56,32,12544,89205,86545,0
D,0,gem_tb32,h2n,csweep,1,7,56,32,12544,87340,86924,0
D,0,gem_tb32,n2h,csweep,1,8,56,28,12544,88884,86426,0
D,0,gem_tb32,h2n,csweep,1,8,56,28,12544,87003,86462,0
D,0,gem_tb32,n2h,csweep,1,16,28,28,12544,88767,85738,0
D,0,gem_tb32,h2n,csweep,1,16,28,28,12544,86740,86335,0
D,0,gem_tb32,n2h,csweep,1,32,28,14,12544,89879,86774,0
D,0,gem_tb32,h2n,csweep,1,32,28,14,12544,87903,86933,0
D,0,gem_tb32,n2h,csweep,1,64,14,14,12544,92708,89029,0
D,0,gem_tb32,h2n,csweep,1,64,14,14,12544,91190,89746,0
D,0,gem_tb32,n2h,csweep,1,128,14,7,12544,93252,89655,0
D,0,gem_tb32,h2n,csweep,1,128,14,7,12544,93810,90991,0
D,2,ref_scalar,n2h,spec,1,3,112,112,37632,336896,333869,0
D,2,ref_scalar,h2n,spec,1,3,112,112,37632,288400,284731,0
D,2,ref_scalar,n2h,spec,1,32,56,56,100352,2047112,2033991,0
D,2,ref_scalar,h2n,spec,1,32,56,56,100352,1417059,1401632,0
D,2,ref_scalar,n2h,spec,1,32,27,27,23328,375680,365378,0
D,2,ref_scalar,h2n,spec,1,32,27,27,23328,270799,268670,0
D,2,ref_scalar,n2h,spec,1,32,14,14,6272,60175,60047,0
D,2,ref_scalar,h2n,spec,1,32,14,14,6272,53517,53041,0
D,2,ref_scalar,n2h,spec,1,64,7,7,3136,31450,30977,0
D,2,ref_scalar,h2n,spec,1,64,7,7,3136,27915,27721,0
D,2,ref_scalar,n2h,spec,1,128,4,4,2048,24305,24203,0
D,2,ref_scalar,h2n,spec,1,128,4,4,2048,22544,22130,0
D,2,ref_scalar,n2h,spec,1,1,1,1,1,226,177,0
D,2,ref_scalar,h2n,spec,1,1,1,1,1,183,179,0
D,2,ref_scalar,n2h,spec,1,7,5,3,105,1646,1556,0
D,2,ref_scalar,h2n,spec,1,7,5,3,105,1456,1455,0
D,2,ref_scalar,n2h,csweep,1,2,112,56,12544,101340,97995,0
D,2,ref_scalar,h2n,csweep,1,2,112,56,12544,86589,85474,0
D,2,ref_scalar,n2h,csweep,1,3,112,37,12432,104326,100393,0
D,2,ref_scalar,h2n,csweep,1,3,112,37,12432,88699,87682,0
D,2,ref_scalar,n2h,csweep,1,4,56,56,12544,104697,99915,0
D,2,ref_scalar,h2n,csweep,1,4,56,56,12544,87607,86876,0
D,2,ref_scalar,n2h,csweep,1,7,56,32,12544,109800,104119,0
D,2,ref_scalar,h2n,csweep,1,7,56,32,12544,90974,90188,0
D,2,ref_scalar,n2h,csweep,1,8,56,28,12544,110817,104914,0
D,2,ref_scalar,h2n,csweep,1,8,56,28,12544,92175,91418,0
D,2,ref_scalar,n2h,csweep,1,16,28,28,12544,111973,105166,0
D,2,ref_scalar,h2n,csweep,1,16,28,28,12544,92789,91871,0
D,2,ref_scalar,n2h,csweep,1,32,28,14,12544,120267,113061,0
D,2,ref_scalar,h2n,csweep,1,32,28,14,12544,100309,100099,0
D,2,ref_scalar,n2h,csweep,1,64,14,14,12544,122247,113724,0
D,2,ref_scalar,h2n,csweep,1,64,14,14,12544,101720,100738,0
D,2,ref_scalar,n2h,csweep,1,128,14,7,12544,121240,117175,0
D,2,ref_scalar,h2n,csweep,1,128,14,7,12544,106080,104381,0
D,2,gem_tb32,n2h,spec,1,3,112,112,37632,292704,290422,0
D,2,gem_tb32,h2n,spec,1,3,112,112,37632,292063,290633,0
D,2,gem_tb32,n2h,spec,1,32,56,56,100352,789539,774766,0
D,2,gem_tb32,h2n,spec,1,32,56,56,100352,790565,779148,0
D,2,gem_tb32,n2h,spec,1,32,27,27,23328,184767,175446,0
D,2,gem_tb32,h2n,spec,1,32,27,27,23328,176412,175994,0
D,2,gem_tb32,n2h,spec,1,32,14,14,6272,48202,48136,0
D,2,gem_tb32,h2n,spec,1,32,14,14,6272,48576,48425,0
D,2,gem_tb32,n2h,spec,1,64,7,7,3136,24601,23913,0
D,2,gem_tb32,h2n,spec,1,64,7,7,3136,24314,24130,0
D,2,gem_tb32,n2h,spec,1,128,4,4,2048,16207,16259,0
D,2,gem_tb32,h2n,spec,1,128,4,4,2048,16445,16187,0
D,2,gem_tb32,n2h,spec,1,1,1,1,1,329,261,0
D,2,gem_tb32,h2n,spec,1,1,1,1,1,279,222,0
D,2,gem_tb32,n2h,spec,1,7,5,3,105,1120,1060,0
D,2,gem_tb32,h2n,spec,1,7,5,3,105,1113,1022,0
D,2,gem_tb32,n2h,csweep,1,2,112,56,12544,93075,91163,0
D,2,gem_tb32,h2n,csweep,1,2,112,56,12544,91881,90932,0
D,2,gem_tb32,n2h,csweep,1,3,112,37,12432,90692,88382,0
D,2,gem_tb32,h2n,csweep,1,3,112,37,12432,90067,89072,0
D,2,gem_tb32,n2h,csweep,1,4,56,56,12544,90275,87964,0
D,2,gem_tb32,h2n,csweep,1,4,56,56,12544,88648,88067,0
D,2,gem_tb32,n2h,csweep,1,7,56,32,12544,89053,86594,0
D,2,gem_tb32,h2n,csweep,1,7,56,32,12544,87401,86820,0
D,2,gem_tb32,n2h,csweep,1,8,56,28,12544,89167,86531,0
D,2,gem_tb32,h2n,csweep,1,8,56,28,12544,87334,86496,0
D,2,gem_tb32,n2h,csweep,1,16,28,28,12544,88893,86031,0
D,2,gem_tb32,h2n,csweep,1,16,28,28,12544,87116,86220,0
D,2,gem_tb32,n2h,csweep,1,32,28,14,12544,90082,86603,0
D,2,gem_tb32,h2n,csweep,1,32,28,14,12544,88126,87295,0
D,2,gem_tb32,n2h,csweep,1,64,14,14,12544,92471,88937,0
D,2,gem_tb32,h2n,csweep,1,64,14,14,12544,91831,90111,0
D,2,gem_tb32,n2h,csweep,1,128,14,7,12544,93551,89479,0
D,2,gem_tb32,h2n,csweep,1,128,14,7,12544,93399,91299,0
D,2,rvv_strided,n2h,spec,1,3,112,112,37632,176055,171749,0
D,2,rvv_strided,h2n,spec,1,3,112,112,37632,121390,118051,0
D,2,rvv_strided,n2h,spec,1,32,56,56,100352,473752,463144,0
D,2,rvv_strided,h2n,spec,1,32,56,56,100352,317868,315404,0
D,2,rvv_strided,n2h,spec,1,32,27,27,23328,106262,102215,0
D,2,rvv_strided,h2n,spec,1,32,27,27,23328,71493,70931,0
D,2,rvv_strided,n2h,spec,1,32,14,14,6272,28005,27108,0
D,2,rvv_strided,h2n,spec,1,32,14,14,6272,19156,18951,0
D,2,rvv_strided,n2h,spec,1,64,7,7,3136,14488,14553,0
D,2,rvv_strided,h2n,spec,1,64,7,7,3136,9717,9766,0
D,2,rvv_strided,n2h,spec,1,128,4,4,2048,9820,9660,0
D,2,rvv_strided,h2n,spec,1,128,4,4,2048,6500,6344,0
D,2,rvv_strided,n2h,spec,1,1,1,1,1,89,76,0
D,2,rvv_strided,h2n,spec,1,1,1,1,1,125,76,0
D,2,rvv_strided,n2h,spec,1,7,5,3,105,668,537,0
D,2,rvv_strided,h2n,spec,1,7,5,3,105,425,416,0
D,2,rvv_strided,n2h,csweep,1,2,112,56,12544,54201,52978,0
D,2,rvv_strided,h2n,csweep,1,2,112,56,12544,37959,36327,0
D,2,rvv_strided,n2h,csweep,1,3,112,37,12432,52776,52060,0
D,2,rvv_strided,h2n,csweep,1,3,112,37,12432,36706,36001,0
D,2,rvv_strided,n2h,csweep,1,4,56,56,12544,53328,52360,0
D,2,rvv_strided,h2n,csweep,1,4,56,56,12544,36294,35779,0
D,2,rvv_strided,n2h,csweep,1,7,56,32,12544,52813,51949,0
D,2,rvv_strided,h2n,csweep,1,7,56,32,12544,36517,35905,0
D,2,rvv_strided,n2h,csweep,1,8,56,28,12544,52861,51879,0
D,2,rvv_strided,h2n,csweep,1,8,56,28,12544,36092,35782,0
D,2,rvv_strided,n2h,csweep,1,16,28,28,12544,52193,51648,0
D,2,rvv_strided,h2n,csweep,1,16,28,28,12544,36054,35620,0
D,2,rvv_strided,n2h,csweep,1,32,28,14,12544,52233,51680,0
D,2,rvv_strided,h2n,csweep,1,32,28,14,12544,36197,35963,0
D,2,rvv_strided,n2h,csweep,1,64,14,14,12544,53003,52052,0
D,2,rvv_strided,h2n,csweep,1,64,14,14,12544,36219,36094,0
D,2,rvv_strided,n2h,csweep,1,128,14,7,12544,53528,52609,0
D,2,rvv_strided,h2n,csweep,1,128,14,7,12544,36691,36449,0
D,2,rvv_seg,n2h,spec,1,3,112,112,37632,16390,15516,0
D,2,rvv_seg,h2n,spec,1,3,112,112,37632,23072,21865,0
D,2,rvv_seg,n2h,spec,1,32,56,56,100352,150817,147134,0
D,2,rvv_seg,h2n,spec,1,32,56,56,100352,142984,139598,0
D,2,rvv_seg,n2h,spec,1,32,27,27,23328,37483,32731,0
D,2,rvv_seg,h2n,spec,1,32,27,27,23328,31969,30920,0
D,2,rvv_seg,n2h,spec,1,32,14,14,6272,9076,8843,0
D,2,rvv_seg,h2n,spec,1,32,14,14,6272,8904,8692,0
D,2,rvv_seg,n2h,spec,1,64,7,7,3136,4507,4288,0
D,2,rvv_seg,h2n,spec,1,64,7,7,3136,4738,4315,0
D,2,rvv_seg,n2h,spec,1,128,4,4,2048,3215,2795,0
D,2,rvv_seg,h2n,spec,1,128,4,4,2048,3210,2978,0
D,2,rvv_seg,n2h,spec,1,1,1,1,1,286,199,0
D,2,rvv_seg,h2n,spec,1,1,1,1,1,450,243,0
D,2,rvv_seg,n2h,spec,1,7,5,3,105,279,155,0
D,2,rvv_seg,h2n,spec,1,7,5,3,105,455,211,0
D,2,rvv_seg,n2h,csweep,1,2,112,56,12544,6323,6254,0
D,2,rvv_seg,h2n,csweep,1,2,112,56,12544,6377,6281,0
D,2,rvv_seg,n2h,csweep,1,3,112,37,12432,4494,4431,0
D,2,rvv_seg,h2n,csweep,1,3,112,37,12432,4889,4642,0
D,2,rvv_seg,n2h,csweep,1,4,56,56,12544,3374,3145,0
D,2,rvv_seg,h2n,csweep,1,4,56,56,12544,4167,3807,0
D,2,rvv_seg,n2h,csweep,1,7,56,32,12544,3387,3173,0
D,2,rvv_seg,h2n,csweep,1,7,56,32,12544,4689,4462,0
D,2,rvv_seg,n2h,csweep,1,8,56,28,12544,2897,2441,0
D,2,rvv_seg,h2n,csweep,1,8,56,28,12544,3760,3475,0
D,2,rvv_seg,n2h,csweep,1,16,28,28,12544,15355,14744,0
D,2,rvv_seg,h2n,csweep,1,16,28,28,12544,15138,14948,0
D,2,rvv_seg,n2h,csweep,1,32,28,14,12544,14857,14458,0
D,2,rvv_seg,h2n,csweep,1,32,28,14,12544,14949,14854,0
D,2,rvv_seg,n2h,csweep,1,64,14,14,12544,14641,14229,0
D,2,rvv_seg,h2n,csweep,1,64,14,14,12544,15203,15110,0
D,2,rvv_seg,n2h,csweep,1,128,14,7,12544,14714,14306,0
D,2,rvv_seg,h2n,csweep,1,128,14,7,12544,15407,15223,0
E,0,ref_scalar,n2h,spec,1,3,112,112,37632,319447,316204,0
E,0,ref_scalar,h2n,spec,1,3,112,112,37632,268935,268605,0
E,0,ref_scalar,n2h,spec,1,32,56,56,100352,1966736,1955315,0
E,0,ref_scalar,h2n,spec,1,32,56,56,100352,1326506,1325820,0
E,0,ref_scalar,n2h,spec,1,32,27,27,23328,356379,352088,0
E,0,ref_scalar,h2n,spec,1,32,27,27,23328,255874,256831,0
E,0,ref_scalar,n2h,spec,1,32,14,14,6272,54800,52153,0
E,0,ref_scalar,h2n,spec,1,32,14,14,6272,47343,45879,0
E,0,ref_scalar,n2h,spec,1,64,7,7,3136,27205,26762,0
E,0,ref_scalar,h2n,spec,1,64,7,7,3136,23806,23623,0
E,0,ref_scalar,n2h,spec,1,128,4,4,2048,22090,22080,0
E,0,ref_scalar,h2n,spec,1,128,4,4,2048,20032,20029,0
E,0,ref_scalar,n2h,spec,1,1,1,1,1,94,85,0
E,0,ref_scalar,h2n,spec,1,1,1,1,1,83,74,0
E,0,ref_scalar,n2h,spec,1,7,5,3,105,1372,1359,0
E,0,ref_scalar,h2n,spec,1,7,5,3,105,1260,1257,0
E,0,ref_scalar,n2h,csweep,1,2,112,56,12544,101180,98286,0
E,0,ref_scalar,h2n,csweep,1,2,112,56,12544,86754,85631,0
E,0,ref_scalar,n2h,csweep,1,3,112,37,12432,104220,100292,0
E,0,ref_scalar,h2n,csweep,1,3,112,37,12432,88566,87792,0
E,0,ref_scalar,n2h,csweep,1,4,56,56,12544,104300,99974,0
E,0,ref_scalar,h2n,csweep,1,4,56,56,12544,87747,86969,0
E,0,ref_scalar,n2h,csweep,1,7,56,32,12544,109375,103520,0
E,0,ref_scalar,h2n,csweep,1,7,56,32,12544,91057,90330,0
E,0,ref_scalar,n2h,csweep,1,8,56,28,12544,110365,104558,0
E,0,ref_scalar,h2n,csweep,1,8,56,28,12544,92689,91590,0
E,0,ref_scalar,n2h,csweep,1,16,28,28,12544,111137,105225,0
E,0,ref_scalar,h2n,csweep,1,16,28,28,12544,92825,91453,0
E,0,ref_scalar,n2h,csweep,1,32,28,14,12544,120242,113527,0
E,0,ref_scalar,h2n,csweep,1,32,28,14,12544,100359,99635,0
E,0,ref_scalar,n2h,csweep,1,64,14,14,12544,121728,114383,0
E,0,ref_scalar,h2n,csweep,1,64,14,14,12544,101995,100772,0
E,0,ref_scalar,n2h,csweep,1,128,14,7,12544,122376,118622,0
E,0,ref_scalar,h2n,csweep,1,128,14,7,12544,106548,104146,0
E,0,gem_tb32,n2h,spec,1,3,112,112,37632,275650,272839,0
E,0,gem_tb32,h2n,spec,1,3,112,112,37632,274115,272850,0
E,0,gem_tb32,n2h,spec,1,32,56,56,100352,710726,705804,0
E,0,gem_tb32,h2n,spec,1,32,56,56,100352,707389,707386,0
E,0,gem_tb32,n2h,spec,1,32,27,27,23328,166761,163684,0
E,0,gem_tb32,h2n,spec,1,32,27,27,23328,163910,164307,0
E,0,gem_tb32,n2h,spec,1,32,14,14,6272,43036,40958,0
E,0,gem_tb32,h2n,spec,1,32,14,14,6272,42252,40590,0
E,0,gem_tb32,n2h,spec,1,64,7,7,3136,21035,20542,0
E,0,gem_tb32,h2n,spec,1,64,7,7,3136,20666,20527,0
E,0,gem_tb32,n2h,spec,1,128,4,4,2048,13993,13992,0
E,0,gem_tb32,h2n,spec,1,128,4,4,2048,13998,13988,0
E,0,gem_tb32,n2h,spec,1,1,1,1,1,121,98,0
E,0,gem_tb32,h2n,spec,1,1,1,1,1,118,96,0
E,0,gem_tb32,n2h,spec,1,7,5,3,105,834,810,0
E,0,gem_tb32,h2n,spec,1,7,5,3,105,819,810,0
E,0,gem_tb32,n2h,csweep,1,2,112,56,12544,92637,91154,0
E,0,gem_tb32,h2n,csweep,1,2,112,56,12544,91955,90763,0
E,0,gem_tb32,n2h,csweep,1,3,112,37,12432,90989,88771,0
E,0,gem_tb32,h2n,csweep,1,3,112,37,12432,90428,88621,0
E,0,gem_tb32,n2h,csweep,1,4,56,56,12544,90524,88111,0
E,0,gem_tb32,h2n,csweep,1,4,56,56,12544,89023,88034,0
E,0,gem_tb32,n2h,csweep,1,7,56,32,12544,89424,86409,0
E,0,gem_tb32,h2n,csweep,1,7,56,32,12544,87312,86630,0
E,0,gem_tb32,n2h,csweep,1,8,56,28,12544,89321,86545,0
E,0,gem_tb32,h2n,csweep,1,8,56,28,12544,87318,86432,0
E,0,gem_tb32,n2h,csweep,1,16,28,28,12544,88910,86091,0
E,0,gem_tb32,h2n,csweep,1,16,28,28,12544,86680,86023,0
E,0,gem_tb32,n2h,csweep,1,32,28,14,12544,90219,86951,0
E,0,gem_tb32,h2n,csweep,1,32,28,14,12544,88572,87421,0
E,0,gem_tb32,n2h,csweep,1,64,14,14,12544,92322,89004,0
E,0,gem_tb32,h2n,csweep,1,64,14,14,12544,91550,89476,0
E,0,gem_tb32,n2h,csweep,1,128,14,7,12544,92955,90223,0
E,0,gem_tb32,h2n,csweep,1,128,14,7,12544,94346,91409,0
E,2,ref_scalar,n2h,spec,1,3,112,112,37632,319012,316633,0
E,2,ref_scalar,h2n,spec,1,3,112,112,37632,268936,268553,0
E,2,ref_scalar,n2h,spec,1,32,56,56,100352,1959342,1955401,0
E,2,ref_scalar,h2n,spec,1,32,56,56,100352,1327043,1326544,0
E,2,ref_scalar,n2h,spec,1,32,27,27,23328,357723,352499,0
E,2,ref_scalar,h2n,spec,1,32,27,27,23328,256096,256049,0
E,2,ref_scalar,n2h,spec,1,32,14,14,6272,54824,52163,0
E,2,ref_scalar,h2n,spec,1,32,14,14,6272,47500,45925,0
E,2,ref_scalar,n2h,spec,1,64,7,7,3136,27289,26762,0
E,2,ref_scalar,h2n,spec,1,64,7,7,3136,23769,23623,0
E,2,ref_scalar,n2h,spec,1,128,4,4,2048,22080,22080,0
E,2,ref_scalar,h2n,spec,1,128,4,4,2048,20032,20032,0
E,2,ref_scalar,n2h,spec,1,1,1,1,1,94,78,0
E,2,ref_scalar,h2n,spec,1,1,1,1,1,80,74,0
E,2,ref_scalar,n2h,spec,1,7,5,3,105,1369,1362,0
E,2,ref_scalar,h2n,spec,1,7,5,3,105,1260,1257,0
E,2,ref_scalar,n2h,csweep,1,2,112,56,12544,101429,98035,0
E,2,ref_scalar,h2n,csweep,1,2,112,56,12544,86580,85212,0
E,2,ref_scalar,n2h,csweep,1,3,112,37,12432,104623,101035,0
E,2,ref_scalar,h2n,csweep,1,3,112,37,12432,88369,87572,0
E,2,ref_scalar,n2h,csweep,1,4,56,56,12544,104540,100359,0
E,2,ref_scalar,h2n,csweep,1,4,56,56,12544,87724,86847,0
E,2,ref_scalar,n2h,csweep,1,7,56,32,12544,109496,104148,0
E,2,ref_scalar,h2n,csweep,1,7,56,32,12544,91344,90760,0
E,2,ref_scalar,n2h,csweep,1,8,56,28,12544,110031,104806,0
E,2,ref_scalar,h2n,csweep,1,8,56,28,12544,91899,91238,0
E,2,ref_scalar,n2h,csweep,1,16,28,28,12544,110997,105030,0
E,2,ref_scalar,h2n,csweep,1,16,28,28,12544,92787,91980,0
E,2,ref_scalar,n2h,csweep,1,32,28,14,12544,120732,112978,0
E,2,ref_scalar,h2n,csweep,1,32,28,14,12544,100305,100239,0
E,2,ref_scalar,n2h,csweep,1,64,14,14,12544,121848,114178,0
E,2,ref_scalar,h2n,csweep,1,64,14,14,12544,101733,100606,0
E,2,ref_scalar,n2h,csweep,1,128,14,7,12544,121938,117406,0
E,2,ref_scalar,h2n,csweep,1,128,14,7,12544,106901,103403,0
E,2,gem_tb32,n2h,spec,1,3,112,112,37632,275108,273081,0
E,2,gem_tb32,h2n,spec,1,3,112,112,37632,273925,273019,0
E,2,gem_tb32,n2h,spec,1,32,56,56,100352,709343,705505,0
E,2,gem_tb32,h2n,spec,1,32,56,56,100352,708154,707479,0
E,2,gem_tb32,n2h,spec,1,32,27,27,23328,166622,163657,0
E,2,gem_tb32,h2n,spec,1,32,27,27,23328,164022,164440,0
E,2,gem_tb32,n2h,spec,1,32,14,14,6272,42932,40769,0
E,2,gem_tb32,h2n,spec,1,32,14,14,6272,42529,40785,0
E,2,gem_tb32,n2h,spec,1,64,7,7,3136,20931,20532,0
E,2,gem_tb32,h2n,spec,1,64,7,7,3136,20638,20527,0
E,2,gem_tb32,n2h,spec,1,128,4,4,2048,14011,13986,0
E,2,gem_tb32,h2n,spec,1,128,4,4,2048,13992,13988,0
E,2,gem_tb32,n2h,spec,1,1,1,1,1,121,104,0
E,2,gem_tb32,h2n,spec,1,1,1,1,1,114,96,0
E,2,gem_tb32,n2h,spec,1,7,5,3,105,849,807,0
E,2,gem_tb32,h2n,spec,1,7,5,3,105,822,810,0
E,2,gem_tb32,n2h,csweep,1,2,112,56,12544,93184,91302,0
E,2,gem_tb32,h2n,csweep,1,2,112,56,12544,92439,90653,0
E,2,gem_tb32,n2h,csweep,1,3,112,37,12432,90974,88799,0
E,2,gem_tb32,h2n,csweep,1,3,112,37,12432,90632,88861,0
E,2,gem_tb32,n2h,csweep,1,4,56,56,12544,90182,88138,0
E,2,gem_tb32,h2n,csweep,1,4,56,56,12544,89001,87854,0
E,2,gem_tb32,n2h,csweep,1,7,56,32,12544,89239,86649,0
E,2,gem_tb32,h2n,csweep,1,7,56,32,12544,87311,86756,0
E,2,gem_tb32,n2h,csweep,1,8,56,28,12544,89119,86393,0
E,2,gem_tb32,h2n,csweep,1,8,56,28,12544,87275,86399,0
E,2,gem_tb32,n2h,csweep,1,16,28,28,12544,88938,86065,0
E,2,gem_tb32,h2n,csweep,1,16,28,28,12544,86645,86407,0
E,2,gem_tb32,n2h,csweep,1,32,28,14,12544,89756,86739,0
E,2,gem_tb32,h2n,csweep,1,32,28,14,12544,87632,87102,0
E,2,gem_tb32,n2h,csweep,1,64,14,14,12544,92426,88781,0
E,2,gem_tb32,h2n,csweep,1,64,14,14,12544,91622,90559,0
E,2,gem_tb32,n2h,csweep,1,128,14,7,12544,93073,90243,0
E,2,gem_tb32,h2n,csweep,1,128,14,7,12544,95121,90698,0
E,2,rvv_strided,n2h,spec,1,3,112,112,37632,160717,157500,0
E,2,rvv_strided,h2n,spec,1,3,112,112,37632,107458,108833,0
E,2,rvv_strided,n2h,spec,1,32,56,56,100352,418946,411834,0
E,2,rvv_strided,h2n,spec,1,32,56,56,100352,283082,283072,0
E,2,rvv_strided,n2h,spec,1,32,27,27,23328,97299,96309,0
E,2,rvv_strided,h2n,spec,1,32,27,27,23328,66697,66677,0
E,2,rvv_strided,n2h,spec,1,32,14,14,6272,26635,25891,0
E,2,rvv_strided,h2n,spec,1,32,14,14,6272,18572,18099,0
E,2,rvv_strided,n2h,spec,1,64,7,7,3136,14387,13767,0
E,2,rvv_strided,h2n,spec,1,64,7,7,3136,9649,9310,0
E,2,rvv_strided,n2h,spec,1,128,4,4,2048,9630,9138,0
E,2,rvv_strided,h2n,spec,1,128,4,4,2048,6464,6084,0
E,2,rvv_strided,n2h,spec,1,1,1,1,1,63,52,0
E,2,rvv_strided,h2n,spec,1,1,1,1,1,64,48,0
E,2,rvv_strided,n2h,spec,1,7,5,3,105,566,509,0
